blind_proposal_id,audit_item_id,reference_question,generated_questions_json,judge_1_status,judge_1_closest,judge_1_reason_cn,judge_2_status,judge_2_closest,judge_2_reason_cn
judgment-0367,audit-0067,从骑手视角看转弯目标道路位于哪一侧？,"[{""generated_id"": ""audit-0067-g01"", ""question"": ""[True/False] If the driver had turned left instead of right at the intersection, the white van would have been on their left side after the turn.""}]",direct,audit-0067-g01,生成题明确实际转弯方向为右侧，实质覆盖从骑手视角目标道路位于右侧。,partial,audit-0067-g01,"生成题 audit-0067-g01 询问：“[True/False] If the driver had turned left instead of right at the intersection, the white van would have been on their left side after the turn.”；参考题询问：“从骑手视角看转弯目标道路位于哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0374,audit-0068,镜头先展示圣诞树还是蛋糕柜台？,"[{""generated_id"": ""audit-0068-g01"", ""question"": ""[Single-Choice] What spatial action does the employee perform to place the large cookie cake into the display case? [Options] A) She lifts the front glass panel and places the cake inside. B) She opens a sliding door at the back and puts the cake in. C) She slides the cake through an opening between the bottom tray and the front glass. D) She places the cake on a rotating stand that moves into the case.""}, {""generated_id"": ""audit-0068-g02"", ""question"": ""[True/False] The woman places the cookie cake into a space in the display case that is already occupied by another cake.""}, {""generated_id"": ""audit-0068-g03"", ""question"": ""[True/False] From the video's initial wide-shot perspective, the 'Mrs. Fields' kiosk is to the right of the large Christmas tree.""}]",absent,audit-0068-g03,生成题只判断初始广角中店亭位于圣诞树右侧，没有圣诞树与蛋糕柜台的镜头展示顺序。,direct,audit-0068-g03,"生成题 audit-0068-g03 询问：“[True/False] From the video's initial wide-shot perspective, the 'Mrs. Fields' kiosk is to the right of the large Christmas tree.”；参考题询问：“镜头先展示圣诞树还是蛋糕柜台？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0380,audit-0069,镜头平移时山谷先出现在画面哪一侧？,"[{""generated_id"": ""audit-0069-g01"", ""question"": ""[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.""}, {""generated_id"": ""audit-0069-g02"", ""question"": ""[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.""}]",absent,audit-0069-g01,生成题定位跨谷道路的高度，却没有镜头平移时山谷先从画面哪侧出现。,partial,audit-0069-g01,生成题 audit-0069-g01 询问：“[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.”；参考题询问：“镜头平移时山谷先出现在画面哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0382,audit-0069,树木经过前景时是否短暂遮挡山谷？,"[{""generated_id"": ""audit-0069-g01"", ""question"": ""[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.""}, {""generated_id"": ""audit-0069-g02"", ""question"": ""[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.""}]",direct,audit-0069-g02,生成题直接询问前景裸树枝短暂遮住山谷深处哪一特征，覆盖树木经过前景时短暂遮挡山谷。,partial,audit-0069-g02,"生成题 audit-0069-g02 询问：“[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.”；参考题询问：“树木经过前景时是否短暂遮挡山谷？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0383,audit-0070,火箭在发射架上是否逐渐抬升到倾斜位置？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]",direct,audit-0070-g01,生成题把火箭的主要状态转换列为由水平到竖直，另一题明确处于抬升过程，实质覆盖逐渐抬到倾斜位置。,partial,audit-0070-g01,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭在发射架上是否逐渐抬升到倾斜位置？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0384,audit-0070,火箭尖端相对地面的高度如何变化？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]",partial,audit-0070-g01,生成题判断火箭是否由静止转为向上加速或由水平转竖直，覆盖高度上升但没有专门追踪尖端高度。,direct,audit-0070-g01,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭尖端相对地面的高度如何变化？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0385,audit-0070,火箭主体抬起发生在支撑结构可见之前还是之后？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]",partial,audit-0070-g02,生成题同时描述抬升中的火箭和从下方移动到遮挡助推器的绿色支撑臂，但没有明确主体抬起与支撑结构首次可见的先后。,absent,audit-0070-g01,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭主体抬起发生在支撑结构可见之前还是之后？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0386,audit-0070,火箭在片段中是否发生真实位移？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]",direct,audit-0070-g01,生成题直接区分火箭是实际由静止向上加速还是仅改变方向等状态，覆盖片段中是否发生真实位移。,partial,audit-0070-g01,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭在片段中是否发生真实位移？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0387,audit-0070,火箭尖端相对发射架位于什么方向？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]",absent,audit-0070-g02,生成题定位支撑臂相对助推器，没有火箭尖端相对发射架的方向。,partial,audit-0070-g02,"生成题 audit-0070-g02 询问：“[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.”；参考题询问：“火箭尖端相对发射架位于什么方向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0391,audit-0071,方向盘相对中控屏位于驾驶者哪一侧？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]",partial,audit-0071-g02,生成题明确一块屏在方向盘后且另一块是中控屏，覆盖二者结构关系但没有直接给出驾驶者视角的左右侧。,absent,audit-0071-g01,生成题 audit-0071-g01 询问：“[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.”；参考题询问：“方向盘相对中控屏位于驾驶者哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0397,audit-0072,黄衣人在雪坡上先蹲下还是先翻滚？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]",partial,audit-0072-g01,生成题在翻滚和坐姿滑行等动作序列之间作选择，明显涉及所问先后，但没有明确使用“蹲下”并单独比较二者。,absent,audit-0072-g01,生成题 audit-0072-g01 询问：“[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.”；参考题询问：“黄衣人在雪坡上先蹲下还是先翻滚？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0398,audit-0072,翻滚后他相对相机向哪个方向移动？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]",partial,audit-0072-g02,生成题追随人物下坡时判断背景山峰在画面的反向移动，关联人物运动方向但没有以翻滚结束和相机为直接参照。,absent,audit-0072-g02,"生成题 audit-0072-g02 询问：“[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.”；参考题询问：“翻滚后他相对相机向哪个方向移动？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0406,audit-0074,进入弯道后蓝车车头朝向哪一侧？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]",direct,audit-0074-g01,生成题明确汽车在片尾完成向左转弯，直接覆盖入弯后车头朝向左侧。,partial,audit-0074-g02,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“进入弯道后蓝车车头朝向哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0417,audit-0076,男子先展示绳端还是先演示船上固定点？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]",partial,audit-0076-g01,生成题区分第一场景拉绳和第二场景把绳绕上船用绞盘，但没有明确展示绳端与演示固定点的先后。,absent,audit-0076-g01,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“男子先展示绳端还是先演示船上固定点？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0418,audit-0076,绳索穿过固定装置后形状如何变化？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]",direct,audit-0076-g01,生成题直接描述绳索绕在银色绞盘上并利用摩擦和旋转机构保持张力，覆盖穿过固定装置后的缠绕形态。,partial,audit-0076-g01,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“绳索穿过固定装置后形状如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0420,audit-0076,男子先演示绳结还是先在船上讲解？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]",partial,audit-0076-g01,生成题把第二场景的船上绞盘讲解与准备打结列在同一操作中，但没有比较演示绳结与船上讲解的顺序。,absent,audit-0076-g01,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“男子先演示绳结还是先在船上讲解？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0421,audit-0076,绳索在手中形成了什么结构？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]",absent,audit-0076-g01,生成题描述绳绕绞盘而非绳索在手中形成的具体结构。,partial,audit-0076-g01,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“绳索在手中形成了什么结构？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0423,audit-0077,男子踩踏后车尾踏板是否展开？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]",partial,audit-0077-g01,生成题明确不用时踏板向上折叠贴合后门，反向涵盖使用时展开，但没有说明是男子踩踏触发展开。,direct,audit-0077-g01,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“男子踩踏后车尾踏板是否展开？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0424,audit-0077,踏板展开发生在他触碰后门之前还是之后？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]",absent,audit-0077-g01,生成题没有踏板展开与男子触碰后门的时间顺序。,partial,audit-0077-g01,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“踏板展开发生在他触碰后门之前还是之后？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0425,audit-0077,展开后的踏板位于保险杠上方还是下方？,"[{""generated_id"": ""audit-0077-g01"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}, {""generated_id"": ""audit-0077-g02"", ""question"": ""[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.""}]",partial,audit-0077-g01,生成题只给出收起时踏板贴合后门的高位状态，未明确展开后相对保险杠在上还是下。,absent,audit-0077-g01,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“展开后的踏板位于保险杠上方还是下方？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0432,audit-0078,冲浪者在浪壁上的高度如何变化？,"[{""generated_id"": ""audit-0078-g01"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}, {""generated_id"": ""audit-0078-g02"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}]",absent,audit-0078-g01,生成题没有冲浪者在浪壁上的高度变化。,partial,audit-0078-g01,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“冲浪者在浪壁上的高度如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0433,audit-0078,以画面为参照，浪管闭合前冲浪者最后一次明显转向是朝左还是朝右？,"[{""generated_id"": ""audit-0078-g01"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}, {""generated_id"": ""audit-0078-g02"", ""question"": ""[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.""}]",partial,audit-0078-g01,生成题直接判断二十五秒处明显转向朝画面哪侧，但没有确认这是浪管闭合前的最后一次转向。,direct,audit-0078-g01,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“以画面为参照，浪管闭合前冲浪者最后一次明显转向是朝左还是朝右？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0436,audit-0079,绳索在操作后形成了几个环？,"[{""generated_id"": ""audit-0079-g01"", ""question"": ""[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.""}, {""generated_id"": ""audit-0079-g02"", ""question"": ""[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.""}]",partial,audit-0079-g01,生成题明确存在一个较大编织环和附着绳结，但没有统计操作后形成的环数。,absent,audit-0079-g01,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“绳索在操作后形成了几个环？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0437,audit-0079,右手先穿绳还是先拉紧绳端？,"[{""generated_id"": ""audit-0079-g01"", ""question"": ""[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.""}, {""generated_id"": ""audit-0079-g02"", ""question"": ""[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.""}]",partial,audit-0079-g01,生成题把拉紧绳端明确放在最终阶段，暗示穿绳在前，但没有直接描述右手穿绳事件。,absent,audit-0079-g01,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“右手先穿绳还是先拉紧绳端？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0438,audit-0079,制作绳结的直接目标是固定上方绳环吗？,"[{""generated_id"": ""audit-0079-g01"", ""question"": ""[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.""}, {""generated_id"": ""audit-0079-g02"", ""question"": ""[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.""}]",direct,audit-0079-g01,生成题明确绳结连接较大编织环并通过拉端收紧靠近该环，实质覆盖制作结以固定上方绳环的目标。,partial,audit-0079-g01,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“制作绳结的直接目标是固定上方绳环吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0446,audit-0081,弯曲后的金属条是否仍完整连续？,"[{""generated_id"": ""audit-0081-g01"", ""question"": ""[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.""}, {""generated_id"": ""audit-0081-g02"", ""question"": ""[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.""}, {""generated_id"": ""audit-0081-g03"", ""question"": ""[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.""}]",partial,audit-0081-g01,生成题把对象始终描述为中央被压宽的同一金属条，相关于连续性，但未直接判断弯曲后是否断开。,absent,audit-0081-g01,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“弯曲后的金属条是否仍完整连续？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
