blind_proposal_id,audit_item_id,reference_question,generated_questions_json
judgment-0379,audit-0069,路牌先出现还是大片针叶树先出现？,"[{""generated_id"": ""audit-0069-g01"", ""question"": ""[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.""}, {""generated_id"": ""audit-0069-g02"", ""question"": ""[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.""}]"
judgment-0380,audit-0069,镜头平移时山谷先出现在画面哪一侧？,"[{""generated_id"": ""audit-0069-g01"", ""question"": ""[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.""}, {""generated_id"": ""audit-0069-g02"", ""question"": ""[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.""}]"
judgment-0381,audit-0069,道路位于陡坡上方还是下方？,"[{""generated_id"": ""audit-0069-g01"", ""question"": ""[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.""}, {""generated_id"": ""audit-0069-g02"", ""question"": ""[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.""}]"
judgment-0382,audit-0069,树木经过前景时是否短暂遮挡山谷？,"[{""generated_id"": ""audit-0069-g01"", ""question"": ""[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.""}, {""generated_id"": ""audit-0069-g02"", ""question"": ""[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.""}]"
judgment-0383,audit-0070,火箭在发射架上是否逐渐抬升到倾斜位置？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]"
judgment-0384,audit-0070,火箭尖端相对地面的高度如何变化？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]"
judgment-0385,audit-0070,火箭主体抬起发生在支撑结构可见之前还是之后？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]"
judgment-0386,audit-0070,火箭在片段中是否发生真实位移？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]"
judgment-0387,audit-0070,火箭尖端相对发射架位于什么方向？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]"
judgment-0388,audit-0070,镜头从箭体下方向尖端移动吗？,"[{""generated_id"": ""audit-0070-g01"", ""question"": ""[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.""}, {""generated_id"": ""audit-0070-g02"", ""question"": ""[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.""}]"
judgment-0389,audit-0071,按下启动按钮后仪表盘显示如何变化？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]"
judgment-0390,audit-0071,中控屏与仪表盘哪一个先亮起？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]"
judgment-0391,audit-0071,方向盘相对中控屏位于驾驶者哪一侧？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]"
judgment-0392,audit-0071,按下启动键后仪表盘发生什么状态变化？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]"
judgment-0393,audit-0071,启动动画先出现在左侧仪表还是中控屏？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]"
judgment-0394,audit-0071,操作者按键的直接目标是什么？,"[{""generated_id"": ""audit-0071-g01"", ""question"": ""[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.""}, {""generated_id"": ""audit-0071-g02"", ""question"": ""[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.""}, {""generated_id"": ""audit-0071-g03"", ""question"": ""[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.""}]"
judgment-0395,audit-0072,黄衣男子坐下滑行后是否翻滚？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]"
judgment-0396,audit-0072,他开始滑落发生在下蹲之前还是之后？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]"
judgment-0397,audit-0072,黄衣人在雪坡上先蹲下还是先翻滚？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]"
judgment-0398,audit-0072,翻滚后他相对相机向哪个方向移动？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]"
judgment-0399,audit-0072,他在翻滚结束后是否恢复站立？,"[{""generated_id"": ""audit-0072-g01"", ""question"": ""[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.""}, {""generated_id"": ""audit-0072-g02"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}, {""generated_id"": ""audit-0072-g03"", ""question"": ""[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.""}]"
judgment-0400,audit-0073,冲浪者在小浪上是否完成多次转向？,"[{""generated_id"": ""audit-0073-g01"", ""question"": ""[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.""}]"
judgment-0401,audit-0073,板头朝向在转弯过程中如何改变？,"[{""generated_id"": ""audit-0073-g01"", ""question"": ""[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.""}]"
judgment-0402,audit-0073,冲浪者在浪上是否多次改变朝向？,"[{""generated_id"": ""audit-0073-g01"", ""question"": ""[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.""}]"
judgment-0403,audit-0073,冲浪板相对浪峰的位置如何变化？,"[{""generated_id"": ""audit-0073-g01"", ""question"": ""[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.""}]"
judgment-0404,audit-0073,冲浪者抬起前脚的直接目标是保持平衡吗？,"[{""generated_id"": ""audit-0073-g01"", ""question"": ""[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.""}]"
judgment-0405,audit-0074,蓝色汽车相对拍摄车辆的距离如何变化？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]"
judgment-0406,audit-0074,进入弯道后蓝车车头朝向哪一侧？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]"
judgment-0407,audit-0074,蓝车先远离还是先再次靠近拍摄车辆？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]"
judgment-0408,audit-0074,蓝车在弯道中是否始终朝向相机？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]"
judgment-0409,audit-0074,蓝车相对车道边线如何移动？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]"
judgment-0410,audit-0074,若维持当前轨迹车辆会接近弯道内侧吗？,"[{""generated_id"": ""audit-0074-g01"", ""question"": ""[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.""}, {""generated_id"": ""audit-0074-g02"", ""question"": ""[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.""}]"
judgment-0411,audit-0075,灰色越野车的备胎位于车身什么位置？,"[{""generated_id"": ""audit-0075-g01"", ""question"": ""[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.""}, {""generated_id"": ""audit-0075-g02"", ""question"": ""[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.""}, {""generated_id"": ""audit-0075-g03"", ""question"": ""[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.""}, {""generated_id"": ""audit-0075-g04"", ""question"": ""[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.""}]"
judgment-0412,audit-0075,镜头绕车移动时车身朝向如何变化？,"[{""generated_id"": ""audit-0075-g01"", ""question"": ""[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.""}, {""generated_id"": ""audit-0075-g02"", ""question"": ""[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.""}, {""generated_id"": ""audit-0075-g03"", ""question"": ""[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.""}, {""generated_id"": ""audit-0075-g04"", ""question"": ""[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.""}]"
judgment-0413,audit-0075,车门数量在侧面镜头中可见为多少？,"[{""generated_id"": ""audit-0075-g01"", ""question"": ""[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.""}, {""generated_id"": ""audit-0075-g02"", ""question"": ""[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.""}, {""generated_id"": ""audit-0075-g03"", ""question"": ""[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.""}, {""generated_id"": ""audit-0075-g04"", ""question"": ""[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.""}]"
judgment-0414,audit-0075,镜头是否从悍马车头移动到车尾？,"[{""generated_id"": ""audit-0075-g01"", ""question"": ""[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.""}, {""generated_id"": ""audit-0075-g02"", ""question"": ""[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.""}, {""generated_id"": ""audit-0075-g03"", ""question"": ""[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.""}, {""generated_id"": ""audit-0075-g04"", ""question"": ""[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.""}]"
judgment-0415,audit-0075,车辆后部是否装有外置备胎？,"[{""generated_id"": ""audit-0075-g01"", ""question"": ""[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.""}, {""generated_id"": ""audit-0075-g02"", ""question"": ""[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.""}, {""generated_id"": ""audit-0075-g03"", ""question"": ""[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.""}, {""generated_id"": ""audit-0075-g04"", ""question"": ""[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.""}]"
judgment-0416,audit-0075,后车门相对尾灯位于哪一侧？,"[{""generated_id"": ""audit-0075-g01"", ""question"": ""[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.""}, {""generated_id"": ""audit-0075-g02"", ""question"": ""[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.""}, {""generated_id"": ""audit-0075-g03"", ""question"": ""[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.""}, {""generated_id"": ""audit-0075-g04"", ""question"": ""[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.""}]"
judgment-0417,audit-0076,男子先展示绳端还是先演示船上固定点？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]"
judgment-0418,audit-0076,绳索穿过固定装置后形状如何变化？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]"
judgment-0419,audit-0076,固定点相对男子位于哪一侧？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]"
judgment-0420,audit-0076,男子先演示绳结还是先在船上讲解？,"[{""generated_id"": ""audit-0076-g01"", ""question"": ""[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)\n[Options]\nA) To use the friction between the rope and the winch drum to hold tension.\nB) To engage the rope with a rotating mechanism that provides a mechanical advantage.\nC) To guide the rope in a straight line toward the front of the boat.\nD) To prepare to tie a knot, securing the rope to the winch.""}, {""generated_id"": ""audit-0076-g02"", ""question"": ""[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.""}]"
