audit_item_id,generated_id,benchmark_index,video,question,answer,category_id,primary_capability,scene_type,question_type,intent_required,reference_transform,prediction_or_counterfactual,temporal_integration,occlusion_tracking,deformation_tracking,reasoning_level
audit-0064,audit-0064-g01,311,6MyqiFNiS-g_27_0_04_26_367_to_0_04_39_246.mp4,[True/False] The object held in the hand at the end of the video was originally a separate piece that was meant to be attached to the front of the fixture in the wall.,True,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0065,audit-0065-g01,1060,MaKSkIbHIxM_64_0_12_04_457_to_0_12_22_141.mp4,"[Multiple-Select] At the start of the video, a group of three young people are standing near a silver sign. Based on their initial orientation and subsequent movement, what is their immediate group objective? [Options] A) To turn left and enter the shop with the purple awning. B) To wait for someone to approach them from further down the arcade. C) To walk forward, following the path of another person who just left their group. D) To turn around and walk back toward the camera's starting point.","A,B,C,D",3,action_goal,Human-Centric,Multiple-Select,1,0,0,1,0,0,high
audit-0066,audit-0066-g01,1840,LSlhkLImq8U_2_0_01_22_449_to_0_02_30_283.mp4,"[True/False] In the first minute of the video, every time the person walking the dog comes to a complete stop, the dog sits.",True,3,action_goal,Human-Centric,True/False,1,0,0,1,0,0,high
audit-0067,audit-0067-g01,2075,VGN1mWGDO7w_19_0_03_08_621_to_0_03_18_731.mp4,"[True/False] If the driver had turned left instead of right at the intersection, the white van would have been on their left side after the turn.",False,4,physical_prediction,Human-Centric,True/False,0,0,1,1,0,0,high
audit-0068,audit-0068-g01,8482,fEkgDypfXFI_15_0_02_35_054_to_0_02_58_845.mp4,[Single-Choice] What spatial action does the employee perform to place the large cookie cake into the display case? [Options] A) She lifts the front glass panel and places the cake inside. B) She opens a sliding door at the back and puts the cake in. C) She slides the cake through an opening between the bottom tray and the front glass. D) She places the cake on a rotating stand that moves into the case.,C,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0068,audit-0068-g02,9210,fEkgDypfXFI_15_0_02_35_054_to_0_02_58_845.mp4,[True/False] The woman places the cookie cake into a space in the display case that is already occupied by another cake.,False,3,action_goal,Human-Centric,True/False,1,0,0,1,0,0,high
audit-0068,audit-0068-g03,9211,fEkgDypfXFI_15_0_02_35_054_to_0_02_58_845.mp4,"[True/False] From the video's initial wide-shot perspective, the 'Mrs. Fields' kiosk is to the right of the large Christmas tree.",False,6,reference_frame,Human-Centric,True/False,0,1,0,0,0,0,high
audit-0069,audit-0069-g01,5314,srbQrg_NF5E_56_0_09_33_703_to_0_09_45_432.mp4,[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.,False,2,dynamic_relation,Object-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0069,audit-0069-g02,5315,srbQrg_NF5E_56_0_09_33_703_to_0_09_45_432.mp4,"[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.",A,1,occlusion_permanence,Object-Centric,Single-Choice,0,0,0,1,1,0,intermediate
audit-0070,audit-0070-g01,8200,g6wB7Cuwux8_56_0_08_04_417_to_0_08_16_696.mp4,[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.,B,5,deformation_state,Object-Centric,Single-Choice,0,0,0,1,0,1,intermediate
audit-0070,audit-0070-g02,9104,g6wB7Cuwux8_56_0_08_04_417_to_0_08_16_696.mp4,"[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.",True,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0071,audit-0071-g01,6117,k3vZmC6hy3c_21_0_04_03_866_to_0_04_19_366.mp4,[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.,illuminated,5,deformation_state,Human-Centric,Fill-in-the-Blank,0,0,0,1,0,1,intermediate
audit-0071,audit-0071-g02,7077,k3vZmC6hy3c_21_0_04_03_866_to_0_04_19_366.mp4,"[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.",C,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0071,audit-0071-g03,8729,k3vZmC6hy3c_21_0_04_03_866_to_0_04_19_366.mp4,"[True/False] During the system startup sequence shown on the screen behind the steering wheel, the digital speedometer number is displayed inside the circular tachometer gauge.",True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0072,audit-0072-g01,470,Qj8BZ8T8Oac_205_0_32_12_599_to_0_32_26_880.mp4,[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.,B,3,action_goal,Human-Centric,Single-Choice,1,0,0,1,0,0,high
audit-0072,audit-0072-g02,3353,Qj8BZ8T8Oac_205_0_32_12_599_to_0_32_26_880.mp4,"[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.",A,6,reference_frame,Human-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0072,audit-0072-g03,4365,Qj8BZ8T8Oac_205_0_32_12_599_to_0_32_26_880.mp4,"[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.",B,6,reference_frame,Human-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0073,audit-0073-g01,8958,hekzmOGY4jo_14_0_01_46_940_to_0_01_59_385.mp4,"[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.",True,6,reference_frame,Human-Centric,True/False,0,1,0,0,0,0,high
audit-0074,audit-0074-g01,6242,icloqbwjRbY_53_0_06_24_120_to_0_06_36_120.mp4,"[Fill-in-the-Blank] As the car completes its left turn towards the end of the video, its shadow, which was initially cast in front of it, is now cast primarily to the car's ______ side.",left,2,dynamic_relation,Object-Centric,Fill-in-the-Blank,0,0,0,1,0,0,intermediate
audit-0074,audit-0074-g02,8874,icloqbwjRbY_53_0_06_24_120_to_0_06_36_120.mp4,"[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.",False,2,dynamic_relation,Object-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0075,audit-0075-g01,6256,iVBkmPk7Sxk_0_0_00_01_199_to_0_00_12_933.mp4,"[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.",garage,4,physical_prediction,Object-Centric,Fill-in-the-Blank,0,0,1,1,0,0,high
audit-0075,audit-0075-g02,7559,iVBkmPk7Sxk_0_0_00_01_199_to_0_00_12_933.mp4,"[Single-Choice] Two camouflage Humvees are visible: one at the start of the video and a different one behind the gray Humvee at the end. Based on how they are revealed, what is their most likely spatial arrangement in the parking lot? [Options] A) Parked next to each other, side-by-side. B) Parked in a single line, one behind the other. C) Parked at a right angle to each other. D) They are the same vehicle, and the camera has moved around it.",B,6,reference_frame,Object-Centric,Single-Choice,0,1,0,0,0,0,high
audit-0075,audit-0075-g03,7560,iVBkmPk7Sxk_0_0_00_01_199_to_0_00_12_933.mp4,"[Single-Choice] As the camera moves past the gray Humvee's rear wheel, what happens to the view of the red car in the background? [Options] A) The red car becomes increasingly occluded by the gray Humvee. B) The red car moves into a position in front of the gray Humvee. C) The gray Humvee moves to reveal more of the red car. D) The red car remains fully visible and stationary relative to the Humvee's wheel.",A,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0075,audit-0075-g04,8893,iVBkmPk7Sxk_0_0_00_01_199_to_0_00_12_933.mp4,"[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.",True,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0076,audit-0076-g01,5926,v9lTwOyEhd8_31_0_09_28_559_to_0_09_41_480.mp4,"[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)
[Options]
A) To use the friction between the rope and the winch drum to hold tension.
B) To engage the rope with a rotating mechanism that provides a mechanical advantage.
C) To guide the rope in a straight line toward the front of the boat.
D) To prepare to tie a knot, securing the rope to the winch.","A, B",3,action_goal,Human-Centric,Multiple-Select,1,0,0,1,0,0,high
audit-0076,audit-0076-g02,9869,v9lTwOyEhd8_31_0_09_28_559_to_0_09_41_480.mp4,"[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.",True,6,reference_frame,Human-Centric,True/False,0,1,0,0,0,0,high
audit-0077,audit-0077-g01,2101,FvjQ4vFdAlA_3_0_02_00_453_to_0_02_17_837.mp4,[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.,False,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0077,audit-0077-g02,2720,FvjQ4vFdAlA_3_0_02_00_453_to_0_02_17_837.mp4,[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.,False,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0078,audit-0078-g01,3994,_vTG5LNQqT4_2_0_00_51_451_to_0_01_23_616.mp4,"[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.",left,4,physical_prediction,Human-Centric,Fill-in-the-Blank,0,0,1,1,0,0,high
audit-0078,audit-0078-g02,5116,_vTG5LNQqT4_2_0_00_51_451_to_0_01_23_616.mp4,"[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.",left,4,physical_prediction,Human-Centric,Fill-in-the-Blank,0,0,1,1,0,0,high
audit-0079,audit-0079-g01,2118,G-xOwvyrK8o_23_0_11_46_172_to_0_12_30_082.mp4,"[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.",False,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0079,audit-0079-g02,2733,G-xOwvyrK8o_23_0_11_46_172_to_0_12_30_082.mp4,"[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.",True,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0080,audit-0080-g01,8301,fkb6l0L3Kn4_13_0_03_50_199_to_0_04_02_900.mp4,[Single-Choice] Which statement best describes the state of the fishing rod the person is holding? [Options] A) It remains perfectly straight throughout the entire video. B) It is bent downwards and the degree of this bend fluctuates slightly. C) It is initially straight and then bends downwards. D) It is bent upwards towards the sky.,B,5,deformation_state,Human-Centric,Single-Choice,0,0,0,1,0,1,intermediate
audit-0081,audit-0081-g01,2285,GvaFtmAzxNk_11_0_01_15_909_to_0_01_34_360.mp4,"[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.",False,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0081,audit-0081-g02,2909,GvaFtmAzxNk_11_0_01_15_909_to_0_01_34_360.mp4,"[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.",False,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0081,audit-0081-g03,4095,GvaFtmAzxNk_11_0_01_15_909_to_0_01_34_360.mp4,"[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.",False,5,deformation_state,Human-Centric,True/False,0,0,0,1,0,1,intermediate
audit-0082,audit-0082-g01,1071,Me-ow0kXHfI_11_0_01_58_718_to_0_02_36_456.mp4,"[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.",True,3,action_goal,Human-Centric,True/False,1,0,0,1,0,0,high
audit-0083,audit-0083-g01,693,sbxC6BKxZRg_9_0_01_29_799_to_0_01_40_760.mp4,[True/False] The horse on the far right of the screen (with the jockey in the yellow shirt) maintains a path separate from the main cluster of horses for the entire duration of the clip.,False,3,action_goal,Human-Centric,True/False,1,0,0,1,0,0,high
audit-0084,audit-0084-g01,2820,RO5Mr1bGRpI_12_0_03_28_900_to_0_03_39_666.mp4,"[True/False] Based on their observed trajectories, the blue-and-white tugboat is on course to pass the red shipping containers on the far shore before the large green barge.",False,4,physical_prediction,Object-Centric,True/False,0,0,1,1,0,0,high
audit-0084,audit-0084-g02,3407,RO5Mr1bGRpI_12_0_03_28_900_to_0_03_39_666.mp4,"[True/False] Based on their observed trajectories, the blue-and-white tugboat is on course to pass the red shipping containers on the far shore before the large green barge.",True,4,physical_prediction,Object-Centric,True/False,0,0,1,1,0,0,high
audit-0084,audit-0084-g03,4419,RO5Mr1bGRpI_12_0_03_28_900_to_0_03_39_666.mp4,"[True/False] Based on their observed trajectories, the blue-and-white tugboat is on course to pass the red shipping containers on the far shore before the large green barge.",True,4,physical_prediction,Object-Centric,True/False,0,0,1,1,0,0,high
audit-0084,audit-0084-g04,6088,RO5Mr1bGRpI_12_0_03_28_900_to_0_03_39_666.mp4,"[Multiple-Select] Which statements accurately describe the dynamic spatial relationships in the video? (Select all that apply) [Options] A) The blue-and-white tugboat is moving at a greater speed than the large green barge. B) Both the tugboat and the barge are moving in the general direction of the bridge visible in the background. C) A visible wake trails behind the tugboat, indicating its path through the water. D) The tugboat is positioned behind the barge to push it forward.","A, B, C",2,dynamic_relation,Object-Centric,Multiple-Select,0,0,0,1,0,0,intermediate
audit-0085,audit-0085-g01,6493,f3WZgMnSxeM_21_0_03_30_944_to_0_03_41_421.mp4,"[Fill-in-the-Blank] As the motorcycle moves forward from its starting position, the apparent position of the ornate black mailbox shifts from the rider's front-right to their direct ____.",right,2,dynamic_relation,Human-Centric,Fill-in-the-Blank,0,0,0,1,0,0,intermediate
audit-0086,audit-0086-g01,654,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,[Single-Choice] What is the consistent spatial relationship between the snowboarder and their shadow throughout the video? [Options] A) The shadow is always directly behind them. B) The shadow is cast to their right and slightly behind them. C) The shadow is cast to their left and slightly in front of them. D) The shadow is not visible.,C,2,dynamic_relation,Human-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0086,audit-0086-g02,3996,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,"[True/False] During the turn executed between 0:02 and 0:05, the distant, snow-covered mountain range remains on the snowboarder's left side from their perspective.",False,6,reference_frame,Human-Centric,True/False,0,1,0,1,0,0,high
audit-0086,audit-0086-g03,5118,_vyGEgNbx7c_37_0_05_37_003_to_0_06_13_873.mp4,"[True/False] During the turn executed between 0:02 and 0:05, the distant, snow-covered mountain range remains on the snowboarder's left side from their perspective.",False,6,reference_frame,Human-Centric,True/False,0,1,0,1,0,0,high
audit-0087,audit-0087-g01,3904,Z_F-KfgKv3U_167_0_34_57_864_to_0_35_19_119.mp4,"[True/False] As the camera moves forward from 0:07 to 0:10, the corner of the building's stone wall is what primarily occludes the view of the statue with the orange hat.",True,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0087,audit-0087-g02,3905,Z_F-KfgKv3U_167_0_34_57_864_to_0_35_19_119.mp4,"[Single-Choice] If the camera, at its position at 0:05, had moved directly sideways to the left into the foliage instead of continuing forward, which statue's hat would have been the first to be fully obscured by the green bushes? [Options] A) The statue with the red and blue striped hat in the extreme foreground. B) The statue with the green and yellow striped hat. C) The statue with the orange hat. D) The statue with the pink and white striped hat.",A,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0087,audit-0087-g03,5023,Z_F-KfgKv3U_167_0_34_57_864_to_0_35_19_119.mp4,"[True/False] As the camera moves forward from 0:07 to 0:10, the corner of the building's stone wall is what primarily occludes the view of the statue with the orange hat.",False,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0087,audit-0087-g04,5024,Z_F-KfgKv3U_167_0_34_57_864_to_0_35_19_119.mp4,"[Single-Choice] If the camera, at its position at 0:05, had moved directly sideways to the left into the foliage instead of continuing forward, which statue's hat would have been the first to be fully obscured by the green bushes? [Options] A) The statue with the red and blue striped hat in the extreme foreground. B) The statue with the green and yellow striped hat. C) The statue with the orange hat. D) The statue with the pink and white striped hat.",A,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0088,audit-0088-g01,614,Yp_RIDCAdlo_30_0_06_01_761_to_0_06_12_372.mp4,"[Single-Choice] As the camera pans left, how does the perceived horizontal position of the distant wind turbine change relative to the large, multi-gabled house on the peninsula? [Options] A) It moves from being to the left of the house to being to the right of the house. B) It remains to the left of the house throughout the pan. C) It moves from being to the right of the house to being to the left of the house. D) It becomes completely blocked from view by the house.",B,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0088,audit-0088-g02,3856,Yp_RIDCAdlo_30_0_06_01_761_to_0_06_12_372.mp4,[True/False] The flagpole visible in the middle ground of the scene is completely occluded by foreground trees by the end of the video.,False,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0088,audit-0088-g03,4968,Yp_RIDCAdlo_30_0_06_01_761_to_0_06_12_372.mp4,[True/False] The flagpole visible in the middle ground of the scene is completely occluded by foreground trees by the end of the video.,False,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0089,audit-0089-g01,5904,lXGGkDcGB7o_1_0_00_05_205_to_0_00_15_849.mp4,"[Multiple-Select] Which of the following accurately describe the change in the state of the objects being manipulated? (Select all that apply) [Options] A) The rope transitions from being pliable and loose to being under tension. B) The two logs transition from being two independent objects to a single, interconnected structure. C) The point of intersection between the two logs becomes less stable. D) The overall shape of the rope changes from a coil to a complex wrapping pattern.","A, B, D",5,deformation_state,Human-Centric,Multiple-Select,0,0,0,1,0,1,intermediate
audit-0090,audit-0090-g01,7508,icw8ffApXOs_24_0_05_07_373_to_0_05_26_659.mp4,"[Single-Choice] At the beginning of the video, a ball is kicked high into the air. Based on its trajectory and the positioning of the children, where is the ball most likely intended to land? [Options] A) Near the dense bushes on the far right. B) In the area occupied by the group of players in the center of the field. C) Directly in front of the adult who appears later in the video. D) Behind the child in the green and white patterned shirt in the foreground.",B,4,physical_prediction,Human-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0090,audit-0090-g02,8872,icw8ffApXOs_24_0_05_07_373_to_0_05_26_659.mp4,"[True/False] At the three-second mark, the child in the red patterned shirt who raises their arms is spatially positioned between the camera and the child in the solid white shirt.",True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0091,audit-0091-g01,2779,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,"[True/False] From the drone's perspective at 1:12, the operator is positioned between the drone and the covered parking structure.",True,6,reference_frame,Human-Centric,True/False,0,1,0,1,0,0,high
audit-0091,audit-0091-g02,2781,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"A, C, D",3,action_goal,Human-Centric,Multiple-Select,1,0,0,1,0,0,high
audit-0091,audit-0091-g03,3383,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,"[True/False] From the drone's perspective at 1:12, the operator is positioned between the drone and the covered parking structure.",True,6,reference_frame,Human-Centric,True/False,0,1,0,1,0,0,high
audit-0091,audit-0091-g04,3384,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"A, B.C, D",3,action_goal,Human-Centric,Multiple-Select,1,0,0,1,0,0,high
audit-0091,audit-0091-g05,4395,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,"[True/False] From the drone's perspective at 1:12, the operator is positioned between the drone and the covered parking structure.",False,6,reference_frame,Human-Centric,True/False,0,1,0,1,0,0,high
audit-0091,audit-0091-g06,4396,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"B, C, D",3,action_goal,Human-Centric,Multiple-Select,1,0,0,1,0,0,high
audit-0092,audit-0092-g01,1893,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[True/False] During the camera's pan to the right, the main woven body of the hanging decoration is, at some point, completely hidden from view by one of the vertical bamboo poles.",False,1,occlusion_permanence,Object-Centric,True/False,0,0,0,1,1,0,intermediate
audit-0092,audit-0092-g02,1895,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] If the camera continued panning to the right at the same speed shown in the video, which object would the hanging decoration be partially occluded by next? [Options] A) The distant island. B) The thick vertical wooden post on the far right. C) The boat visible on the far left. D) The horizontal roof beam.",B,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0092,audit-0092-g03,2640,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] As the camera pans from left to right, how does the position of the hanging decoration appear to change in relation to the distant island? [Options] A) The decoration appears to move to the right, across the front of the island. B) The decoration appears to move to the left, across the front of the island. C) The decoration and the island appear to move together without changing their relative positions. D) The decoration remains stationary while the island moves behind it.",B,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0092,audit-0092-g04,2642,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] Imagine the camera's pan from left to right is immediately reversed at the same speed. Which distant object, visible at the end of the video, would be the first to become completely hidden again by the foreground bamboo poles? [Options] A) The bridge. B) The white boat. C) The left edge of the distant island. D) The floating structure on the far left.",C,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0092,audit-0092-g05,3305,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] As the camera pans from left to right, how does the position of the hanging decoration appear to change in relation to the distant island? [Options] A) The decoration appears to move to the right, across the front of the island. B) The decoration appears to move to the left, across the front of the island. C) The decoration and the island appear to move together without changing their relative positions. D) The decoration remains stationary while the island moves behind it.",C,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0092,audit-0092-g06,3306,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] Imagine the camera's pan from left to right is immediately reversed at the same speed. Which distant object, visible at the end of the video, would be the first to become completely hidden again by the foreground bamboo poles? [Options] A) The bridge. B) The white boat. C) The left edge of the distant island. D) The floating structure on the far left.",A,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0092,audit-0092-g07,4318,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] As the camera pans from left to right, how does the position of the hanging decoration appear to change in relation to the distant island? [Options] A) The decoration appears to move to the right, across the front of the island. B) The decoration appears to move to the left, across the front of the island. C) The decoration and the island appear to move together without changing their relative positions. D) The decoration remains stationary while the island moves behind it.",C,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0092,audit-0092-g08,4319,QD-b4M7nnYo_102_0_15_34_652_to_0_15_47_334.mp4,"[Single-Choice] Imagine the camera's pan from left to right is immediately reversed at the same speed. Which distant object, visible at the end of the video, would be the first to become completely hidden again by the foreground bamboo poles? [Options] A) The bridge. B) The white boat. C) The left edge of the distant island. D) The floating structure on the far left.",D,4,physical_prediction,Object-Centric,Single-Choice,0,0,1,1,0,0,high
audit-0093,audit-0093-g01,3942,_2IhrVCmNp0_42_0_04_28_559_to_0_04_51_207.mp4,"[Single-Choice] In the first five seconds of the video, what is the relationship between the apparent leftward speed of the drone across the screen and the apparent leftward speed of the blue car driving on the road? [Options] A) The drone appears to move faster than the car. B) The drone appears to move slower than the car. C) They appear to move at the exact same speed. D) The car moves left while the drone moves right.",B,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0093,audit-0093-g02,5061,_2IhrVCmNp0_42_0_04_28_559_to_0_04_51_207.mp4,"[Single-Choice] In the first five seconds of the video, what is the relationship between the apparent leftward speed of the drone across the screen and the apparent leftward speed of the blue car driving on the road? [Options] A) The drone appears to move faster than the car. B) The drone appears to move slower than the car. C) They appear to move at the exact same speed. D) The car moves left while the drone moves right.",B,2,dynamic_relation,Object-Centric,Single-Choice,0,0,0,1,0,0,intermediate
audit-0094,audit-0094-g01,3754,XNES0L6wkzw_28_0_04_31_337_to_0_04_42_348.mp4,"[True/False] When the rider turns their head to the left, the motorcycle's left-side mirror moves from the left side of the visual frame towards the center.",True,6,reference_frame,Human-Centric,True/False,0,1,0,0,0,0,high
audit-0094,audit-0094-g02,4856,XNES0L6wkzw_28_0_04_31_337_to_0_04_42_348.mp4,"[True/False] When the rider turns their head to the left, the motorcycle's left-side mirror moves from the left side of the visual frame towards the center.",False,6,reference_frame,Human-Centric,True/False,0,1,0,0,0,0,high
audit-0095,audit-0095-g01,2679,Q_KgiEB6bYc_113_0_28_51_564_to_0_29_12_919.mp4,[True/False] The path of the woman in the black dress crosses behind the path of the woman pushing the stroller.,True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0095,audit-0095-g02,3326,Q_KgiEB6bYc_113_0_28_51_564_to_0_29_12_919.mp4,[True/False] The path of the woman in the black dress crosses behind the path of the woman pushing the stroller.,True,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
audit-0095,audit-0095-g03,4339,Q_KgiEB6bYc_113_0_28_51_564_to_0_29_12_919.mp4,[True/False] The path of the woman in the black dress crosses behind the path of the woman pushing the stroller.,False,2,dynamic_relation,Human-Centric,True/False,0,0,0,1,0,0,intermediate
