unit_id,disagreement_fields,video,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,rater_1_primary_label,rater_1_secondary_label,rater_1_confidence,rater_1_question_or_key_problem,rater_1_evidence_note,rater_2_primary_label,rater_2_secondary_label,rater_2_confidence,rater_2_question_or_key_problem,rater_2_evidence_note,adjudicated_primary_label,adjudicated_secondary_label,adjudicated_question_or_key_problem,adjudication_note
error-0145,primary_label;secondary_label;question_or_key_problem,UbOevcbnLLY_0_0_00_00_133_to_0_00_14_714.mp4,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] As the camera pans to the left, what is the apparent motion of the small puff of smoke on the distant hillside relative to the dock's corner post in the foreground? [Options] A) The smoke appears to move from the right side of the post to the left side of it. B) The smoke remains stationary directly behind the post. C) The smoke appears to move from the left side of the post to the right side of it. D) The smoke is never visible at the same time as the corner post.",B,A,action_event,[Single-Choice] Which visible event occurs before the leafy tree canopy enters the view? [Options] A) A large tree trunk fills the left side. B) A white rectangular roof appears near the dock. C) Benches appear beneath the tree. D) The canopy covers much of the top edge.,B,B,True,benchmark_ambiguity,perspective_reference_frame,medium,True,左摇镜头使远处烟雾相对近处角柱产生可见视差，模型所述由右向左有视觉依据；gold stationary directly behind 难由序列稳定支持。,perspective_reference_frame,spatiotemporal_grounding,medium,False,20-frame full-duration sheet: the distant smoke remains aligned behind the dock corner post during the left pan; the response mistakes camera motion for a right-to-left relative crossing.,benchmark_ambiguity,perspective_reference_frame,yes,远处烟雾尺寸很小，前景角柱随左摇产生明显视差；20帧不能唯一证明烟雾始终正好位于柱后，模型的由右向左描述有视觉依据。若采用题钥解释，参照视差为次要困难。
error-0152,primary_label;secondary_label,jr2s_4Fvf80_58_0_05_29_862_to_0_05_43_476.mp4,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] During the drift, the car travels along a curved path around the prominent orange cone. Relative to the center of this curve, where is the cone located? [Options] A) On the inside of the curve. B) On the outside of the curve. C) The car's path goes directly over the cone. D) The cone is located exactly at the center of the curve.",A,B) On the outside of the curve.,entity,[Single-Choice] Which background feature is visible beyond the open driving area? [Options] A) A city skyline B) An ocean shoreline C) Indoor stadium seats D) A forested hillside,D,D) A forested hillside,True,spatiotemporal_grounding,perspective_reference_frame,high,False,漂移车围绕橙色锥桶形成弧线，锥桶位于转弯弧的内侧；回答将轨迹内外关系反转。,perspective_reference_frame,spatiotemporal_grounding,high,False,20-frame full-duration sheet: the car arcs around the orange cone and leaves the cone on the concave/inside side of its curved trajectory; the response reverses the curve-centered relation.,perspective_reference_frame,spatiotemporal_grounding,,inside/outside以车辆曲线路径的曲率中心为参照；锥桶位于弧线凹侧，回答把该曲线中心关系反转，跨帧建立完整漂移弧为次要时空要求。
error-0154,primary_label;secondary_label,eeJWtwV5OzA_28_0_05_18_100_to_0_05_28_800.mp4,1,Object Permanence and Occlusion Tracking,Human-Centric,Multiple-Select,"[Multiple-Select] As the man walks from the doorway to the red car, which vehicle in the background is temporarily hidden from view by his body? [Options] A) The grey Land Rover. B) The small black Smart car. C) The blue sedan. D) The white convertible.",B.C.D,"B, C",entity,[Single-Choice] Which accessory is visible around the walking man's neck? [Options] A) A bright green lanyard B) A red scarf C) A black tie D) A blue headset,A,A) A bright green lanyard,True,spatiotemporal_grounding,perception_recognition,low,False,男子从门口走向红车时身体先后覆盖小黑 Smart、蓝色轿车和白色敞篷车；回答只保留 B、C，遗漏短暂被遮挡的 D。20-frame full-duration sheet 对瞬时完全遮挡覆盖有限。,perception_recognition,spatiotemporal_grounding,medium,False,"20-frame full-duration sheet: as the man crosses toward the red car, his body successively overlaps the small black Smart car, blue sedan, and white convertible; omitting D misses a visible temporary occlusion.",spatiotemporal_grounding,perception_recognition,,男子行进中先后短暂遮挡Smart、蓝色轿车和白色敞篷车；回答遗漏D，主要是未整合全时段遮挡序列，辨认短暂露出的白色敞篷车为次要感知因素。
error-0155,primary_label;secondary_label;question_or_key_problem,SjaUzHILZ8Y_56_0_09_01_474_to_0_09_23_229.mp4,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the camera's perspective, the shoreline appears to be moving from right to left. What is the boat's actual direction of travel relative to the distant dam visible at the start of the video? [Options] A) Towards the dam. B) Away from the dam. C) Parallel to the dam. D) The boat is stationary.",D,B) Away from the dam.,simple_relation,"[Single-Choice] In the opening view, where is the tree-covered shoreline relative to the camera? [Options] A) Along the right side of the water B) Straight across the near foreground C) Centered far ahead on the horizon D) Along the left side of the water",D,<answer>Along the left side of the water,False,perspective_reference_frame,spatiotemporal_grounding,medium,False,岸线在画面中右向左滑动主要来自相机绕船观察/转向；远处水坝相对船没有持续缩小的证据，回答把表观背景流误解为船远离水坝。,benchmark_ambiguity,perspective_reference_frame,medium,True,"20-frame full-duration sheet: shoreline alignment changes substantially across the stern-facing view while the distant dam is only intermittently framed; this does not support the keyed claim that the boat is stationary, and direction relative to the dam is underdetermined from the sampled view.",benchmark_ambiguity,perspective_reference_frame,yes,20帧只显示船尾视角持续转动，岸线和远坝在相机摇转中改变位置，但没有足够的水面平移或距离证据区分船静止、转向或远离水坝；gold“stationary”不能唯一确定。前后景运动参照为次要困难。
error-0156,primary_label;secondary_label,FHea6tOnSYY_27_0_03_34_881_to_0_03_49_295.mp4,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,"[Single-Choice] At the very beginning of the video, as the silver Corvette drives past, which object in the background does it temporarily and completely occlude from the camera's view? [Options] A) The red Porsche. B) A white SUV. C) A distant building. D) The blue Subaru.",B,A) The red Porsche.,entity,[Single-Choice] Which large vehicle is visible in the background near the roadway? [Options] A) A yellow school bus B) A white semi-trailer truck C) A red fire engine D) A black pickup truck,B,B) A white semi-trailer truck,True,spatiotemporal_grounding,perception_recognition,low,False,开头银色 Corvette 掠过前景时，短暂完全覆盖的是远处白色 SUV；红色 Porsche 随后才作为独立前景车辆出现，回答混淆了遮挡时刻和对象。20-frame full-duration sheet 对开头瞬时遮挡采样有限。,perception_recognition,spatiotemporal_grounding,high,False,"20-frame full-duration sheet: the silver Corvette crosses in front of the distant white SUV/truck at the opening, while the red Porsche remains separately visible later; the response binds the occlusion to the wrong vehicle.",spatiotemporal_grounding,perception_recognition,,问题锁定视频开头的短暂完全遮挡；银色Corvette经过时覆盖的是远处白色SUV，回答把该瞬时事件与稍后出现的红色Porsche混淆，车辆身份辨认为次要因素。
error-0158,primary_label;secondary_label,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"B, C, D","A) The drone initially drifts without tracking the operator's movement.
C) The drone adjusts its position laterally to keep the operator in the camera's view.",entity,[Single-Choice] Which object is visible near the bottom foreground of the scene? [Options] A) A bicycle handlebar B) A radio controller C) A camera tripod D) A folding chair,B,<answer>A radio controller,False,spatiotemporal_grounding,action_goal_binding,low,False,follow-me 测试中无人机后续进行横向修正并伴随高度下降，且存在与操作者前移相匹配的阶段；回答加入初始不跟踪 A，并遗漏 B、D。20-frame full-duration sheet 难以精确确认“perfectly”与短时高度变化。,action_goal_binding,spatiotemporal_grounding,high,False,"20-frame full-duration sheet: the follow-me test includes later speed matching, lateral recentering, and a noticeable loss of altitude; selecting initial drift instead of the matched-speed and altitude behaviors misbinds the observed motion to the test goal.",spatiotemporal_grounding,action_goal_binding,,多选项要求整合follow-me测试中初始、横向修正、速度和高度的多个阶段；回答加入A并遗漏B、D，主要是完整行为序列整合不全，将运动行为对应到测试目标为次要因素。
error-0161,primary_label;secondary_label;question_or_key_problem,ikx-L45Gqmw_66_0_09_18_224_to_0_09_36_842.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the woman's path of movement from the sidewalk and the sudden appearance of a light source from above and behind her around the 5-second mark, what spatial interaction most likely occurred? [Options] A) She walked under a street lamp that turned on. B) She opened the rear trunk of the vehicle. C) She turned around to face the sunset. D) Another car turned its headlights on her.",B,A) She walked under a street lamp that turned on.,simple_relation,"[Single-Choice] After the woman reaches the parked vehicle, where is its raised hatch relative to her head? [Options] A) Below her chin B) Beside her left shoulder C) Across the street D) Above her head",D,D,True,action_goal_binding,perception_recognition,high,False,女子沿人行道走到停放车辆后方，约 5 秒上后方亮起并随后可见掀起的尾门；该空间路径和结果对应打开后备箱，而非经过自动点亮的路灯。,benchmark_ambiguity,action_goal_binding,medium,True,"20-frame full-duration sheet: the woman approaches the vehicle and becomes lit orange from above/behind, but the trunk lid and opening action are not directly visible; both a vehicle light/trunk interaction and an overhead lamp remain plausible from the static sequence.",action_goal_binding,perception_recognition,no,女子走到车辆后方后，约5至7秒可见上掀尾门的下缘及车后照明，路径和结果共同支持打开后备箱；回答将该动作目标误绑定为路灯，题目可判定，局部尾门识别为次要因素。
error-0162,primary_label;secondary_label,hekzmOGY4jo_14_0_01_46_940_to_0_01_59_385.mp4,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.",True,False,simple_relation,[Single-Choice] How are the main bands of breaking white water oriented across the scene? [Options] A) Mostly left-to-right B) Mostly top-to-bottom C) Diagonally upward left-to-right D) Diagonally downward left-to-right,A,A) Mostly left-to-right,True,spatiotemporal_grounding,perspective_reference_frame,high,False,冲浪者在大部分骑行中沿浪壁横向推进，板的主位移与横贯画面的岸线/碎浪带近似平行；回答 False 未整合完整轨迹。,perspective_reference_frame,spatiotemporal_grounding,high,False,"20-frame full-duration sheet: the surfer traverses laterally along the wave face for most of the ride, approximately parallel to the visible shoreline, rather than moving directly shoreward; the response confuses wave-relative and shore-relative motion.",perspective_reference_frame,spatiotemporal_grounding,,需同时用岸线和浪面作为稳定参照判断冲浪板主位移；回答未区分沿浪壁横移与朝岸运动，主要是岸线参照关系错误，覆盖“大部分骑行”的轨迹整合为次要要求。
error-0165,primary_label;secondary_label,owFY8o68sDk_32_0_05_29_666_to_0_05_39_800.mp4,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] Throughout the video, the hand holding the receiver assembly remains on the left side of the visual frame from the camera's perspective.",True,False,entity,[Single-Choice] Which object is visible near the person at the beginning of the scene? [Options] A) A laptop computer B) A handheld radio controller C) A soldering iron D) A pair of pliers,B,B) A handheld radio controller,True,spatiotemporal_grounding,perspective_reference_frame,high,False,整个序列中握接收器组件的手始终位于画面左半侧，右侧主要是遥控器或背景；回答 False 否认持续的画面坐标关系。,perspective_reference_frame,spatiotemporal_grounding,medium,False,20-frame full-duration sheet: the hand supporting the receiver assembly remains on the left half of the camera frame throughout the runway sequence even as the assembly shifts toward center; the negative response loses the camera-frame reference.,spatiotemporal_grounding,perspective_reference_frame,,“throughout”要求检查接收器组件在完整序列中的画面位置，持件手始终处于左半帧；主要缺口是持续关系跟踪，相机画面坐标为次要参照因素。
error-0166,secondary_label,Uz_Fmus7BgA_10_0_03_43_189_to_0_03_53_466.mp4,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] After the surfer is completely occluded by the whitewater at the end of the ride, they have ended up in front of the breaking part of the wave.",False,True,simple_relation,"[Single-Choice] While the surfer rides near the foamy spray, where is the dark, unbroken wave face relative to the surfer? [Options] A) To the viewer's left B) To the viewer's right C) Directly above D) Directly below",A,D) Directly below,False,spatiotemporal_grounding,perception_recognition,low,False,冲浪者进入白水遮挡前位于破浪前沿后方/浪壁一侧，末段白水覆盖后不能据此判为落到破浪前方；回答 True 错误延续遮挡后的相对位置。20-frame full-duration sheet 无法直接观察完全遮挡后的主体，故结论置信度低。,spatiotemporal_grounding,perspective_reference_frame,high,False,"20-frame full-duration sheet: the surfer rides inside/behind the breaking lip and is finally swallowed by whitewater, not deposited visibly in front of the breaking section; the response infers an unsupported post-occlusion position.",,perspective_reference_frame,,主要为遮挡前后连续性失败；判断冲浪者相对破浪前方或后方还依赖浪壁作为稳定空间参照，因此保留参照系次标签。
error-0167,secondary_label,ecgPZ4yevss_16_0_05_24_857_to_0_05_37_637.mp4,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on the camera's final position and direction of movement, if it continued to pan forward along the kayak's centerline, what would be the next major feature to come into view? [Options] A) The gray seat. B) The very front tip (bow) of the kayak. C) The teal storage box. D) The side carrying handle.",B,A) The gray seat.,entity,[Single-Choice] Which item is visible on the deck near the open cockpit? [Options] A) A black paddle blade B) A red life jacket C) A white helmet D) A yellow dry bag,A,B) A red life jacket,False,physical_prediction_counterfactual,perspective_reference_frame,high,False,末镜头沿皮划艇纵向中心线继续向前，开放座舱和灰座椅已被越过，下一主要结构应是最前端船艏；回答错误回指已出现的灰座椅。,physical_prediction_counterfactual,spatiotemporal_grounding,high,False,"20-frame full-duration sheet: the camera progresses from the rear cooler and seat toward the open forward hull; continuing along the kayak centerline would next reveal the bow, whereas the grey seat has already been passed.",,spatiotemporal_grounding,,反事实继续向前会到达船艏；该预测依赖先整合相机已依次越过冷藏箱、座椅和前舱的路径，故保留时空定位次标签。
error-0168,secondary_label,TD27Rs6mTes_1_0_00_06_519_to_0_00_16_920.mp4,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] If the woman in the black dress were to turn 180 degrees, what would be directly in her line of sight? [Options] A) The man carrying a basket on his shoulder. B) A stone fountain. C) The large arched doorway. D) The woman with her back to the camera.",C,A,simple_relation,[Single-Choice] Where in the image is the green double door relative to the woman in the black dress? [Options] A) To her right B) To her left C) Directly above her D) Directly below her,A,B) To her left,False,perspective_reference_frame,physical_prediction_counterfactual,high,False,黑裙女子若以自身轴转身 180 度，反向视线会朝向大型拱门；回答选择侧方/场景内移动人物，未完成主体朝向到世界布局的转换。,perspective_reference_frame,action_goal_binding,high,False,"20-frame full-duration sheet: the black-dressed woman faces away from the large arched doorway, so a 180-degree turn would align her view with that doorway rather than with the basket-carrying man.",,physical_prediction_counterfactual,,主要错误是未在人物自身朝向下完成参照转换；题目同时要求假设其旋转180度并外推新视线，反事实空间变换构成明确次标签。
error-0169,primary_label;secondary_label;question_or_key_problem,JCDFMUawpsY_31_0_13_29_141_to_0_13_57_836.mp4,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Just before entering the paved area, the rider passes a yellow 'CAUTION' sign on their right. If the rider had instead turned sharply right immediately after this sign, what would they have ridden onto? [Options] A) A set of metal crowd-control barriers. B) A gravel road leading up a hill. C) A raised wooden deck next to a building. D) Another dirt bike path.",D,A) A set of metal crowd-control barriers.,action_event,[Single-Choice] Which event happens before the rider rides beside the wooden building? [Options] A) The rider extends an arm sideways. B) The rider stops beside pedestrians. C) The rider descends a dirt slope. D) The rider turns back uphill.,C,C) The rider descends a dirt slope.,True,physical_prediction_counterfactual,perspective_reference_frame,high,False,骑手越过右侧黄色 CAUTION 标牌后，其右方连接的是另一条土质自行车路径；若立即急右转会驶入该路径，而非撞上更外侧的金属围栏。,benchmark_ambiguity,physical_prediction_counterfactual,low,True,"20-frame full-duration sheet: immediately after the yellow CAUTION sign, the rider's right side opens onto the paved/barrier area; a distinct dirt path corresponding to keyed D is not identifiable in the sampled frames, so the counterfactual target is not securely keyed.",benchmark_ambiguity,physical_prediction_counterfactual,yes,黄色CAUTION标牌之后的右侧主要呈现铺装区、围栏和建筑边缘，20帧中无法辨认与gold D对应的明确土质自行车路径；急右转目标不能唯一确定。若接受题钥，反事实外推仍是次要困难。
error-0173,secondary_label,jhcqv4tPIRQ_15_0_03_49_400_to_0_04_01_300.mp4,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on its final position, if the bird were to continue climbing straight down the wall, what is the first object it would physically contact? [Options] A) The floor. B) The decorative window on the door. C) The light switch. D) The door frame.",C,B) The decorative window on the door.,entity,[Single-Choice] Which large object is visible directly beside the bird near the wall? [Options] A) A metal ladder B) A leafy plant C) A tan padded cushion D) A cardboard box,C,C) A tan padded cushion,True,physical_prediction_counterfactual,perception_recognition,medium,False,鸟在墙面终点的正下方首先是灯开关，装饰窗位于门板更侧下方；沿当前方向继续直下会先接触开关，回答错误选择装饰窗。,physical_prediction_counterfactual,perspective_reference_frame,high,False,"20-frame full-duration sheet: from the bird's final vertical position, a straight downward continuation intersects the wall light-switch panel before the lower decorative door window; the response projects onto the wrong horizontal line.",,perspective_reference_frame,,主要是直线向下外推到首个接触物；回答选择横向偏离该竖直线的门窗，说明末位投影与墙面物体的水平参照也有明确错误。
error-0174,primary_label;secondary_label;question_or_key_problem,H4AAXWDxHdI_3_0_00_36_002_to_0_00_46_413.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the person's turn and final orientation at the 6-second mark, which direction are they preparing to walk? [Options] A) Towards the green dumpster. B) Back in the direction they originally came from. C) Down the road towards the low buildings. D) Across the grassy area to their right.",B,D,simple_relation,[Single-Choice] Where is the green dumpster relative to the person in the scene? [Options] A) Behind her on the viewer's left B) In front of her on the viewer's right C) Behind her on the viewer's right D) In front of her on the viewer's left,C,C) Behind her on the viewer's right,True,action_goal_binding,perspective_reference_frame,medium,False,人物约 6 秒完成转身后，身体和视线朝回此前来路，表现为准备沿原方向返回；回答选择右侧草地，未将转身结果绑定到下一步移动意图。,benchmark_ambiguity,action_goal_binding,low,True,"20-frame full-duration sheet: the close selfie framing shows mainly the speaker's face and only brief head turns; the person's full body orientation and the asserted green-dumpster/road/grass alternatives are not jointly visible, so the intended walking direction cannot be resolved reliably.",benchmark_ambiguity,action_goal_binding,yes,约6秒为近距离自拍构图，人物全身朝向以及垃圾箱、建筑和右侧草地未在同一视图中充分呈现；仅凭头部短暂转动不能唯一判断其准备行走方向，意图绑定为次要风险。
error-0175,primary_label;secondary_label,v0C5551Yh0k_11_0_01_18_745_to_0_01_31_491.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,[Single-Choice] What action does the shirtless surfer take that significantly lowers their body's center of gravity relative to the board? [Options] A) They jump off the board. B) They crouch low while remaining on their feet. C) They lie down on their stomach. D) They fall backward into the water.,C,B) They crouch low while remaining on their feet.,entity,[Single-Choice] Which visible feature is directly behind the rider on the water? [Options] A) A sandy beach B) A rocky cliff C) A white breaking wave D) A floating buoy,C,C) A white breaking wave,True,perception_recognition,action_goal_binding,high,False,衬衫赤膊冲浪者先站立滑行，随后俯身并完全趴到板上，身体重心显著降低；回答称仍以双脚低蹲，误识别了最终姿态。,spatiotemporal_grounding,perception_recognition,medium,False,"20-frame full-duration sheet: in the relevant opening segment the shirtless surfer transitions from standing to lying prone on the board, not merely to a low crouch; later frames switch to unrelated shark footage, but the queried action is already visible before that switch.",perception_recognition,spatiotemporal_grounding,,开头冲浪者由站立俯身并最终完全俯卧在板上，不是保持双脚低蹲；问题直接询问可见动作姿态，主要为动作识别失败，识别站立到俯卧的转变为次要时空因素。
error-0181,primary_label;secondary_label;question_or_key_problem,Ul4Hy1EfPNQ_41_0_07_41_628_to_0_07_54_607.mp4,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the girl had pushed off with her feet with the same force but without first turning the handlebars, what would have been the tricycle's most likely initial path? [Options] A) It would have moved directly toward the camera. B) It would have moved backward away from the camera. C) It would have moved to the left, as it did in the video. D) It would have spun in a circle without moving forward.",C,B) It would have moved backward away from the camera.,simple_relation,[Single-Choice] Where is the tricycle's front wheel relative to its red rear basket? [Options] A) To the left of the basket B) To the right of the basket C) Directly above the basket D) Directly below the basket,B,D) Directly below the basket,False,physical_prediction_counterfactual,action_goal_binding,medium,False,女孩蹬地的推进方向不会因未先转动车把而反向后退；保持相同蹬力的初始路径应延续其左向运动，回答错误预测远离相机后退。,benchmark_ambiguity,physical_prediction_counterfactual,medium,True,20-frame full-duration sheet: the tricycle's initial wheel orientation and the causal contribution of the handlebar turn are not resolved well enough to support the keyed claim that removing the turn preserves the same leftward path; multiple initial trajectories remain plausible.,benchmark_ambiguity,physical_prediction_counterfactual,yes,20帧不能清楚分离初始车轮朝向、转动车把与脚蹬推进各自对路径的作用；移除转向后仍保持与实拍相同左向路径的gold C缺乏唯一因果支持，物理反事实为次要分析层。
error-0182,primary_label,WrTTfmkKQsM_46_0_08_03_524_to_0_08_15_119.mp4,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] As the motorcycle accelerates through the intersection, what is the final position of the red car relative to the motorcycle's camera? [Options] A) Directly in front of the motorcycle. B) To the right and behind the motorcycle. C) To the left and behind the motorcycle. D) It is no longer visible.",A,D) It is no longer visible.,action_event,[Single-Choice] Which event happens before the red car enters the intersection? [Options] A) It parks along the right curb. B) It reverses toward the motorcycle. C) It drives ahead of the motorcycle. D) It turns into a driveway.,C,A) It parks along the right curb.,False,spatiotemporal_grounding,perspective_reference_frame,high,False,摩托车穿过路口加速时红车持续位于前方车道并在末帧仍清晰可见；回答称其已不可见，未跟踪目标终态。,perception_recognition,perspective_reference_frame,high,False,"20-frame full-duration sheet: the red car remains visible ahead of the motorcycle through the final intersection frames, roughly centered in the forward view; the response incorrectly declares it absent.",perception_recognition,,,末帧红车仍在摩托车正前方且清晰可见，回答称其不再可见，最直接的缺口是最终画面中的实体存在与位置识别；两位rater一致的参照系次标签无需重新裁决。
error-0184,secondary_label,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,right,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,D) Behind,False,benchmark_ambiguity,protocol_or_parsing,high,True,题干要求四个透明管高堆相对白管主组的空间方位，gold 却为 before，既非左右方位也不符合最终静态排列；模型 right 在画面布局上有直接依据。,benchmark_ambiguity,perspective_reference_frame,high,True,20-frame full-duration sheet: the four clear-tube stacks are visibly to the right of the white-tube group; keyed 'before' is not a grammatical spatial relation for this sentence and conflicts with the visible arrangement.,,,,题干与gold before本身损坏，benchmark_ambiguity足以解释；这不是模型输出解析失败，且没有可独立确认的参照系内容错误，次标签留空。
error-0187,primary_label;secondary_label,srbQrg_NF5E_56_0_09_33_703_to_0_09_45_432.mp4,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,"[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.",A,D,entity,[Single-Choice] Which object is visible along the roadside in the foreground? [Options] A) Red traffic cones B) Wooden picnic tables C) Metal streetlights D) White concrete barriers,D,D,True,spatiotemporal_grounding,perception_recognition,low,False,8–10 秒裸树细枝从远处最高山峰前方经过并短暂覆盖峰线；回答选择最右侧松树群，未对齐遮挡时刻与背景目标。20-frame full-duration sheet 对短暂覆盖采样有限。,perception_recognition,spatiotemporal_grounding,high,False,"20-frame full-duration sheet: around 0:08-0:10 the bare foreground branches cross the prominent high mountain peak near the center-left, not the far-right pine group; the response tracks the wrong background feature.",spatiotemporal_grounding,perception_recognition,,问题限定8至10秒的短暂遮挡，裸树枝在该时段经过并覆盖中央偏左的最高山峰；回答选择远右松树群，主要是事件时刻与背景目标未对齐，地标辨认为次要因素。
error-0189,primary_label;secondary_label;question_or_key_problem,JCDFMUawpsY_31_0_13_29_141_to_0_13_57_836.mp4,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Just before entering the paved area, the rider passes a yellow 'CAUTION' sign on their right. If the rider had instead turned sharply right immediately after this sign, what would they have ridden onto? [Options] A) A set of metal crowd-control barriers. B) A gravel road leading up a hill. C) A raised wooden deck next to a building. D) Another dirt bike path.",D,B) A gravel road leading up a hill.,action_event,[Single-Choice] Which event happens before the rider rides beside the wooden building? [Options] A) The rider extends an arm sideways. B) The rider stops beside pedestrians. C) The rider descends a dirt slope. D) The rider turns back uphill.,C,C,True,physical_prediction_counterfactual,perspective_reference_frame,high,False,越过右侧 CAUTION 标牌后立即右转会进入相接的另一条土质自行车路径；回答 gravel road up hill 未沿局部路口几何外推。,benchmark_ambiguity,physical_prediction_counterfactual,low,True,"20-frame full-duration sheet: immediately after the CAUTION sign, the right-hand destination is not shown as a clearly identifiable dirt path; the paved/barrier area and other possible surfaces make keyed D insufficiently supported.",benchmark_ambiguity,physical_prediction_counterfactual,yes,CAUTION标牌后右侧目标在20帧中没有显示为可唯一辨认的另一条土质自行车路径，铺装区、围栏及其他地面均构成候选；gold D支持不足，反事实路径外推作为次要因素保留。
error-0193,secondary_label,mWF9aH2BeZ0_29_0_06_13_940_to_0_06_25_885.mp4,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the position of the sun shown during the pan and the man's shadow at the end of the video, the man is facing away from the sun.",False,True,action_event,[Single-Choice] Which event happens before the person raises both gloved hands near their head? [Options] A) A gloved hand comes close to the lens. B) The person's face fills much of the view. C) The camera passes a tall stone tower. D) The person leans toward the camera.,C,A) A gloved hand comes close to the lens.,False,perspective_reference_frame,spatiotemporal_grounding,medium,False,摇镜展示太阳位置后，末帧男子及其影子的方向表明其并非背向太阳；回答 True 错误结合光源、影向和人物朝向。,perspective_reference_frame,action_goal_binding,medium,False,"20-frame full-duration sheet: the pan places the sun in the same general sector the man faces at the end, while his cast shadow extends away from it; the claim that he faces away from the sun reverses the lighting geometry.",,spatiotemporal_grounding,,主要为太阳、人物和影子几何参照错误；还需把摇镜中出现的太阳位置与末帧男子朝向和影向跨时段整合，故保留时空定位次标签。
error-0195,secondary_label,iIpRKgC-9pw_42_0_08_15_662_to_0_08_32_312.mp4,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] Relative to the car's frame of reference, which description best captures the initial motion of the armrest as it moves from its stowed to its deployed position? [Options] A) It pivots downwards and towards the front of the car. B) It slides horizontally forward from the seatback. C) It pivots downwards and towards the rear of the car. D) It rotates sideways from the seat cushion.",A,C) It pivots downwards and towards the rear of the car.,entity,[Single-Choice] Which item is visible on the rear seat cushion? [Options] A) Blue water bottle B) Black smartphone C) White paper cup D) Red seat belt buckle,D,D) Red seat belt buckle,True,perspective_reference_frame,spatiotemporal_grounding,high,False,扶手从靠背收纳位绕铰链向下并朝车辆前方展开；回答把车辆纵轴前后方向反转为向后。,perspective_reference_frame,perception_recognition,high,False,"20-frame full-duration sheet: relative to the car, the armrest rotates down from the seatback and toward the vehicle's front/center-console direction; the response reverses the fore-aft component.",,spatiotemporal_grounding,,主要错误是把车辆前后轴反转；判断扶手由收纳位向下、向前的完整展开方向还需跟踪运动过程，保留时空定位次标签。
