probe_sample_id,source_sample_id,benchmark_index,video,original_question,original_ground_truth,category_id,category,scene_type,question_type,assigned_probe_type,assigned_probe_subtype,target_answer_position,source_sample_sha256,selection_sha256
probe-0102,pc-0474,6901,lVoflPzlZRU_27_0_09_08_514_to_0_09_35_675.mp4,"[Fill-in-the-Blank] To transition the wheel from a locked to an unlocked state, the man must pivot the three red levers ______ from the face of the wheel's hub.",outward,5,Object Deformation and State Transition,Human-Centric,Fill-in-the-Blank,action_event,temporal_order,B,4c06cf2d41a5d08f52a881f5238ee49dbb38d88d6004e5e973188fc39c71c385,27226407c82a4474a7ea0fd2c3e011c0e73b8c4e546c2484334ebe02ab5309da
probe-0103,pc-0416,1255,PR7PqA5EisY_16_0_02_27_547_to_0_03_22_068.mp4,"[True/False] When the car drives away from the camera down the road between 0:29 and 0:34, its pop-up headlights are retracted into the hood.",True,5,Object Deformation and State Transition,Object-Centric,True/False,action_event,temporal_order,D,55056943ae12aacf45ac1b80caa0fc2261b0a0a7f7192cd53b9a17bcff914f36,04ce21b732fdafa5b72d1f9654041fba5e17a8400ff2d8c33ffa7767916797ec
probe-0104,pc-0248,4761,VzdulWcJ9ho_25_0_02_36_360_to_0_02_47_000.mp4,[True/False] The man in the glasses gestures toward the shelves on his left just before the group begins to walk forward.,False,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,simple_relation,simple_spatial_relation,A,3c01cbc70d867a31525d49c6bd009fbdea361b256ca5408d9a7fee6b65282ab9,b1d567b632c8cce051416da133f574751c07aa97e2d6a48ead5d2e27f1c81f7d
probe-0105,pc-0277,7130,jwKfeEUCG-k_11_0_06_51_444_to_0_08_55_201.mp4,"[Single-Choice] At 1:38, after lathering the guinea pig, the person lifts it and then immediately pours the soapy water out of the plastic tub. What is the most immediate purpose of this spatial rearrangement? [Options] A) To let the guinea pig drink from the faucet. B) To prepare the tub for a clean water rinse. C) To move the bathing operation to a different sink. D) To check if the guinea pig has an injury on its underside.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,action_event,temporal_order,B,47205cbc893da42932557c10c41ca012535db00b8e782e4ccd86959dc1800cf0,aa22581ec83e3e135b4e8917dfc255e7581cbc1d6cfc5ae6426fc1cef4dd407c
probe-0106,pc-0013,1084,MnE3cI7sR6U_54_0_12_31_766_to_0_12_47_200.mp4,"[Single-Choice] A red sedan is parked on the right at the start of the turn. As the driver's car moves forward and left, which part of the red sedan is the last to be occluded from the driver's direct forward view by the car's A-pillar? [Options] A) The front headlight. B) The rear taillight. C) The side mirror. D) The front wheel.",B,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,simple_relation,orientation,A,67d5271c570bf91eb75939a0fbee0ce2379116c4c2d32d750395597c45df0b6c,6a69900ea2f4132f9cefccea55fcc68afdd02ab3be8806fbd2953e17ed2541af
probe-0107,pc-0529,2641,F_Y2Kg1_W3Q_58_0_09_44_684_to_0_09_54_994.mp4,"[True/False] Relative to the scooter's deck, the person initiates the handlebar spin by pushing their right hand forward and pulling their left hand backward.",True,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,action_event,action_recognition,C,fca7cb858853feb00a5d0bf6c0a0a0f1f4c5123cc1028e96d11e67d8ec1f1543,cb1c8f5595f9a39dc108e9fc667c56f441561c74b229e2e82dccaa368e968069
probe-0108,pc-0018,1602,eeJWtwV5OzA_28_0_05_18_100_to_0_05_28_800.mp4,"[Multiple-Select] As the man walks from the doorway to the red car, which vehicle in the background is temporarily hidden from view by his body? [Options] A) The grey Land Rover. B) The small black Smart car. C) The blue sedan. D) The white convertible.",B.C.D,1,Object Permanence and Occlusion Tracking,Human-Centric,Multiple-Select,entity,object_actor_presence,A,e55afaff9bc32821c5db23e8306ff68217c34576186b53bbfed800cfe9f097e6,5b36d6a8631e101d15333e7e7f90b3ae43ff61b203ffff9540d83e8a7e9e53b1
probe-0109,pc-0050,4104,H3NlWOY-eaU_16_0_05_34_801_to_0_06_27_887.mp4,"[True/False] As the ferry moves forward, the view of the small white building on the distant point of land is eventually occluded by the white life raft canisters.",False,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,entity,object_actor_presence,D,452ddaaa02e67f6765ddd4b56ae09422caff26a68e9dc0287f7e1a1c47c10d43,b5f6b762c35e92e5c7ce8cbb2e82897cb01e014cb86c6e8bb752c200195ec5fc
probe-0110,pc-0520,1588,eVTd0Q43YQY_60_0_06_07_408_to_0_06_19_170.mp4,"[True/False] From the perspective of the man wearing the cap, the man in the blue shirt moves from his right side to his left side as he approaches and opens the car door.",False,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,entity,object_actor_presence,B,43a431fd5dc12d0a84c7f29bd4f7a11021dedb41235ce82a15ad2ad32b68551b,b8a87e0097f6e43cc04ede2a90af3d87c416931263b44cb17a6ab870a66e7d55
probe-0111,pc-0229,1864,Ew8Rt71csAw_7_0_01_43_369_to_0_03_05_318.mp4,"[True/False] In the looping maneuver shown between 0:15 and 0:25, the horse's path creates a semi-circle that reaches the opposite long side of the arena before returning.",False,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,entity,object_actor_presence,B,706d94e2390aeb0484e28b73dc81295be920cc91dcb5a13ba6c0cdda6ebb43f8,8db099a8a93cc11951e29ca553d768a761b771f4db65513fba23f58bd4387dc7
probe-0112,pc-0329,2904,S9IFUxQyu6U_19_0_03_28_374_to_0_04_07_347.mp4,"[Single-Choice] At 0:26, the husky is running at speed across the background. If it had continued moving in that same straight line, which of the following would it have passed closest to? [Options] A) The group of people sitting on the far-left bench. B) The other dogs playing in the center of the field. C) The person standing near the gazebo structure. D) The yellow labrador standing near the two people.",B,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,entity,object_actor_presence,C,e4d335a5b04868aa71e9df250504adb67e54d0ee76073311841463dc93ad5128,a2aa71d9471c5eaa49a04d181aa673c369b55d664e37d00c312f7ca348ccecb5
probe-0113,pc-0246,4396,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"B, C, D",3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,entity,object_actor_presence,B,091502252a3ae77f06caff61e94f7827ccef5905382fbab063c2c2934f6777a1,aa42f305fde59ad9e1e2896cbdd45156468de1c916d4b352df59bf3886d2fef1
probe-0114,pc-0494,9555,mw-2yWO6WLY_1_0_00_04_366_to_0_00_38_333.mp4,"[True/False] When the orange and white clownfish pushes into the green anemone, the tentacles it directly contacts remain rigid and unmoving.",False,5,Object Deformation and State Transition,Human-Centric,True/False,entity,object_actor_presence,A,74f55aedad653fbbe837908370a661df4463931a7ab011aeb3d46d55fea50cb1,262197b501ee7a406428526458daf9ab71254e4c6ec3c90fe17639389718904d
probe-0115,pc-0094,9339,pFawXXbi7oY_4_0_00_36_302_to_0_00_47_747.mp4,"[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.",True,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,entity,object_actor_presence,B,826855ed8476cdeeda390088c5c08b724c49d7a3ff853f49ed2614c9559600bd,946a1e0ed431bc8d1c0f53ea294aff6a41b591dfe89462d9e4248a3b5e8fd192
probe-0116,pc-0556,4575,Tp8jsRr4uU0_18_0_03_31_511_to_0_03_50_597.mp4,"[True/False] During the final major turn at 00:09, from the surfer's own perspective, their body rotates towards the shore.",True,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,action_event,temporal_order,B,0c894aec2f28198ab1b3c71f1200266bb28bd0dc11ba1f13df6659b327db924a,447452d91add7d09a830858556132a45f7819ecece8ce55ad144c4a2ad452820
probe-0117,pc-0227,1840,LSlhkLImq8U_2_0_01_22_449_to_0_02_30_283.mp4,"[True/False] In the first minute of the video, every time the person walking the dog comes to a complete stop, the dog sits.",True,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,action_event,temporal_order,D,5f86e1958a87749a29c30d2e5e93186a0709efb82ff677e0b0926f84b41da009,0baa94a8f516ac3b71d17efd090e18c6ed51cbe48a0eecfe51087b1d5d8ccf68
probe-0118,pc-0154,4579,Tsl-R5qsDK4_12_0_02_42_028_to_0_03_05_485.mp4,"[Fill-in-the-Blank] Immediately after the fish bites the line, causing a large splash, its subsequent movement creates ripples that travel primarily toward the ______ of the frame.",left,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,simple_relation,orientation,C,a923161bf8de2b299932d5a318b75d9320805eb9ff0b94db5f785ea51c9acfd8,2c6bfb8eb7d548f4ffabfa03279a52b92494a534696387335ce33ef228eff613
probe-0119,pc-0237,2824,RSIVPn1jnBw_20_0_03_04_617_to_0_03_14_661.mp4,"[Single-Choice] After the person in the grey shirt throws the white jersey over his shoulder, where does the jersey ultimately come to rest? [Options] A) On the floor in front of the thrower. B) On the head of the person in the yellow #3 jersey. C) Draped over the basketball rim and through the net. D) On the floor behind the thrower.",D,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,orientation,C,0c7c3cd5ba2ec4aa914c7f218a010e177daa6fdbf73b4d444ee7fc2324a4da83,576906ab1ed50801930a9472b2cfeb794696691babf8944349f0311d639d30af
probe-0120,pc-0249,4993,Z0lkr3AQ8Xk_21_0_02_21_820_to_0_02_33_070.mp4,"[Single-Choice] Based on the silver car's final trajectory after swerving across the lane divider, what was its immediate spatial objective?
[Options]
A) To make a U-turn.
B) To pull over on the left shoulder.
C) To turn right at the upcoming intersection.
D) To overtake the black car.",A,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,action_event,action_recognition,C,7cb2e015b599f113a30525b93ea3ade4122b2548c554a22fa9e7be527d3b3f5e,b9788153074dda042886669cfb338f315956abf36b376dd1590c37e405659f3d
probe-0121,pc-0334,3264,JCDFMUawpsY_31_0_13_29_141_to_0_13_57_836.mp4,"[Single-Choice] Just before entering the paved area, the rider passes a yellow 'CAUTION' sign on their right. If the rider had instead turned sharply right immediately after this sign, what would they have ridden onto? [Options] A) A set of metal crowd-control barriers. B) A gravel road leading up a hill. C) A raised wooden deck next to a building. D) Another dirt bike path.",D,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,action_event,temporal_order,C,9a09e10ccae56feffa48bbc8275aa317a032140d8fd7d69de85885fd42fea165,9f03f99ca5d1a865415f74f5a6e4913525e5aef7b35c90accadac984c82d49b1
probe-0122,pc-0026,2056,Fh9NSGL42aU_27_0_04_54_500_to_0_05_12_566.mp4,"[True/False] During the camera's pan towards the group of people, the man wearing a black shirt and sunglasses is, at one point, completely hidden from view behind the man in the grey t-shirt.",False,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,entity,object_actor_presence,D,2d6ba6e1b6a2368ce922b0cc6f44bd96e0dbbc43da4d4c79704bdff508681f0e,97d5fa3ad2411986d3afa3be2b1d349201dededfa86ba8ad9305318725f7a05d
probe-0123,pc-0477,7439,iwOF8NbK0s8_5_0_01_20_180_to_0_01_37_464.mp4,[Single-Choice] What is the final orientation of the surfboard after it reappears in the whitewater? [Options] A) Floating horizontally on the surface. B) Floating upside-down. C) Floating nearly vertically with its nose pointed out of the water. D) The board is completely submerged.,C,5,Object Deformation and State Transition,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,A,c2214b51d95a37bbe2d9c3f276ccede6edc1ecd0d12c7fcec5a9acf6b9ed5cec,1487a35b48aa2208f26dd7d94bd7b7fc5fba6ac7b5269c72429cb1ed96bbc067
probe-0124,pc-0265,5933,uV3lJhGek10_20_0_02_56_876_to_0_03_09_489.mp4,"[Multiple-Select] Assuming the man uses the blind as intended, which locations are within his primary field of view for observation? (Select all that apply) [Options] A) The near edge of the pond. B) The far edge of the pond. C) The area where the truck is parked. D) The base of the wind turbines on the hill.","A, B",3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,simple_relation,simple_spatial_relation,C,bfce9f08a88fa22405b754cff9564f01db16712dbf550f96e01cebaa43460f75,7ebd29530fc407359404c1ec9e045d8ee87a4fc32380fbb4342862d1968a736a
probe-0125,pc-0308,781,JaOVlghcZtM_58_0_18_10_433_to_0_18_21_833.mp4,"[Single-Choice] At the 8-second mark, if the rider were to turn sharply to their right and continue downhill instead of following the main path, which object would they most directly approach? [Options] A) The red building. B) The yellow excavator. C) The cluster of parked cars. D) A small wooden shelter on the far right.",D,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,D,ead384b589bd35f27566a94e20700fb4ee456f5a55e6222485b713d5e82d39d3,3a125020a52681178610f6a9e50415e97719f7390c99d15ec0cbce134e8c5e21
probe-0126,pc-0547,3597,Ud7XHwfD6ls_94_0_12_11_230_to_0_12_21_907.mp4,"[Single-Choice] As the camera moves backward, it reveals a main building and a smaller, dark-roofed shed to its left. From a bird's-eye perspective, what is located directly between these two structures? [Options] A) A wooden fence . B) Two children skating in a circle. C) A large snowbank with a trash can on top. D) A black metal fire pit.",A,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,entity,object_actor_presence,A,e91fdf9a359fac55b3d74fa41c10f996856950e8ff6071dd809af3e142504ad3,00b2ed60e099767386dd3850a3654ca75c320f063e08351cd5f019184f703cc1
probe-0127,pc-0527,2515,IhCQUucY59I_5_0_02_40_639_to_0_03_00_680.mp4,"[Single-Choice] From the perspective of the rower seated at the very front of the boat, in which direction is the chase boat that is following them located? [Options] A) Directly in front of her. B) Directly behind her. C) To her left. D) To her right.",C,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,entity,object_actor_presence,B,77be94803672a7c5b936c995733234466bd1a0bc6f6f5c4568b407180315ae83,2af4d637b104ddc6c578814e8bde98c3d5aa9ebda92fdf2852eaecdc8a9d9891
probe-0128,pc-0262,5926,v9lTwOyEhd8_31_0_09_28_559_to_0_09_41_480.mp4,"[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply)
[Options]
A) To use the friction between the rope and the winch drum to hold tension.
B) To engage the rope with a rotating mechanism that provides a mechanical advantage.
C) To guide the rope in a straight line toward the front of the boat.
D) To prepare to tie a knot, securing the rope to the winch.","A, B",3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,action_event,temporal_order,C,3bcbcd1d3e4e21c3403f9986e154bf140df8dcde0061ef4baeff0bf63d73e030,12be25f98f4f1a60b6db535859b0310bbdcc2fa0871b28f2863bcd64455a4964
probe-0129,pc-0174,6271,iHJC3g4RC64_23_0_03_25_538_to_0_03_42_589.mp4,"[Fill-in-the-Blank] During the camera's pan to the right, the two orange lighters on the dark brown pegboard move from the right side of the frame towards the ______.",center,2,Dynamic Spatial Relationships,Object-Centric,Fill-in-the-Blank,entity,object_actor_presence,B,df4b07bcba46bc951aeca9f87af516edfcc2552a26dd2f05069bebe5cca5372d,33682c32a4ee361aeb5b78074678b85f56c8a85326c4f7e35950119c52c0d6b3
probe-0130,pc-0391,7554,iVYhnFOgiUI_4_0_01_01_066_to_0_01_15_933.mp4,"[Single-Choice] If the rider had continued straight on their initial path without turning, what would have been the immediate consequence? [Options] A) They would have ridden up the grassy hill. B) They would have collided with the closed white gate. C) They would have entered an open field. D) They would have fallen into a ditch.",B,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,B,9f499b7a94dd2f8b983158c9ee7e3a065a16b218565158efbc60acc3abc475a6,8faadaaafece050125805dffde90da524e474ac416b59fd0ee3b84ac9b04309a
probe-0131,pc-0087,8902,iOFJq-ylyT4_4_0_01_12_439_to_0_01_27_353.mp4,"[True/False] From the camera's final viewpoint showing the side of the car, the driver's side front wheel is completely occluded.",True,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,action_event,temporal_order,D,40dcc68e314bba4017b535701137107f9c15d3099b7ed71f62bd232483a294a1,e03811741edf39384d6c5fe32ca7b919463c1b5c413935f35931c5e167411b57
probe-0132,pc-0366,5063,_4dgPq-hqQY_38_0_05_11_133_to_0_05_21_800.mp4,"[Single-Choice] If the SUV had continued on its initial trajectory without turning right, what would it have moved towards? [Options] A) The white mailbox post on the right side of the road. B) The house with the brown roof visible in the background. C) The driveway of the house on the immediate left. D) The curb directly in front of the camera's viewpoint.",C,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,entity,object_actor_presence,D,0cc28a2b16a1414a7aaf6888301e6ff854f6e9c5a012c98272e0bb2e202699b5,6728912ed8daaee69b4cb039e284f8cef0d888e4b218c5cd2915f6f9b06e182d
probe-0133,pc-0005,445,J1rJ0AP4RPg_12_0_02_02_789_to_0_02_24_410.mp4,"[True/False] During the camera's movement towards the dining area, the passenger seat's headrest momentarily fully occludes the wine bottle on the table.",False,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,action_event,action_recognition,C,b0475448df2f3855b77487c74992a7879cf57925491175aa5161289a7b80478d,34ab035297aaf1455e67a3cdea7cbc77721599e1e1da232b7dcc66c523b77c38
probe-0134,pc-0230,2080,VO_W9H4ReyM_8_0_02_11_731_to_0_02_23_143.mp4,"[Single-Choice] Based on the rider's control and the horse's path, what is the primary spatial objective of the maneuver shown? [Options] A) To approach the jump on the right side of the screen. B) To move the horse sideways across the arena while maintaining a forward direction. C) To make the horse back up towards the building. D) To circle around the jump on the left.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,action_event,temporal_order,A,890d24cc5467bdd626b6db016b6cafcacb5c12a86bb8d6d36652f0307c41f37a,618331d7ccab87fb1998cf30e8d81b3b9026c0f80a5ef245afdd37153c3652ed
probe-0135,pc-0314,1425,c9K7ZNmuLtY_32_0_05_05_338_to_0_05_24_991.mp4,"[True/False] If the fish had maintained its initial straight-line trajectory without turning, it would have passed behind the grey pontoon visible on the right.",False,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,True/False,action_event,action_recognition,B,f4d4f7d0d3947ba32c5b1e49f99b6f7ce24835824458d4c228320af7eb0080c3,d8056e542b6166bd55a2ba9834953b41a0281a349f4547dd63877a084dc8326b
probe-0136,pc-0357,4417,RNIf6N7JeLo_95_0_11_28_320_to_0_11_39_632.mp4,"[Single-Choice] Imagine that at the 2-second mark, the car's steering locked and it continued forward in a perfectly straight line. Based on the road's curvature, where would the car have first left the paved surface? [Options] A) Off the left shoulder of the road. B) Off the right shoulder of the road. C) It would have remained on the road for the duration of the clip. D) It would have hit the guardrail on the right.",A,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,entity,object_actor_presence,B,e764e370e63b2d2c7b95208ae27574ada5349b94a4f183f4626748611d943c3b,d6fd96c62acc55d35b209074c72da63ba50c35878475012c065e24362722ab53
probe-0137,pc-0283,7472,ikx-L45Gqmw_66_0_09_18_224_to_0_09_36_842.mp4,"[Single-Choice] Based on the woman's path of movement from the sidewalk and the sudden appearance of a light source from above and behind her around the 5-second mark, what spatial interaction most likely occurred? [Options] A) She walked under a street lamp that turned on. B) She opened the rear trunk of the vehicle. C) She turned around to face the sunset. D) Another car turned its headlights on her.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,D,71ca6cf520104009d6a381816153845becbd9f8b489bb0177782d741157b755a,a385400c60b711a2b37d7d38b33d0d72692a4167c593b350805c757a0bbdf6db
probe-0138,pc-0041,3621,Uz_Fmus7BgA_10_0_03_43_189_to_0_03_53_466.mp4,"[True/False] After the surfer is completely occluded by the whitewater at the end of the ride, they have ended up in front of the breaking part of the wave.",False,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,simple_relation,orientation,A,5d430f9f2bb553e3a4624d4122d3bf80694c1b540404814df3b65e203531a7e5,f563334844090aec754fd80aba043d430ce23a6767e0d7237b3f5edc8a448c0a
probe-0139,pc-0457,6011,Y2NywKtqQdI_2_0_00_13_533_to_0_01_05_700.mp4,"[Multiple-Select] During the man's transition from a seated to a standing position, which of these spatial changes occur? (Select all that apply) [Options] A) The vertical distance between the man's head and the kayak's floor increases. B) The selfie stick moves from a position angled upwards from his lap to a position held vertically in front of his torso. C) The paddle, resting on his left, is moved to the back of the kayak. D) His feet are repositioned from the angled footrests to the flat central floor.","A,B,D",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,action_event,temporal_order,A,d493b871f22029c2e4323362e4ffa7db80ec6d424337e1cb8840e61d87a3aafb,110bd7238e6497746b867fe89bbbc1b05b5cfa7f51abfae6b2f599d2ff536190
probe-0140,pc-0160,5038,ZkJgqKAYywE_22_0_04_13_439_to_0_04_23_800.mp4,"[Single-Choice] As the camera pans right, how does the perceived spatial relationship between the small arched section of the track and the large white-tarped structure change? [Options] A) The arched section moves from being below the white structure to being above it. B) The arched section moves from being to the right of the white structure to being directly in front of it. C) The white structure moves from being behind the arched section to being beside it. D) The arched section and the white structure maintain a fixed side-by-side position.",A,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,action_event,action_recognition,B,5da48d9615be8fc00b9c6540096b5288c9af293832179cab03460f03fb284b51,06371ed5698defbc4c3c073ee19a22aa7578c39f390a7045bbf3dce5237a8193
probe-0141,pc-0328,2584,FN2ABL7CkJA_11_0_05_28_861_to_0_06_16_876.mp4,"[Single-Choice] At 0:31, a black car approaches from the opposite direction. If the driver of the classic car had continued to drive straight instead of following the curve, what would have been the most immediate spatial outcome? [Options] A) A collision with the oncoming black car. B) Driving onto the grass on the left side of the road. C) Driving onto the grass on the right side of the road. D) A collision with the mailboxes on the left.",C,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,orientation,D,e53f4dcbe4702797e18e6e972320e40df02b27f32f248f5eaa620d57ca42afeb,53a9b8cdf05f7eb7c5faef11ea50075a1a3a719a941bcbe7521477bdc28e94bd
probe-0142,pc-0592,9115,g4LGbQmbEvs_58_0_08_41_520_to_0_08_53_933.mp4,"[True/False] From the woman's perspective, the hand guiding the hook is positioned on her left side.",True,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,action_event,action_recognition,D,ea336f680828cb4602e7ce44700969d554a3d37f31caa04070b83ec703b68018,6131091c694b086a9bc240902abb5ff3e1bdf0c64f497991ea242d8ae0213472
probe-0143,pc-0252,5200,r8iANn9nlOY_8_0_01_22_519_to_0_01_45_920.mp4,"[Single-Choice] At 0:17, the player in the blue vest passes the ball off-screen to the right. Based on the on-field positions and the drill's context, who is the most likely intended recipient? [Options] A) The player in the yellow vest moving towards the center. B) The stationary player in the black jacket and neon yellow shoes. C) A player in a red jersey further downfield. D) The player in a blue vest who is now behind the passer.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,C,14a2bdfabb2d7ad855fbf8b0e56e068cbf8805a8f45df81a0c0887b52730647b,ee10b6780db28f9bc1332600f59f03ceb3de72b6e99c9571d0a9964a83c2c0cb
probe-0144,pc-0330,2921,H1JCjHLZlP8_14_0_03_15_360_to_0_03_35_159.mp4,"[True/False] Based on their positions and speed at the 12-second mark, the runner in the red top is on a trajectory to overtake the runner in the outermost lane before they complete the next straight section of the track.",False,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,action_event,temporal_order,A,b663edabdbb3d94bdf9c7c39277080d40909ae535c9d3d96ae404fe035d7bfc3,f824169cc27c9953638574d238884c0106d51ae8bb50c715d862672b051fad3c
probe-0145,pc-0452,5955,sSy9TvBC92o_15_0_01_39_519_to_0_01_58_920.mp4,"[Multiple-Select] The snake actively deforms its body to grip the man's arm. Which of the following spatial configurations are created by this deformation? (Select all that apply) [Options] A) Multiple circular coils wrapped around the forearm. B) A single loop running lengthwise along the other coils. C) A complex, overlapping mass where the body crosses over itself multiple times. D) A straight, rigid line along the top of the man's arm.","A,B,C",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,simple_relation,orientation,A,235dd2218fc251a2498c898a2b5b0ec1d9dcca15d18adc5c3fb267a3df7ba0fa,86b4cc1654fc33ae4233004c76e27b1e2b2ee3715f165567f6b9df014d188da3
probe-0146,pc-0072,5436,uS1JBZRPNjk_38_0_07_53_306_to_0_08_03_316.mp4,"[True/False] During the camera's pan to the left, the rock and bush in the immediate right foreground move to eventually hide the part of the river that was visible on the far right at the start.",False,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,entity,object_actor_presence,D,a7a1f25c55b6799f0faf32f0cc01c58f26fca688dce29790d43c05d60a40e735,fa5c3695a4f3671a930addd111003ac411139fb2335c307b83fd485aaf290e5e
probe-0147,pc-0567,5563,kneXuHEHE4A_3_0_00_26_726_to_0_00_53_019.mp4,"[Fill-in-the-Blank] From the perspective of the player sitting on the bench in the background, the green team's celebration huddle occurs on the ______ side of the soccer field.",right,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Fill-in-the-Blank,simple_relation,orientation,B,80c6abe6a59f514dcc0a921537854a5477e8b40605346d80d94db332fee0817e,15cb844ab771a38f16f1de0a9b587cfd03d4a589c61504e27410595e454377b0
probe-0148,pc-0038,3267,UrABBEA_R0Y_25_0_07_05_124_to_0_07_27_380.mp4,"[Single-Choice] Immediately after the surfer emerges from the large splash of water at 0:14, what is the orientation of the surfboard relative to the overall direction of the wave's movement towards the shore? [Options] A) It is mostly perpendicular, pointing towards the shore. B) It is parallel, pointing along the wave's face. C) It is angled backwards, away from the shore. D) The board is completely submerged and not visible.",D,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,D,000f140cfa91ca29639c88a451018a9559f201f9effa0ec10d79d0a76111f7e5,c2a6619fe3b5550aee92d38f27dc4459f930535842037eb4325c1207356acfbc
probe-0149,pc-0247,4554,TVPLbXI1fR8_10_0_02_28_982_to_0_03_03_182.mp4,"[Single-Choice] To open the transom door, what is the correct sequence of spatial operations performed on the latch and door? [Options] A) The handle is pushed up, then the door is pulled outward. B) The handle is rotated clockwise, then the door is pushed outward. C) The handle is pulled downward, then the door is pushed inward. D) The door is pushed inward first, which releases the handle.",A,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,entity,object_actor_presence,A,5120f96f0a71e1526ed0b0bbdff2febed1d9c2bd57eedbb1cf93642cfc1f41a7,8e70618053ab0e8341d64d4b23effc173533d6276362d80eb6c8bcb503d2b8df
probe-0150,pc-0580,7010,kIlbv3hRGb4_17_0_03_06_719_to_0_03_24_070.mp4,"[Single-Choice] From the motorcycle's egocentric perspective, which spatial relationship remains constant for the entire duration of the drive? [Options] A) The white shoulder line is on the left, and the double yellow line is on the right. B) The double yellow line is on the left, and the white shoulder line is on the right. C) The motorcycle is positioned directly between the two yellow lines. D) The motorcycle is positioned directly on the white shoulder line.",B,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,entity,object_actor_presence,D,9b2a388b1a9b6b1e1e69a57edf0ca9dbe7e693b771041c27ad60c3b39acb1d12,41a7fe7342e2b0bad19d21bb3c5a499764633cd055ff93a288dbf6a4c9d73411
probe-0151,pc-0191,8757,jrrAZ0wM0bM_1_0_00_05_438_to_0_00_45_211.mp4,"[True/False] At 0:11, from the camera's direct line of sight, the white horse is positioned horizontally between the two brown horses.",True,2,Dynamic Spatial Relationships,Human-Centric,True/False,action_event,action_recognition,D,c65428147a72826508ae71a3223017a3301499026f622181a46cdb51efeba7f9,239c52d0ce9adc08158fd50ff910354363005ce81b267b6f749b069786e6a475
