unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0164,U_77ItXKYDs_29_0_05_43_933_to_0_05_54_033.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0126.jpg,2,Dynamic Spatial Relationships,Human-Centric,Multiple-Select,"[Multiple-Select] At the end of the video, the woman brings both hands down to adjust the bottom of the shirt. Which of the following spatial relationships change during this specific action? (Select all that apply) [Options] A) The distance between her right hand and her left hand. B) The distance between her left hand and the red mug. C) The orientation of the paintbrush relative to the table surface. D) The position of the green foam sheet relative to the table.","A,B,C",A) The distance between her right hand and her left hand.,simple_relation,"[Single-Choice] Relative to the green foam sheet, where is the red mug located? [Options] A) To its left B) To its right C) Directly above it D) Under it",A,B) To its right,False,spatiotemporal_grounding,perception_recognition,女子双手下移整理衣摆时，双手间距、左手与红杯距离以及手持画笔相对桌面的朝向均发生变化；回答只识别 A，遗漏 B、C。,medium,no
error-0165,owFY8o68sDk_32_0_05_29_666_to_0_05_39_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0596.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] Throughout the video, the hand holding the receiver assembly remains on the left side of the visual frame from the camera's perspective.",True,False,entity,[Single-Choice] Which object is visible near the person at the beginning of the scene? [Options] A) A laptop computer B) A handheld radio controller C) A soldering iron D) A pair of pliers,B,B) A handheld radio controller,True,spatiotemporal_grounding,perspective_reference_frame,整个序列中握接收器组件的手始终位于画面左半侧，右侧主要是遥控器或背景；回答 False 否认持续的画面坐标关系。,high,no
error-0166,Uz_Fmus7BgA_10_0_03_43_189_to_0_03_53_466.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0041.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] After the surfer is completely occluded by the whitewater at the end of the ride, they have ended up in front of the breaking part of the wave.",False,True,simple_relation,"[Single-Choice] While the surfer rides near the foamy spray, where is the dark, unbroken wave face relative to the surfer? [Options] A) To the viewer's left B) To the viewer's right C) Directly above D) Directly below",A,D) Directly below,False,spatiotemporal_grounding,perception_recognition,冲浪者进入白水遮挡前位于破浪前沿后方/浪壁一侧，末段白水覆盖后不能据此判为落到破浪前方；回答 True 错误延续遮挡后的相对位置。20-frame full-duration sheet 无法直接观察完全遮挡后的主体，故结论置信度低。,low,no
error-0167,ecgPZ4yevss_16_0_05_24_857_to_0_05_37_637.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0316.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on the camera's final position and direction of movement, if it continued to pan forward along the kayak's centerline, what would be the next major feature to come into view? [Options] A) The gray seat. B) The very front tip (bow) of the kayak. C) The teal storage box. D) The side carrying handle.",B,A) The gray seat.,entity,[Single-Choice] Which item is visible on the deck near the open cockpit? [Options] A) A black paddle blade B) A red life jacket C) A white helmet D) A yellow dry bag,A,B) A red life jacket,False,physical_prediction_counterfactual,perspective_reference_frame,末镜头沿皮划艇纵向中心线继续向前，开放座舱和灰座椅已被越过，下一主要结构应是最前端船艏；回答错误回指已出现的灰座椅。,high,no
error-0168,TD27Rs6mTes_1_0_00_06_519_to_0_00_16_920.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0534.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] If the woman in the black dress were to turn 180 degrees, what would be directly in her line of sight? [Options] A) The man carrying a basket on his shoulder. B) A stone fountain. C) The large arched doorway. D) The woman with her back to the camera.",C,A,simple_relation,[Single-Choice] Where in the image is the green double door relative to the woman in the black dress? [Options] A) To her right B) To her left C) Directly above her D) Directly below her,A,B) To her left,False,perspective_reference_frame,physical_prediction_counterfactual,黑裙女子若以自身轴转身 180 度，反向视线会朝向大型拱门；回答选择侧方/场景内移动人物，未完成主体朝向到世界布局的转换。,high,no
error-0169,JCDFMUawpsY_31_0_13_29_141_to_0_13_57_836.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0334.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Just before entering the paved area, the rider passes a yellow 'CAUTION' sign on their right. If the rider had instead turned sharply right immediately after this sign, what would they have ridden onto? [Options] A) A set of metal crowd-control barriers. B) A gravel road leading up a hill. C) A raised wooden deck next to a building. D) Another dirt bike path.",D,A) A set of metal crowd-control barriers.,action_event,[Single-Choice] Which event happens before the rider rides beside the wooden building? [Options] A) The rider extends an arm sideways. B) The rider stops beside pedestrians. C) The rider descends a dirt slope. D) The rider turns back uphill.,C,C) The rider descends a dirt slope.,True,physical_prediction_counterfactual,perspective_reference_frame,骑手越过右侧黄色 CAUTION 标牌后，其右方连接的是另一条土质自行车路径；若立即急右转会驶入该路径，而非撞上更外侧的金属围栏。,high,no
error-0170,PR7PqA5EisY_16_0_02_27_547_to_0_03_22_068.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0416.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,"[True/False] When the car drives away from the camera down the road between 0:29 and 0:34, its pop-up headlights are retracted into the hood.",True,False,action_event,[Single-Choice] What happens before the car is viewed broadside while moving? [Options] A) The hood is lifted open. B) Both doors are opened. C) A wheel is removed. D) A raised front lamp is lit.,D,D) A raised front lamp is lit.,True,perception_recognition,spatiotemporal_grounding,车在约 0:29–0:34 远离镜头的侧后视图中，前灯舱盖与引擎盖齐平，弹出式前灯已收回；回答 False 未识别该状态。,high,no
error-0171,TVPLbXI1fR8_10_0_02_28_982_to_0_03_03_182.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0247.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] To open the transom door, what is the correct sequence of spatial operations performed on the latch and door? [Options] A) The handle is pushed up, then the door is pulled outward. B) The handle is rotated clockwise, then the door is pushed outward. C) The handle is pulled downward, then the door is pushed inward. D) The door is pushed inward first, which releases the handle.",A,B,entity,[Single-Choice] Which human body part is visibly present near the boat hardware? [Options] A) A hand B) A foot C) A knee D) A head,A,A) A hand,True,action_goal_binding,spatiotemporal_grounding,手先把舷门锁扣手柄向上推以释放机构，随后将门向外拉开；回答把操作误述为顺时针旋转并向外推，动作方向和先后均不符。,medium,no
error-0172,qRtxlEZpev0_31_0_07_11_699_to_0_07_26_366.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0454.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,[Multiple-Select] Which physical states describe the single blue band while it is being manipulated by the hook? (Select all that apply) [Options] A) Under tension. B) Rigid. C) Twisted. D) Compressed.,"A, C",A) Under tension.,action_event,"[Single-Choice] While the person works with the yellow hook, what is the other hand doing? [Options] A) Cutting bands with scissors B) Holding the clear loom steady C) Pouring beads onto the loom D) Writing labels on the loom",B,B) Holding the clear loom steady,True,perception_recognition,spatiotemporal_grounding,蓝色橡皮筋被钩针拉伸时既处于张力状态，也在跨越织机柱时呈扭转；回答只选 tension，遗漏可见的 twisted 状态。,high,no
error-0173,jhcqv4tPIRQ_15_0_03_49_400_to_0_04_01_300.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0387.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on its final position, if the bird were to continue climbing straight down the wall, what is the first object it would physically contact? [Options] A) The floor. B) The decorative window on the door. C) The light switch. D) The door frame.",C,B) The decorative window on the door.,entity,[Single-Choice] Which large object is visible directly beside the bird near the wall? [Options] A) A metal ladder B) A leafy plant C) A tan padded cushion D) A cardboard box,C,C) A tan padded cushion,True,physical_prediction_counterfactual,perception_recognition,鸟在墙面终点的正下方首先是灯开关，装饰窗位于门板更侧下方；沿当前方向继续直下会先接触开关，回答错误选择装饰窗。,medium,no
error-0174,H4AAXWDxHdI_3_0_00_36_002_to_0_00_46_413.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0233.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the person's turn and final orientation at the 6-second mark, which direction are they preparing to walk? [Options] A) Towards the green dumpster. B) Back in the direction they originally came from. C) Down the road towards the low buildings. D) Across the grassy area to their right.",B,D,simple_relation,[Single-Choice] Where is the green dumpster relative to the person in the scene? [Options] A) Behind her on the viewer's left B) In front of her on the viewer's right C) Behind her on the viewer's right D) In front of her on the viewer's left,C,C) Behind her on the viewer's right,True,action_goal_binding,perspective_reference_frame,人物约 6 秒完成转身后，身体和视线朝回此前来路，表现为准备沿原方向返回；回答选择右侧草地，未将转身结果绑定到下一步移动意图。,medium,no
error-0175,v0C5551Yh0k_11_0_01_18_745_to_0_01_31_491.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0255.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,[Single-Choice] What action does the shirtless surfer take that significantly lowers their body's center of gravity relative to the board? [Options] A) They jump off the board. B) They crouch low while remaining on their feet. C) They lie down on their stomach. D) They fall backward into the water.,C,B) They crouch low while remaining on their feet.,entity,[Single-Choice] Which visible feature is directly behind the rider on the water? [Options] A) A sandy beach B) A rocky cliff C) A white breaking wave D) A floating buoy,C,C) A white breaking wave,True,perception_recognition,action_goal_binding,衬衫赤膊冲浪者先站立滑行，随后俯身并完全趴到板上，身体重心显著降低；回答称仍以双脚低蹲，误识别了最终姿态。,high,no
error-0176,j8Gic59heRg_65_0_15_52_084_to_0_16_08_233.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0078.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] Between 0:04 and 0:06, the white paper lantern hanging on the left side of the street is temporarily hidden from view by the corner of the ______ building.",brick,white,entity,[Single-Choice] Which object is visible along the street? [Options] A) Railroad crossing gates B) Short metal bollards C) Outdoor water fountains D) Parked delivery trucks,B,B) Short metal bollards,True,perception_recognition,spatiotemporal_grounding,4–6 秒白纸灯笼经过街角时，被左前景红褐色砖墙建筑的转角短暂挡住；回答 white 误取了邻近白色立面属性。,high,no
error-0177,Ud7XHwfD6ls_94_0_12_11_230_to_0_12_21_907.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0547.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] As the camera moves backward, it reveals a main building and a smaller, dark-roofed shed to its left. From a bird's-eye perspective, what is located directly between these two structures? [Options] A) A wooden fence . B) Two children skating in a circle. C) A large snowbank with a trash can on top. D) A black metal fire pit.",A,C) A large snowbank with a trash can on top.,entity,[Single-Choice] Who is visible closest to the camera? [Options] A) A woman wearing sunglasses B) A child holding hockey sticks C) A dog pulling a sled D) A man riding a bicycle,A,A) A woman wearing sunglasses,True,perspective_reference_frame,perception_recognition,后退视野揭示主楼与左侧黑顶棚之间横亘木栅栏；回答把附近雪堆和垃圾桶误投影到两结构之间。,medium,no
error-0178,GdCdu6KH5ak_18_0_02_32_960_to_0_02_43_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0147.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,[True/False] The soccer ball passes over the crossbar of the goal only once during the entire visible sequence.,False,True,entity,[Single-Choice] Which actor is visibly present on the field? [Options] A) A cyclist riding a bike B) A swimmer in a pool C) A skier on snow D) A person in a bright yellow shirt,D,D) A person in a bright yellow shirt,True,spatiotemporal_grounding,perception_recognition,全序列中高空足球跨越球门横梁高度区域不止一次，回答 True 未累计多个分离的越杆事件。20-frame full-duration sheet 对快速飞行的逐次穿越采样有限。,low,no
error-0179,odcmK3Int58_6_0_01_22_282_to_0_01_50_877.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0577.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] From the person's own point of view, when they place the two batteries on the table, the batteries are positioned to the ______ of the mouse.",right,left,action_event,[Single-Choice] What does the person do with the white instruction leaflet near the end? [Options] A) Cuts it apart B) Writes on it C) Unfolds it D) Throws it away,C,C) Unfolds it,True,perspective_reference_frame,perception_recognition,从操作者自身朝桌面的视角，两节电池最终放在鼠标右侧；回答 left 把人物自身视角与反向观察方向混淆。,high,no
error-0180,XrwHnGrObHA_29_0_06_33_460_to_0_06_50_176.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0364.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] At 0:03, a fish is swimming from the upper right towards the lower left. Given its trajectory at that moment, if it had continued in a perfectly straight line, where would it have most likely exited the frame? [Options] A) The bottom edge of the frame. B) The left edge of the frame. C) The top edge of the frame. D) It would have remained in the center.",A,B,action_event,[Single-Choice] Which event occurs before the fish becomes clearly visible in the water? [Options] A) The fish passes close to the lower edge. B) Two fish overlap near the center. C) Only water and a dark diagonal reflection are visible. D) The fish touches the left border.,C,C,True,physical_prediction_counterfactual,spatiotemporal_grounding,鱼在 0:03 的右上到左下轨迹斜率更快触及画面底边；回答预测左边界，错误延长瞬时运动向量。,medium,no
error-0181,Ul4Hy1EfPNQ_41_0_07_41_628_to_0_07_54_607.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0342.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the girl had pushed off with her feet with the same force but without first turning the handlebars, what would have been the tricycle's most likely initial path? [Options] A) It would have moved directly toward the camera. B) It would have moved backward away from the camera. C) It would have moved to the left, as it did in the video. D) It would have spun in a circle without moving forward.",C,B) It would have moved backward away from the camera.,simple_relation,[Single-Choice] Where is the tricycle's front wheel relative to its red rear basket? [Options] A) To the left of the basket B) To the right of the basket C) Directly above the basket D) Directly below the basket,B,D) Directly below the basket,False,physical_prediction_counterfactual,action_goal_binding,女孩蹬地的推进方向不会因未先转动车把而反向后退；保持相同蹬力的初始路径应延续其左向运动，回答错误预测远离相机后退。,medium,no
error-0182,WrTTfmkKQsM_46_0_08_03_524_to_0_08_15_119.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0511.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] As the motorcycle accelerates through the intersection, what is the final position of the red car relative to the motorcycle's camera? [Options] A) Directly in front of the motorcycle. B) To the right and behind the motorcycle. C) To the left and behind the motorcycle. D) It is no longer visible.",A,D) It is no longer visible.,action_event,[Single-Choice] Which event happens before the red car enters the intersection? [Options] A) It parks along the right curb. B) It reverses toward the motorcycle. C) It drives ahead of the motorcycle. D) It turns into a driveway.,C,A) It parks along the right curb.,False,spatiotemporal_grounding,perspective_reference_frame,摩托车穿过路口加速时红车持续位于前方车道并在末帧仍清晰可见；回答称其已不可见，未跟踪目标终态。,high,no
error-0183,XfovVgI3gsY_18_0_03_29_719_to_0_03_49_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0573.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Multiple-Select,"[Multiple-Select] The camera pans right, changing the view. Which statements correctly describe the motion from the camera's (egocentric) and the world's (allocentric) reference frames? (Select all that apply)
[Options]
A) Egocentrically, the city skyline appears to move from right to left across the frame.
B) Allocentrically, the boat is moving and the city is stationary.
C) Egocentrically, the flagpole moves from the right side of the frame to the left side.
D) Allocentrically, the city is moving from left to right.","A, B, C","B) Allocentrically, the boat is moving and the city is stationary.",action_event,"[Single-Choice] Near the beginning of the clip, what is the flag doing? [Options] A) Being lowered on the pole B) Being folded by someone C) Waving in the wind D) Sinking into the water",C,C) Waving in the wind,True,perspective_reference_frame,spatiotemporal_grounding,相机右摇时城市天际线和旗杆在画面中均右向左移动，而世界坐标中城市静止、船移动；回答只选 B，遗漏两个自我中心投影 A、C。,high,no
error-0184,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0566.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,right,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,D) Behind,False,benchmark_ambiguity,protocol_or_parsing,题干要求四个透明管高堆相对白管主组的空间方位，gold 却为 before，既非左右方位也不符合最终静态排列；模型 right 在画面布局上有直接依据。,high,yes
error-0185,sSy9TvBC92o_15_0_01_39_519_to_0_01_58_920.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0452.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] The snake actively deforms its body to grip the man's arm. Which of the following spatial configurations are created by this deformation? (Select all that apply) [Options] A) Multiple circular coils wrapped around the forearm. B) A single loop running lengthwise along the other coils. C) A complex, overlapping mass where the body crosses over itself multiple times. D) A straight, rigid line along the top of the man's arm.","A,B,C",A) Multiple circular coils wrapped around the forearm.,simple_relation,"[Single-Choice] How is the man's raised forearm oriented near his chest? [Options] A) Upright, with the hand above the elbow B) Horizontal, with the hand level with the elbow C) Downward, with the hand below the elbow D) Straight outward, pointing toward the camera",A,"A) Upright, with the hand above the elbow",True,perception_recognition,spatiotemporal_grounding,蛇缠绕手臂形成多个环、沿线单环及多次自交叠层；回答只识别 A，遗漏可见的 B、C 形变构型。,high,no
error-0186,HlPI1M9yYgM_27_0_04_48_766_to_0_05_05_233.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0122.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] As the camera pans from looking at the passenger seat toward the dashboard, which object appears to move from the right side of the visual field to the left? [Options] A) The passenger-side door handle. B) The gear shift. C) The rearview mirror. D) The passenger headrest.",C,D) The passenger headrest.,entity,[Single-Choice] Which object is visible between the front seats? [Options] A) A cup holder B) A laptop C) A bicycle helmet D) A coffee mug,A,A,True,perspective_reference_frame,spatiotemporal_grounding,相机由副驾座椅摇向仪表台时，后视镜从视野右侧进入并移向左侧；副驾头枕主要随视野离开，回答混淆被追踪对象。,medium,no
error-0187,srbQrg_NF5E_56_0_09_33_703_to_0_09_45_432.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0069.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,"[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.",A,D,entity,[Single-Choice] Which object is visible along the roadside in the foreground? [Options] A) Red traffic cones B) Wooden picnic tables C) Metal streetlights D) White concrete barriers,D,D,True,spatiotemporal_grounding,perception_recognition,8–10 秒裸树细枝从远处最高山峰前方经过并短暂覆盖峰线；回答选择最右侧松树群，未对齐遮挡时刻与背景目标。20-frame full-duration sheet 对短暂覆盖采样有限。,low,no
error-0188,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0421.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,B) It goes from mostly closed to wide open.,simple_relation,"[Single-Choice] When the man holds the fish sideways in front of him, where is the fish's head relative to its tail? [Options] A) To the left of the tail B) Above the tail C) Below the tail D) To the right of the tail",D,A) To the left of the tail,False,perception_recognition,spatiotemporal_grounding,鱼首次横向展示时嘴已明显张开，末尾仍保持大张状态；回答把持续状态误判成由闭到开。,high,no
error-0189,JCDFMUawpsY_31_0_13_29_141_to_0_13_57_836.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0334.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Just before entering the paved area, the rider passes a yellow 'CAUTION' sign on their right. If the rider had instead turned sharply right immediately after this sign, what would they have ridden onto? [Options] A) A set of metal crowd-control barriers. B) A gravel road leading up a hill. C) A raised wooden deck next to a building. D) Another dirt bike path.",D,B) A gravel road leading up a hill.,action_event,[Single-Choice] Which event happens before the rider rides beside the wooden building? [Options] A) The rider extends an arm sideways. B) The rider stops beside pedestrians. C) The rider descends a dirt slope. D) The rider turns back uphill.,C,C,True,physical_prediction_counterfactual,perspective_reference_frame,越过右侧 CAUTION 标牌后立即右转会进入相接的另一条土质自行车路径；回答 gravel road up hill 未沿局部路口几何外推。,high,no
error-0190,_Bk5JLlP6iw_11_0_01_21_681_to_0_01_32_492.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0066.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] At the moment the white car is first fully hidden by the large bush on the left, the dark red car that passed at the beginning is no longer visible on the road.",False,True,action_event,[Single-Choice] Does the orange-clad motorcyclist appear before or after the white car enters view? [Options] A) After the white car enters view B) At the same time as the white car C) The motorcyclist does not appear D) Before the white car enters view,D,A) After the white car enters view,False,spatiotemporal_grounding,perception_recognition,白车首次完全进入左侧大灌木遮挡时，开头经过的深红车仍可在道路远处辨认；回答 True 过早宣告目标消失。20-frame full-duration sheet 对首次完全遮挡的精确时刻采样有限。,low,no
error-0191,pFawXXbi7oY_4_0_00_36_302_to_0_00_47_747.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0094.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.",True,False,entity,[Single-Choice] What object is visible along the bottom edge of the scene? [Options] A) A wooden fence B) A car roof C) A traffic cone D) A bicycle handlebar,B,B) A car roof,True,spatiotemporal_grounding,perception_recognition,右摇结束后，前景白色马拖车完全覆盖最初停在其旁边的银色 SUV；回答 False 未维持被遮挡车辆的对象持续性。,high,no
error-0192,QuNcS5RWDGk_22_0_03_48_375_to_0_04_04_958.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0540.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the perspective of the man on the left holding the phone, in which direction is the city shoreline located? [Options] A) Directly in front of him. B) To his immediate right. C) Directly behind him. D) To his immediate left.",C,A) Directly in front of him.,simple_relation,[Single-Choice] Where is the distant city shoreline relative to the water surface? [Options] A) Below the water surface B) At the bottom edge C) Along the horizon above the water D) High overhead in the sky,C,C) Along the horizon above the water,True,perspective_reference_frame,perception_recognition,左侧持手机男子面向相机/水中同伴，城市岸线位于其背后方向；回答 directly in front 未把画面布局转换到人物自身朝向。,medium,no
error-0193,mWF9aH2BeZ0_29_0_06_13_940_to_0_06_25_885.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0298.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the position of the sun shown during the pan and the man's shadow at the end of the video, the man is facing away from the sun.",False,True,action_event,[Single-Choice] Which event happens before the person raises both gloved hands near their head? [Options] A) A gloved hand comes close to the lens. B) The person's face fills much of the view. C) The camera passes a tall stone tower. D) The person leans toward the camera.,C,A) A gloved hand comes close to the lens.,False,perspective_reference_frame,spatiotemporal_grounding,摇镜展示太阳位置后，末帧男子及其影子的方向表明其并非背向太阳；回答 True 错误结合光源、影向和人物朝向。,medium,no
error-0194,NIZ_SpWGs3M_14_0_03_59_466_to_0_04_11_266.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0414.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] After the button is pressed, which of these components visually transition from an inactive state to an active, illuminated state? (Select all that apply) [Options] A) The central display screen. B) The dials behind the steering wheel. C) The buttons on the steering wheel spokes. D) The ring around the start button itself.","A,B",C) The buttons on the steering wheel spokes.,simple_relation,[Single-Choice] Where is the red circular start button relative to the central display screen? [Options] A) Below and to the right B) Above and to the left C) Above and to the right D) Below and to the left,D,A) Below and to the right,False,perception_recognition,spatiotemporal_grounding,按钮按下后由暗转亮的是中央显示屏和仪表盘 A、B；回答只选方向盘辐条按钮 C，既遗漏主要状态转换又选中未明确变化部件。,high,no
error-0195,iIpRKgC-9pw_42_0_08_15_662_to_0_08_32_312.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0587.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] Relative to the car's frame of reference, which description best captures the initial motion of the armrest as it moves from its stowed to its deployed position? [Options] A) It pivots downwards and towards the front of the car. B) It slides horizontally forward from the seatback. C) It pivots downwards and towards the rear of the car. D) It rotates sideways from the seat cushion.",A,C) It pivots downwards and towards the rear of the car.,entity,[Single-Choice] Which item is visible on the rear seat cushion? [Options] A) Blue water bottle B) Black smartphone C) White paper cup D) Red seat belt buckle,D,D) Red seat belt buckle,True,perspective_reference_frame,spatiotemporal_grounding,扶手从靠背收纳位绕铰链向下并朝车辆前方展开；回答把车辆纵轴前后方向反转为向后。,high,no
error-0196,UEvDE_9rlSY_18_0_03_30_233_to_0_03_42_533.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0341.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Assuming the watercraft continues on its current path without turning, what will its position be relative to the group of trees on the land in the next few seconds? [Options] A) It will be directly in front of the trees, having landed on the shore. B) It will have passed the trees, with the trees now on its right side. C) It will have turned away, with the trees getting smaller in the distance. D) It will be stationary in its current position.",A,"B) It will have passed the trees, with the trees now on its right side.",simple_relation,[Single-Choice] Where is the green sail relative to the tree group? [Options] A) Above and to the right B) Above and to the left C) Below and to the right D) Below and to the left,A,A) Above and to the right,True,physical_prediction_counterfactual,spatiotemporal_grounding,水上载具当前航向直指岸边树群，若不转向数秒后将到达树前岸线；回答预测已越过且树转到右侧，未延续当前路径。,high,no
error-0197,Xg9VRoWYh0E_60_0_12_29_782_to_0_12_48_033.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0550.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] From the initial forward-facing viewpoint, the trolling motor is in front of the camera, but from the final viewpoint focused on the driver, the trolling motor is behind the camera.",False,True,action_event,[Single-Choice] Does the tree-covered shoreline on the left appear before or after the man in the blue cap is shown holding the steering wheel? [Options] A) After B) At the same moment C) Before D) One event is not visible,C,C) Before,True,perspective_reference_frame,perception_recognition,末镜头只是相机转向驾驶者，拖钓马达相对船体和相机安装位置并未从相机前方穿越到后方；回答 True 把视向改变误作物体跨越相机。,medium,no
