unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0156,FHea6tOnSYY_27_0_03_34_881_to_0_03_49_295.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0030.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,"[Single-Choice] At the very beginning of the video, as the silver Corvette drives past, which object in the background does it temporarily and completely occlude from the camera's view? [Options] A) The red Porsche. B) A white SUV. C) A distant building. D) The blue Subaru.",B,A) The red Porsche.,entity,[Single-Choice] Which large vehicle is visible in the background near the roadway? [Options] A) A yellow school bus B) A white semi-trailer truck C) A red fire engine D) A black pickup truck,B,B) A white semi-trailer truck,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: the silver Corvette crosses in front of the distant white SUV/truck at the opening, while the red Porsche remains separately visible later; the response binds the occlusion to the wrong vehicle.",high,no
error-0157,mrgxon0Wf_g_47_0_10_15_000_to_0_10_30_100.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0598.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] From the man's own perspective, the finger-pointing gesture he makes early in the video is directed towards his right.",True,False,entity,[Single-Choice] Who is prominently visible in the foreground? [Options] A) A child wearing a red shirt B) A person in a white lab coat C) A woman with long dark hair D) An elderly woman with gray hair,C,C) A woman with long dark hair,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: the man behind the woman extends the arm on his own right side when pointing downward; judging only the image-side direction leads to the opposite answer.,medium,no
error-0158,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0246.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"B, C, D","A) The drone initially drifts without tracking the operator's movement.
C) The drone adjusts its position laterally to keep the operator in the camera's view.",entity,[Single-Choice] Which object is visible near the bottom foreground of the scene? [Options] A) A bicycle handlebar B) A radio controller C) A camera tripod D) A folding chair,B,<answer>A radio controller,False,action_goal_binding,spatiotemporal_grounding,"20-frame full-duration sheet: the follow-me test includes later speed matching, lateral recentering, and a noticeable loss of altitude; selecting initial drift instead of the matched-speed and altitude behaviors misbinds the observed motion to the test goal.",high,no
error-0159,NmImpLawyDg_4_0_02_41_340_to_0_02_52_717.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0115.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] During the camera's upward pan, what is the apparent change in the position of the blue star-shaped light in the foreground relative to the red and white star-shaped light behind it? [Options] A) The blue light moves from being below the red light to being above it. B) The blue light appears to move further down and to the left relative to the red light. C) The two lights maintain a fixed spatial relationship to each other in the frame. D) The blue light moves from being to the left of the red light to its right.",C,"A) The blue light moves from being below the red light to being above it.
C) The two lights maintain a fixed spatial relationship to each other in the frame.",simple_relation,[Single-Choice] Where is the red teardrop-shaped ornament positioned relative to the red-and-white star decoration? [Options] A) lower left of it B) upper right of it C) upper left of it D) lower right of it,D,D,True,protocol_or_parsing,spatiotemporal_grounding,"20-frame full-duration sheet: the blue and red-white star lights keep a fixed relative arrangement through the upward pan, matching C; the model includes C but also emits incompatible option A for a single-choice item.",high,no
error-0160,l5gnnZXoDK0_18_0_02_11_360_to_0_02_21_400.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0568.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] During the skier's final turn (from 5-8 seconds), the shadow cast by the skier is consistently on their left side.",False,True,action_event,"[Single-Choice] Near the end, what does the person do with both hands? [Options] A) Plants them on their hips B) Stretches them out sideways C) Raises them toward their helmet D) Clasps them behind their back",C,C) Raises them toward their helmet,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: through the final turn the long shadow lies predominantly to the skier's image-right/body-right rather than consistently on the skier's left; the affirmative response reverses the side relation.,high,no
error-0161,ikx-L45Gqmw_66_0_09_18_224_to_0_09_36_842.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0283.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the woman's path of movement from the sidewalk and the sudden appearance of a light source from above and behind her around the 5-second mark, what spatial interaction most likely occurred? [Options] A) She walked under a street lamp that turned on. B) She opened the rear trunk of the vehicle. C) She turned around to face the sunset. D) Another car turned its headlights on her.",B,A) She walked under a street lamp that turned on.,simple_relation,"[Single-Choice] After the woman reaches the parked vehicle, where is its raised hatch relative to her head? [Options] A) Below her chin B) Beside her left shoulder C) Across the street D) Above her head",D,D,True,benchmark_ambiguity,action_goal_binding,"20-frame full-duration sheet: the woman approaches the vehicle and becomes lit orange from above/behind, but the trunk lid and opening action are not directly visible; both a vehicle light/trunk interaction and an overhead lamp remain plausible from the static sequence.",medium,yes
error-0162,hekzmOGY4jo_14_0_01_46_940_to_0_01_59_385.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0591.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.",True,False,simple_relation,[Single-Choice] How are the main bands of breaking white water oriented across the scene? [Options] A) Mostly left-to-right B) Mostly top-to-bottom C) Diagonally upward left-to-right D) Diagonally downward left-to-right,A,A) Mostly left-to-right,True,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: the surfer traverses laterally along the wave face for most of the ride, approximately parallel to the visible shoreline, rather than moving directly shoreward; the response confuses wave-relative and shore-relative motion.",high,no
error-0163,NIZ_SpWGs3M_14_0_03_59_466_to_0_04_11_266.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0414.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] After the button is pressed, which of these components visually transition from an inactive state to an active, illuminated state? (Select all that apply) [Options] A) The central display screen. B) The dials behind the steering wheel. C) The buttons on the steering wheel spokes. D) The ring around the start button itself.","A,B",ABCD,simple_relation,[Single-Choice] Where is the red circular start button relative to the central display screen? [Options] A) Below and to the right B) Above and to the left C) Above and to the right D) Below and to the left,D,D,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: after the start-button press the instrument dials and central infotainment display illuminate, while the steering-wheel spoke buttons and button ring do not show the same inactive-to-active transition; the response overselects C and D.",high,no
error-0164,U_77ItXKYDs_29_0_05_43_933_to_0_05_54_033.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0126.jpg,2,Dynamic Spatial Relationships,Human-Centric,Multiple-Select,"[Multiple-Select] At the end of the video, the woman brings both hands down to adjust the bottom of the shirt. Which of the following spatial relationships change during this specific action? (Select all that apply) [Options] A) The distance between her right hand and her left hand. B) The distance between her left hand and the red mug. C) The orientation of the paintbrush relative to the table surface. D) The position of the green foam sheet relative to the table.","A,B,C",A) The distance between her right hand and her left hand.,simple_relation,"[Single-Choice] Relative to the green foam sheet, where is the red mug located? [Options] A) To its left B) To its right C) Directly above it D) Under it",A,B) To its right,False,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: during the final shirt adjustment both hands move together, the left hand changes distance to the red mug, and the held brush changes orientation relative to the tabletop; selecting only A omits the latter two changes.",high,no
error-0165,owFY8o68sDk_32_0_05_29_666_to_0_05_39_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0596.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] Throughout the video, the hand holding the receiver assembly remains on the left side of the visual frame from the camera's perspective.",True,False,entity,[Single-Choice] Which object is visible near the person at the beginning of the scene? [Options] A) A laptop computer B) A handheld radio controller C) A soldering iron D) A pair of pliers,B,B) A handheld radio controller,True,perspective_reference_frame,spatiotemporal_grounding,20-frame full-duration sheet: the hand supporting the receiver assembly remains on the left half of the camera frame throughout the runway sequence even as the assembly shifts toward center; the negative response loses the camera-frame reference.,medium,no
error-0166,Uz_Fmus7BgA_10_0_03_43_189_to_0_03_53_466.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0041.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] After the surfer is completely occluded by the whitewater at the end of the ride, they have ended up in front of the breaking part of the wave.",False,True,simple_relation,"[Single-Choice] While the surfer rides near the foamy spray, where is the dark, unbroken wave face relative to the surfer? [Options] A) To the viewer's left B) To the viewer's right C) Directly above D) Directly below",A,D) Directly below,False,spatiotemporal_grounding,perspective_reference_frame,"20-frame full-duration sheet: the surfer rides inside/behind the breaking lip and is finally swallowed by whitewater, not deposited visibly in front of the breaking section; the response infers an unsupported post-occlusion position.",high,no
error-0167,ecgPZ4yevss_16_0_05_24_857_to_0_05_37_637.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0316.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on the camera's final position and direction of movement, if it continued to pan forward along the kayak's centerline, what would be the next major feature to come into view? [Options] A) The gray seat. B) The very front tip (bow) of the kayak. C) The teal storage box. D) The side carrying handle.",B,A) The gray seat.,entity,[Single-Choice] Which item is visible on the deck near the open cockpit? [Options] A) A black paddle blade B) A red life jacket C) A white helmet D) A yellow dry bag,A,B) A red life jacket,False,physical_prediction_counterfactual,spatiotemporal_grounding,"20-frame full-duration sheet: the camera progresses from the rear cooler and seat toward the open forward hull; continuing along the kayak centerline would next reveal the bow, whereas the grey seat has already been passed.",high,no
error-0168,TD27Rs6mTes_1_0_00_06_519_to_0_00_16_920.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0534.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] If the woman in the black dress were to turn 180 degrees, what would be directly in her line of sight? [Options] A) The man carrying a basket on his shoulder. B) A stone fountain. C) The large arched doorway. D) The woman with her back to the camera.",C,A,simple_relation,[Single-Choice] Where in the image is the green double door relative to the woman in the black dress? [Options] A) To her right B) To her left C) Directly above her D) Directly below her,A,B) To her left,False,perspective_reference_frame,action_goal_binding,"20-frame full-duration sheet: the black-dressed woman faces away from the large arched doorway, so a 180-degree turn would align her view with that doorway rather than with the basket-carrying man.",high,no
error-0169,JCDFMUawpsY_31_0_13_29_141_to_0_13_57_836.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0334.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Just before entering the paved area, the rider passes a yellow 'CAUTION' sign on their right. If the rider had instead turned sharply right immediately after this sign, what would they have ridden onto? [Options] A) A set of metal crowd-control barriers. B) A gravel road leading up a hill. C) A raised wooden deck next to a building. D) Another dirt bike path.",D,A) A set of metal crowd-control barriers.,action_event,[Single-Choice] Which event happens before the rider rides beside the wooden building? [Options] A) The rider extends an arm sideways. B) The rider stops beside pedestrians. C) The rider descends a dirt slope. D) The rider turns back uphill.,C,C) The rider descends a dirt slope.,True,benchmark_ambiguity,physical_prediction_counterfactual,"20-frame full-duration sheet: immediately after the yellow CAUTION sign, the rider's right side opens onto the paved/barrier area; a distinct dirt path corresponding to keyed D is not identifiable in the sampled frames, so the counterfactual target is not securely keyed.",low,yes
error-0170,PR7PqA5EisY_16_0_02_27_547_to_0_03_22_068.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0416.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,"[True/False] When the car drives away from the camera down the road between 0:29 and 0:34, its pop-up headlights are retracted into the hood.",True,False,action_event,[Single-Choice] What happens before the car is viewed broadside while moving? [Options] A) The hood is lifted open. B) Both doors are opened. C) A wheel is removed. D) A raised front lamp is lit.,D,D) A raised front lamp is lit.,True,perception_recognition,spatiotemporal_grounding,20-frame full-duration sheet: the 29-34 second side/rear views show the headlight doors flush with the hood while the car drives away; the response misses the retracted state visible in that interval.,medium,no
error-0171,TVPLbXI1fR8_10_0_02_28_982_to_0_03_03_182.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0247.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] To open the transom door, what is the correct sequence of spatial operations performed on the latch and door? [Options] A) The handle is pushed up, then the door is pulled outward. B) The handle is rotated clockwise, then the door is pushed outward. C) The handle is pulled downward, then the door is pushed inward. D) The door is pushed inward first, which releases the handle.",A,B,entity,[Single-Choice] Which human body part is visibly present near the boat hardware? [Options] A) A hand B) A foot C) A knee D) A head,A,A) A hand,True,action_goal_binding,spatiotemporal_grounding,20-frame full-duration sheet: the latch handle is lifted upward before the transom door is pulled outward; choosing clockwise rotation and outward push reverses both observed operations.,high,no
error-0172,qRtxlEZpev0_31_0_07_11_699_to_0_07_26_366.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0454.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,[Multiple-Select] Which physical states describe the single blue band while it is being manipulated by the hook? (Select all that apply) [Options] A) Under tension. B) Rigid. C) Twisted. D) Compressed.,"A, C",A) Under tension.,action_event,"[Single-Choice] While the person works with the yellow hook, what is the other hand doing? [Options] A) Cutting bands with scissors B) Holding the clear loom steady C) Pouring beads onto the loom D) Writing labels on the loom",B,B) Holding the clear loom steady,True,perception_recognition,spatiotemporal_grounding,20-frame full-duration sheet: the blue band is visibly stretched under tension and crosses/twists around the hook during manipulation; selecting only tension omits the changing twisted configuration.,high,no
error-0173,jhcqv4tPIRQ_15_0_03_49_400_to_0_04_01_300.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0387.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on its final position, if the bird were to continue climbing straight down the wall, what is the first object it would physically contact? [Options] A) The floor. B) The decorative window on the door. C) The light switch. D) The door frame.",C,B) The decorative window on the door.,entity,[Single-Choice] Which large object is visible directly beside the bird near the wall? [Options] A) A metal ladder B) A leafy plant C) A tan padded cushion D) A cardboard box,C,C) A tan padded cushion,True,physical_prediction_counterfactual,perspective_reference_frame,"20-frame full-duration sheet: from the bird's final vertical position, a straight downward continuation intersects the wall light-switch panel before the lower decorative door window; the response projects onto the wrong horizontal line.",high,no
error-0174,H4AAXWDxHdI_3_0_00_36_002_to_0_00_46_413.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0233.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the person's turn and final orientation at the 6-second mark, which direction are they preparing to walk? [Options] A) Towards the green dumpster. B) Back in the direction they originally came from. C) Down the road towards the low buildings. D) Across the grassy area to their right.",B,D,simple_relation,[Single-Choice] Where is the green dumpster relative to the person in the scene? [Options] A) Behind her on the viewer's left B) In front of her on the viewer's right C) Behind her on the viewer's right D) In front of her on the viewer's left,C,C) Behind her on the viewer's right,True,benchmark_ambiguity,action_goal_binding,"20-frame full-duration sheet: the close selfie framing shows mainly the speaker's face and only brief head turns; the person's full body orientation and the asserted green-dumpster/road/grass alternatives are not jointly visible, so the intended walking direction cannot be resolved reliably.",low,yes
error-0175,v0C5551Yh0k_11_0_01_18_745_to_0_01_31_491.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0255.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,[Single-Choice] What action does the shirtless surfer take that significantly lowers their body's center of gravity relative to the board? [Options] A) They jump off the board. B) They crouch low while remaining on their feet. C) They lie down on their stomach. D) They fall backward into the water.,C,B) They crouch low while remaining on their feet.,entity,[Single-Choice] Which visible feature is directly behind the rider on the water? [Options] A) A sandy beach B) A rocky cliff C) A white breaking wave D) A floating buoy,C,C) A white breaking wave,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: in the relevant opening segment the shirtless surfer transitions from standing to lying prone on the board, not merely to a low crouch; later frames switch to unrelated shark footage, but the queried action is already visible before that switch.",medium,no
error-0176,j8Gic59heRg_65_0_15_52_084_to_0_16_08_233.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0078.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] Between 0:04 and 0:06, the white paper lantern hanging on the left side of the street is temporarily hidden from view by the corner of the ______ building.",brick,white,entity,[Single-Choice] Which object is visible along the street? [Options] A) Railroad crossing gates B) Short metal bollards C) Outdoor water fountains D) Parked delivery trucks,B,B) Short metal bollards,True,perception_recognition,spatiotemporal_grounding,20-frame full-duration sheet: between 0:04 and 0:06 the left paper lantern passes behind the projecting corner of the red-brick storefront; the response names its light-colored trim rather than the occluding building material.,high,no
error-0177,Ud7XHwfD6ls_94_0_12_11_230_to_0_12_21_907.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0547.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] As the camera moves backward, it reveals a main building and a smaller, dark-roofed shed to its left. From a bird's-eye perspective, what is located directly between these two structures? [Options] A) A wooden fence . B) Two children skating in a circle. C) A large snowbank with a trash can on top. D) A black metal fire pit.",A,C) A large snowbank with a trash can on top.,entity,[Single-Choice] Who is visible closest to the camera? [Options] A) A woman wearing sunglasses B) A child holding hockey sticks C) A dog pulling a sled D) A man riding a bicycle,A,A) A woman wearing sunglasses,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: the backward reveal places a wooden fence directly in the gap between the main building and the smaller dark-roofed shed; the snowbank/trash can occupies a different foreground position.,high,no
error-0178,GdCdu6KH5ak_18_0_02_32_960_to_0_02_43_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0147.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,[True/False] The soccer ball passes over the crossbar of the goal only once during the entire visible sequence.,False,True,entity,[Single-Choice] Which actor is visibly present on the field? [Options] A) A cyclist riding a bike B) A swimmer in a pool C) A skier on snow D) A person in a bright yellow shirt,D,D) A person in a bright yellow shirt,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: the ball is visibly airborne above the crossbar region in two separated phases, around 0:04-0:05 and again near 0:08-0:09; the response collapses repeated crossings into one.",medium,no
error-0179,odcmK3Int58_6_0_01_22_282_to_0_01_50_877.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0577.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] From the person's own point of view, when they place the two batteries on the table, the batteries are positioned to the ______ of the mouse.",right,left,action_event,[Single-Choice] What does the person do with the white instruction leaflet near the end? [Options] A) Cuts it apart B) Writes on it C) Unfolds it D) Throws it away,C,C) Unfolds it,True,perspective_reference_frame,perception_recognition,"20-frame full-duration sheet: in the person's working orientation, the two batteries are set on the tabletop to the person's right of the mouse; the response substitutes the opposite side.",high,no
error-0180,XrwHnGrObHA_29_0_06_33_460_to_0_06_50_176.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0364.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] At 0:03, a fish is swimming from the upper right towards the lower left. Given its trajectory at that moment, if it had continued in a perfectly straight line, where would it have most likely exited the frame? [Options] A) The bottom edge of the frame. B) The left edge of the frame. C) The top edge of the frame. D) It would have remained in the center.",A,B,action_event,[Single-Choice] Which event occurs before the fish becomes clearly visible in the water? [Options] A) The fish passes close to the lower edge. B) Two fish overlap near the center. C) Only water and a dark diagonal reflection are visible. D) The fish touches the left border.,C,C,True,physical_prediction_counterfactual,spatiotemporal_grounding,"20-frame full-duration sheet: the fish's upper-right to lower-left velocity has a steeper downward than leftward component, so straight extrapolation reaches the bottom edge first; the response projects it to the left edge.",high,no
error-0181,Ul4Hy1EfPNQ_41_0_07_41_628_to_0_07_54_607.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0342.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the girl had pushed off with her feet with the same force but without first turning the handlebars, what would have been the tricycle's most likely initial path? [Options] A) It would have moved directly toward the camera. B) It would have moved backward away from the camera. C) It would have moved to the left, as it did in the video. D) It would have spun in a circle without moving forward.",C,B) It would have moved backward away from the camera.,simple_relation,[Single-Choice] Where is the tricycle's front wheel relative to its red rear basket? [Options] A) To the left of the basket B) To the right of the basket C) Directly above the basket D) Directly below the basket,B,D) Directly below the basket,False,benchmark_ambiguity,physical_prediction_counterfactual,20-frame full-duration sheet: the tricycle's initial wheel orientation and the causal contribution of the handlebar turn are not resolved well enough to support the keyed claim that removing the turn preserves the same leftward path; multiple initial trajectories remain plausible.,medium,yes
error-0182,WrTTfmkKQsM_46_0_08_03_524_to_0_08_15_119.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0511.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] As the motorcycle accelerates through the intersection, what is the final position of the red car relative to the motorcycle's camera? [Options] A) Directly in front of the motorcycle. B) To the right and behind the motorcycle. C) To the left and behind the motorcycle. D) It is no longer visible.",A,D) It is no longer visible.,action_event,[Single-Choice] Which event happens before the red car enters the intersection? [Options] A) It parks along the right curb. B) It reverses toward the motorcycle. C) It drives ahead of the motorcycle. D) It turns into a driveway.,C,A) It parks along the right curb.,False,perception_recognition,perspective_reference_frame,"20-frame full-duration sheet: the red car remains visible ahead of the motorcycle through the final intersection frames, roughly centered in the forward view; the response incorrectly declares it absent.",high,no
error-0183,XfovVgI3gsY_18_0_03_29_719_to_0_03_49_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0573.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Multiple-Select,"[Multiple-Select] The camera pans right, changing the view. Which statements correctly describe the motion from the camera's (egocentric) and the world's (allocentric) reference frames? (Select all that apply)
[Options]
A) Egocentrically, the city skyline appears to move from right to left across the frame.
B) Allocentrically, the boat is moving and the city is stationary.
C) Egocentrically, the flagpole moves from the right side of the frame to the left side.
D) Allocentrically, the city is moving from left to right.","A, B, C","B) Allocentrically, the boat is moving and the city is stationary.",action_event,"[Single-Choice] Near the beginning of the clip, what is the flag doing? [Options] A) Being lowered on the pole B) Being folded by someone C) Waving in the wind D) Sinking into the water",C,C) Waving in the wind,True,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: during the rightward pan the skyline and foreground flagpole sweep right-to-left egocentrically, while allocentrically the boat moves and city stays fixed; selecting only B omits A and C.",high,no
error-0184,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0566.jpg,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,right,simple_relation,"[Single-Choice] In the final setup, where are the small loose coin stacks relative to the main group of white tubes? [Options] A) To the left B) In front C) To the right D) Behind",C,D) Behind,False,benchmark_ambiguity,perspective_reference_frame,20-frame full-duration sheet: the four clear-tube stacks are visibly to the right of the white-tube group; keyed 'before' is not a grammatical spatial relation for this sentence and conflicts with the visible arrangement.,high,yes
error-0185,sSy9TvBC92o_15_0_01_39_519_to_0_01_58_920.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0452.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] The snake actively deforms its body to grip the man's arm. Which of the following spatial configurations are created by this deformation? (Select all that apply) [Options] A) Multiple circular coils wrapped around the forearm. B) A single loop running lengthwise along the other coils. C) A complex, overlapping mass where the body crosses over itself multiple times. D) A straight, rigid line along the top of the man's arm.","A,B,C",A) Multiple circular coils wrapped around the forearm.,simple_relation,"[Single-Choice] How is the man's raised forearm oriented near his chest? [Options] A) Upright, with the hand above the elbow B) Horizontal, with the hand level with the elbow C) Downward, with the hand below the elbow D) Straight outward, pointing toward the camera",A,"A) Upright, with the hand above the elbow",True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: the snake forms several circular forearm coils, a lengthwise loop, and multiple self-crossings; selecting only A omits the visible B and C configurations.",high,no
error-0186,HlPI1M9yYgM_27_0_04_48_766_to_0_05_05_233.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0122.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] As the camera pans from looking at the passenger seat toward the dashboard, which object appears to move from the right side of the visual field to the left? [Options] A) The passenger-side door handle. B) The gear shift. C) The rearview mirror. D) The passenger headrest.",C,D) The passenger headrest.,entity,[Single-Choice] Which object is visible between the front seats? [Options] A) A cup holder B) A laptop C) A bicycle helmet D) A coffee mug,A,A,True,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: as the view pans from the passenger seat toward the dashboard, the rearview mirror enters high on the right and shifts leftward relative to the frame; the passenger headrest instead recedes toward the right/out of view.",medium,no
error-0187,srbQrg_NF5E_56_0_09_33_703_to_0_09_45_432.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0069.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,"[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.",A,D,entity,[Single-Choice] Which object is visible along the roadside in the foreground? [Options] A) Red traffic cones B) Wooden picnic tables C) Metal streetlights D) White concrete barriers,D,D,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: around 0:08-0:10 the bare foreground branches cross the prominent high mountain peak near the center-left, not the far-right pine group; the response tracks the wrong background feature.",high,no
error-0188,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0421.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,B) It goes from mostly closed to wide open.,simple_relation,"[Single-Choice] When the man holds the fish sideways in front of him, where is the fish's head relative to its tail? [Options] A) To the left of the tail B) Above the tail C) Below the tail D) To the right of the tail",D,A) To the left of the tail,False,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: from its first horizontal display through the final frames, the fish's mouth is already and remains wide open; the response invents an initial closed state.",high,no
