audit_item_id,proposal_no,question_text_cn,primary_capability,intent_required,reference_transform,prediction_or_counterfactual,temporal_integration,occlusion_tracking,deformation_tracking,human_involved,reasoning_level,question_format,needs_full_video,confidence,author_notes,review_status,excluded_from_coverage
audit-0094,3,经过斑马线发生在明显转向之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0095,1,镜头先经过水果店还是服装店？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0095,2,服装店陈列架相对通道位于哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0095,3,前进过程中迎面行人与相机距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0096,1,红色汽车绕场时是否与另一辆红车交会？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0096,2,两辆车之间的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0096,3,主要红车先从侧面经过还是先正面靠近相机？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0097,1,男子沿走廊行进时是否改变朝向？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0097,2,他与墙上历史照片的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0097,3,他先经过照片墙还是先到达洗手间门口？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0098,1,冲浪者跌入浪花后是否再次露出水面？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0098,2,冲浪板与人分离后朝向如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0098,3,冲浪板竖起发生在冲浪者落水之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0099,1,红色轿车靠近相机后从哪一侧经过？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0099,2,车辆转弯时车头朝向如何变化？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0099,3,车辆最接近相机发生在完成转弯之前还是之后？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0100,1,白车经过住宅时从车内视角向哪侧移动？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0100,2,白车与路边树木的遮挡关系如何变化？,occlusion_permanence,0,0,0,1,1,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0100,3,白车先出现在画面右侧还是左侧？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0101,1,鱼在水面附近出现后是否被举到船边？,action_event,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0101,2,鱼从水中到手中的顺序是什么？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0101,3,鱼被举起时相对船边位于哪一侧？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0102,1,两辆摩托车起步后哪一辆先明显领先？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0102,2,烟雾出现发生在正式加速之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0102,3,骑手们沿赛道朝哪个方向驶离？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0103,1,鱼线受力方向相对船体如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0103,2,鱼竿弯曲程度随时间如何变化？,deformation_state,0,0,0,1,0,1,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0103,3,鱼竿先保持平直还是先出现弯曲？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0104,1,镜头先展示座椅材质还是先展示驾驶控制区？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0104,2,橙色饰条位于座椅的哪个边缘？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0104,3,男子的手主要指向方向盘左侧的哪些控制区域？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0105,1,橙衣男子是否在持续处理手中物品？,action_event,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0105,2,他低头操作与抬头观察的顺序如何交替？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0105,3,手中物品相对栏杆位于哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0106,1,女子先握住小鱼还是先让另一只手接近鱼钩？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0106,2,鱼从女子手中到另一人手中的位置如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0106,3,处理后鱼钩是否与鱼分离？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0107,1,遥控直升机是先升空还是先从灌木后出现？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0107,2,直升机相对地面的高度如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0107,3,直升机最终是否平稳落到草地？,action_event,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0108,1,黑衣男子手指向岩石的哪个部位？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0108,2,他转身指示发生在穿过人群之前还是之后？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0108,3,指示时岩石相对男子位于哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0109,1,展示者主要指向包装盒的哪个区域？,orientation_facing,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0109,2,盒面圆形图案相对产品名称位于哪里？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0109,3,镜头是否始终保持包装盒完整可见？,occlusion_permanence,0,0,0,1,1,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0110,1,三只狗在沙地上的前后位置如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0110,2,白狗与黑狗哪一只先接近相机？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0110,3,狗群是否在奔跑中改变整体方向？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0111,1,航拍镜头从空地向居民区靠近时距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0111,2,居民区位于草地的哪个方向？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0111,3,教堂尖顶是在房屋群之前还是之后变得清晰？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0112,1,海鸟靠近船时与相机的距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0112,2,哪只海鸟先飞到画面近处？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,1,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,still_uncertain,0
audit-0112,3,海鸟掠过船侧时朝哪个方向飞行？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0113,1,移动镜头中车辆与马匹区域的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0113,2,车列与马匹围场分别位于画面的哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0113,3,镜头先经过拖车还是先展示远处马匹？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0114,1,小船通过桥下时桥面从相机上方如何移动？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0114,2,船与桥墩之间的距离如何变化？,dynamic_relation,0,0,0,1,0,0,1,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0114,3,船尾出现在画面前还是后完全离开桥下？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0115,1,男子先展示车身外壳还是先展示开孔细节？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0115,2,开孔位于车身部件的哪个区域？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0115,3,车身部件是否呈现未完成或拆卸状态？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0116,1,白色汽车绕停车场时与相机距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0116,2,汽车经过近处后车头朝向如何改变？,orientation_facing,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0116,3,汽车先接近装卸区还是先从远处横向驶过？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0117,1,车辆从支路汇入主路前是否等待横向车流？,action_goal,1,0,0,1,0,0,1,high,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0117,2,从驾驶者视角看汇入方向位于哪一侧？,reference_frame,0,1,0,1,0,0,1,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0117,3,横向车辆通过与本车起步的先后顺序是什么？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0118,1,房车侧面的入口门位于车身哪一端？,static_relation,0,0,0,0,0,0,0,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0118,2,镜头沿车身移动时不同窗户的出现顺序是什么？,temporal_order,0,0,0,1,0,0,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0118,3,房车侧面的伸出结构是否处于展开状态？,deformation_state,0,0,0,1,0,1,0,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0119,1,摩托车与前方红车的距离如何变化？,dynamic_relation,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0119,2,通过路口时红车选择了哪个行进方向？,action_event,0,0,0,1,0,0,0,intermediate,short_answer,0,medium,20帧可见相关实体，但连续轨迹或动作结果需完整视频确认。,confirmed,0
audit-0119,3,从骑手视角看转向车道位于哪一侧？,reference_frame,0,1,0,1,0,0,0,high,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0120,1,开箱后鼠标配件按什么顺序被取出？,temporal_order,0,0,0,1,0,0,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0120,2,包装从封闭到展开经历了什么状态变化？,deformation_state,0,0,0,1,0,1,1,intermediate,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
audit-0120,3,说明书相对鼠标和电池放在桌面的哪一侧？,static_relation,0,0,0,0,0,0,1,low,short_answer,0,high,20帧全时段接触表可支持该具体题意。,not_reviewed_64frame,0
