blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0373,partial,audit-0068-g01,0.72,生成题 audit-0068-g01 询问：“[Single-Choice] What spatial action does the employee perform to place the large cookie cake into the display case? [Options] A) She lifts the front glass panel and places the cake inside. B) She opens a sliding door at the back and puts the cake in. C) She slides the cake through an opening between the bottom tray and the front glass. D) She places the cake on a rotating stand that moves into the case.”；参考题询问：“绿色甜点相对玻璃柜台位于哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0374,direct,audit-0068-g03,0.90,"生成题 audit-0068-g03 询问：“[True/False] From the video's initial wide-shot perspective, the 'Mrs. Fields' kiosk is to the right of the large Christmas tree.”；参考题询问：“镜头先展示圣诞树还是蛋糕柜台？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0375,absent,audit-0068-g01,0.88,生成题 audit-0068-g01 询问：“[Single-Choice] What spatial action does the employee perform to place the large cookie cake into the display case? [Options] A) She lifts the front glass panel and places the cake inside. B) She opens a sliding door at the back and puts the cake in. C) She slides the cake through an opening between the bottom tray and the front glass. D) She places the cake on a rotating stand that moves into the case.”；参考题询问：“绿色蛋糕上主要装饰着什么形状？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0376,partial,audit-0068-g01,0.72,生成题 audit-0068-g01 询问：“[Single-Choice] What spatial action does the employee perform to place the large cookie cake into the display case? [Options] A) She lifts the front glass panel and places the cake inside. B) She opens a sliding door at the back and puts the cake in. C) She slides the cake through an opening between the bottom tray and the front glass. D) She places the cake on a rotating stand that moves into the case.”；参考题询问：“店员把蛋糕移向展示柜前方了吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0377,partial,audit-0069-g01,0.72,生成题 audit-0069-g01 询问：“[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.”；参考题询问：“山谷在道路弯曲过程中位于车辆哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0378,absent,audit-0069-g01,0.88,生成题 audit-0069-g01 询问：“[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.”；参考题询问：“镜头沿山路移动时近处护栏如何掠过画面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0379,absent,audit-0069-g01,0.88,生成题 audit-0069-g01 询问：“[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.”；参考题询问：“路牌先出现还是大片针叶树先出现？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0380,partial,audit-0069-g01,0.72,生成题 audit-0069-g01 询问：“[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.”；参考题询问：“镜头平移时山谷先出现在画面哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0381,partial,audit-0069-g01,0.72,生成题 audit-0069-g01 询问：“[True/False] The winding road seen across the valley at 00:04 is at a higher elevation than the road the camera is traveling on.”；参考题询问：“道路位于陡坡上方还是下方？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0382,partial,audit-0069-g02,0.72,"生成题 audit-0069-g02 询问：“[Single-Choice] Between 00:08 and 00:10, the branches of the bare tree in the foreground pass in front of and briefly hide which feature? [Options] A) The highest mountain peak in the distance. B) A section of the road deep in the valley. C) A cluster of houses on the opposite hillside. D) The group of pine trees on the far right.”；参考题询问：“树木经过前景时是否短暂遮挡山谷？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0383,partial,audit-0070-g01,0.72,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭在发射架上是否逐渐抬升到倾斜位置？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0384,direct,audit-0070-g01,0.90,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭尖端相对地面的高度如何变化？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0385,absent,audit-0070-g01,0.88,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭主体抬起发生在支撑结构可见之前还是之后？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0386,partial,audit-0070-g01,0.72,生成题 audit-0070-g01 询问：“[Single-Choice] What is the primary state transition of the rocket shown in the video? [Options] A) From a stationary state to a state of upward acceleration. B) From a horizontal orientation to a vertical orientation. C) From a disassembled state to an assembled state. D) From being attached to a train to being attached to a launch tower.”；参考题询问：“火箭在片段中是否发生真实位移？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0387,partial,audit-0070-g02,0.72,"生成题 audit-0070-g02 询问：“[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.”；参考题询问：“火箭尖端相对发射架位于什么方向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0388,absent,audit-0070-g02,0.88,"生成题 audit-0070-g02 询问：“[True/False] During the lift, the large green erector arm moves from being positioned underneath the rocket to temporarily occluding the rocket's side boosters from the camera's point of view.”；参考题询问：“镜头从箭体下方向尖端移动吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0389,direct,audit-0071-g02,0.90,"生成题 audit-0071-g02 询问：“[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.”；参考题询问：“按下启动按钮后仪表盘显示如何变化？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0390,direct,audit-0071-g02,0.90,"生成题 audit-0071-g02 询问：“[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.”；参考题询问：“中控屏与仪表盘哪一个先亮起？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0391,absent,audit-0071-g01,0.88,生成题 audit-0071-g01 询问：“[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.”；参考题询问：“方向盘相对中控屏位于驾驶者哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0392,direct,audit-0071-g01,0.90,生成题 audit-0071-g01 询问：“[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.”；参考题询问：“按下启动键后仪表盘发生什么状态变化？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0393,direct,audit-0071-g02,0.90,"生成题 audit-0071-g02 询问：“[Single-Choice] Immediately after the person's finger presses the 'POWER' button, where do new, bright graphics first appear? [Options] A) Only on the screen directly behind the steering wheel. B) On the analog clock to the right of the center screen. C) On both the screen behind the steering wheel and the central screen simultaneously. D) Only on the central screen.”；参考题询问：“启动动画先出现在左侧仪表还是中控屏？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0394,direct,audit-0071-g01,0.90,生成题 audit-0071-g01 询问：“[Fill-in-the-Blank] The primary visual event in the video is the state transition of the two large screens from an off state to an ______ state.”；参考题询问：“操作者按键的直接目标是什么？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0395,partial,audit-0072-g01,0.72,生成题 audit-0072-g01 询问：“[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.”；参考题询问：“黄衣男子坐下滑行后是否翻滚？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0396,partial,audit-0072-g01,0.72,生成题 audit-0072-g01 询问：“[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.”；参考题询问：“他开始滑落发生在下蹲之前还是之后？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0397,absent,audit-0072-g01,0.88,生成题 audit-0072-g01 询问：“[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.”；参考题询问：“黄衣人在雪坡上先蹲下还是先翻滚？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0398,absent,audit-0072-g02,0.88,"生成题 audit-0072-g02 询问：“[Single-Choice] As the camera pans to follow the person sliding downhill, how does the most prominent snow-covered mountain peak in the background appear to move relative to the camera's frame? [Options] A) It moves from the right side of the frame towards the left. B) It moves from the left side of the frame towards the right. C) It remains fixed in the center of the frame. D) It moves from the top of the frame towards the bottom.”；参考题询问：“翻滚后他相对相机向哪个方向移动？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0399,absent,audit-0072-g01,0.88,生成题 audit-0072-g01 询问：“[Single-Choice] The person in the yellow jacket makes two attempts to move down the hill. What is the spatial difference between their initial attempt and their successful sliding method? [Options] A) They started by lying on their back and ended up sitting. B) They started with a forward roll and ended up sliding while sitting. C) They started sliding on their stomach and rolled onto their back. D) They started by trying to slide standing up and then sat down.”；参考题询问：“他在翻滚结束后是否恢复站立？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0400,absent,audit-0073-g01,0.88,"生成题 audit-0073-g01 询问：“[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.”；参考题询问：“冲浪者在小浪上是否完成多次转向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0401,absent,audit-0073-g01,0.88,"生成题 audit-0073-g01 询问：“[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.”；参考题询问：“板头朝向在转弯过程中如何改变？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0402,absent,audit-0073-g01,0.88,"生成题 audit-0073-g01 询问：“[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.”；参考题询问：“冲浪者在浪上是否多次改变朝向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0403,partial,audit-0073-g01,0.72,"生成题 audit-0073-g01 询问：“[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.”；参考题询问：“冲浪板相对浪峰的位置如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0404,absent,audit-0073-g01,0.88,"生成题 audit-0073-g01 询问：“[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.”；参考题询问：“冲浪者抬起前脚的直接目标是保持平衡吗？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0405,absent,audit-0074-g02,0.88,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“蓝色汽车相对拍摄车辆的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0406,partial,audit-0074-g02,0.72,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“进入弯道后蓝车车头朝向哪一侧？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0407,absent,audit-0074-g02,0.88,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“蓝车先远离还是先再次靠近拍摄车辆？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0408,absent,audit-0074-g02,0.88,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“蓝车在弯道中是否始终朝向相机？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0409,direct,audit-0074-g02,0.90,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“蓝车相对车道边线如何移动？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0410,partial,audit-0074-g02,0.72,"生成题 audit-0074-g02 询问：“[True/False] As the car enters the left turn between the 0:08 and 0:10 second marks, its right-side tires cross over the solid white line on the track's right edge.”；参考题询问：“若维持当前轨迹车辆会接近弯道内侧吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0411,absent,audit-0075-g01,0.88,"生成题 audit-0075-g01 询问：“[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.”；参考题询问：“灰色越野车的备胎位于车身什么位置？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0412,partial,audit-0075-g01,0.72,"生成题 audit-0075-g01 询问：“[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.”；参考题询问：“镜头绕车移动时车身朝向如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0413,absent,audit-0075-g01,0.88,"生成题 audit-0075-g01 询问：“[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.”；参考题询问：“车门数量在侧面镜头中可见为多少？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0414,partial,audit-0075-g04,0.72,"生成题 audit-0075-g04 询问：“[True/False] The front grille of the camouflage Humvee, visible at the start of the video, is completely occluded by the gray Humvee by the time the camera stops moving.”；参考题询问：“镜头是否从悍马车头移动到车尾？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0415,absent,audit-0075-g01,0.88,"生成题 audit-0075-g01 询问：“[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.”；参考题询问：“车辆后部是否装有外置备胎？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0416,absent,audit-0075-g01,0.88,"生成题 audit-0075-g01 询问：“[Fill-in-the-Blank] If the camera were to continue its circular path around the rear of the gray Humvee, the entrance to the ______ would become the main focus in the background.”；参考题询问：“后车门相对尾灯位于哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0417,absent,audit-0076-g01,0.88,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“男子先展示绳端还是先演示船上固定点？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0418,partial,audit-0076-g01,0.72,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“绳索穿过固定装置后形状如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0419,absent,audit-0076-g01,0.88,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“固定点相对男子位于哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0420,absent,audit-0076-g01,0.88,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“男子先演示绳结还是先在船上讲解？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0421,partial,audit-0076-g01,0.72,"生成题 audit-0076-g01 询问：“[Multiple-Select] In the second scene, the person wraps the rope around the silver winch. What is the spatial and mechanical purpose of this preparatory action? (Select all that apply) [Options] A) To use the friction between the rope and the winch drum to hold tension. B) To engage the rope with a rotating mechanism that provides a mechanical advantage. C) To guide the rope in a straight line toward the front of the boat. D) To prepare to tie a knot, securing the rope to the winch.”；参考题询问：“绳索在手中形成了什么结构？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0422,direct,audit-0076-g02,0.90,"生成题 audit-0076-g02 询问：“[True/False] From the perspective of the person in the first scene, the yellow rope moves towards their chest. From the perspective of the boat itself, the primary effect of this action is to move the attached horizontal pole sideways.”；参考题询问：“男子拉动绳索的直接目标是什么？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0423,direct,audit-0077-g01,0.90,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“男子踩踏后车尾踏板是否展开？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0424,partial,audit-0077-g01,0.72,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“踏板展开发生在他触碰后门之前还是之后？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0425,absent,audit-0077-g01,0.88,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“展开后的踏板位于保险杠上方还是下方？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0426,absent,audit-0077-g01,0.88,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“男子按压后车门区域后车门是否打开？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0427,absent,audit-0077-g01,0.88,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“男子先指向门把手还是车牌上方？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0428,direct,audit-0077-g01,0.90,生成题 audit-0077-g01 询问：“[True/False] The rear step mechanism operates by folding upwards to sit flush against the van's rear doors when not in use.”；参考题询问：“讲解手势的直接目标是展示哪个车尾部件？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0429,absent,audit-0078-g01,0.88,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“冲浪者在浪管内是否短暂被浪壁遮住？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0430,partial,audit-0078-g01,0.72,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“冲浪者从浪壁高处向下转向的轨迹如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0431,absent,audit-0078-g01,0.88,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“冲浪者是否进入浪管后再出来？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0432,partial,audit-0078-g01,0.72,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“冲浪者在浪壁上的高度如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0433,direct,audit-0078-g01,0.90,"生成题 audit-0078-g01 询问：“[Fill-in-the-Blank] At the 25-second mark, the surfer initiates a turn. Based on her body orientation and the angle of the surfboard, her immediate new direction of travel will be toward the ______ of the screen.”；参考题询问：“以画面为参照，浪管闭合前冲浪者最后一次明显转向是朝左还是朝右？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0434,partial,audit-0079-g01,0.72,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“打结后两根绳端的相对位置如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0435,partial,audit-0079-g01,0.72,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“最终结位于原有大环的上方还是下方？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0436,absent,audit-0079-g01,0.88,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“绳索在操作后形成了几个环？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0437,absent,audit-0079-g01,0.88,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“右手先穿绳还是先拉紧绳端？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0438,partial,audit-0079-g01,0.72,"生成题 audit-0079-g01 询问：“[True/False] In the final moments of the video, pulling on the two loose ends of the cord causes the knot to tighten and move closer to the larger woven loop it is attached to.”；参考题询问：“制作绳结的直接目标是固定上方绳环吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0439,direct,audit-0080-g01,0.90,生成题 audit-0080-g01 询问：“[Single-Choice] Which statement best describes the state of the fishing rod the person is holding? [Options] A) It remains perfectly straight throughout the entire video. B) It is bent downwards and the degree of this bend fluctuates slightly. C) It is initially straight and then bends downwards. D) It is bent upwards towards the sky.”；参考题询问：“女子收线时鱼竿弯曲程度如何变化？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
judgment-0440,absent,audit-0080-g01,0.88,生成题 audit-0080-g01 询问：“[Single-Choice] Which statement best describes the state of the fishing rod the person is holding? [Options] A) It remains perfectly straight throughout the entire video. B) It is bent downwards and the degree of this bend fluctuates slightly. C) It is initially straight and then bends downwards. D) It is bent upwards towards the sky.”；参考题询问：“她是否始终面向水面操作？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0441,absent,audit-0080-g01,0.88,生成题 audit-0080-g01 询问：“[Single-Choice] Which statement best describes the state of the fishing rod the person is holding? [Options] A) It remains perfectly straight throughout the entire video. B) It is bent downwards and the degree of this bend fluctuates slightly. C) It is initially straight and then bends downwards. D) It is bent upwards towards the sky.”；参考题询问：“片段结束前鱼是否被拉出水面？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0442,direct,audit-0080-g01,0.90,生成题 audit-0080-g01 询问：“[Single-Choice] Which statement best describes the state of the fishing rod the person is holding? [Options] A) It remains perfectly straight throughout the entire video. B) It is bent downwards and the degree of this bend fluctuates slightly. C) It is initially straight and then bends downwards. D) It is bent upwards towards the sky.”；参考题询问：“女子收线时鱼竿弯曲程度如何变化？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。
