scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0559,supporting_operation,C6_reference_frame,C3_action_intent,medium,判断穿门时身体朝向与门洞方向是否一致
scope-0560,directly_in_scope,C2_dynamic_spatial,,high,询问车辆转弯时车头朝向变化
scope-0561,directly_in_scope,C6_reference_frame,,high,明确从骑手视角判断路边邮箱方位
scope-0562,outside_scope,NONE,,high,核心是对共同处理鸟的人数进行统计
scope-0563,supporting_operation,C5_deformation_state,,medium,比较成品与对照木杆的静态长度状态
scope-0564,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以操作者为参考判断飞行器的运动
scope-0565,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问电池在自行车车架结构中的安装位置
scope-0566,directly_in_scope,C1_occlusion_permanence,,high,询问冲浪者何时被浪花完全遮挡
scope-0567,supporting_operation,C3_action_intent,,medium,询问低头操作与抬头观察两个行动阶段的交替顺序
scope-0568,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问后货架与后轮在车辆结构中的垂直关系
scope-0569,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问海鸟接近船时相对相机的距离变化
scope-0570,supporting_operation,C3_action_intent,C5_deformation_state,medium,询问工具接触肉块与展示肉块的操作顺序
scope-0571,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,需要追踪驶出桥下后桥体是否离开视野
scope-0572,directly_in_scope,C2_dynamic_spatial,,high,询问球在门前运动中的方向变化
scope-0573,directly_in_scope,C5_deformation_state,,high,询问机器操作后金属条由直线变为其他形状
scope-0574,directly_in_scope,C3_action_intent,,high,直接询问男子系绳的目标
scope-0575,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪汽车相对镜头由正面到侧向经过的姿态
scope-0576,supporting_operation,C3_action_intent,,medium,追踪滑雪者落地后是否继续保持平衡
scope-0577,outside_scope,NONE,,high,只比较再次取食与面部反应的一般事件顺序
scope-0578,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头移动路径中经过拖车与看到马匹的顺序
scope-0579,directly_in_scope,C5_deformation_state,,high,询问弯曲后金属条是否保持结构连续
scope-0580,directly_in_scope,C2_dynamic_spatial,,high,询问马在片段中的行进方向是否改变
scope-0581,directly_in_scope,C1_occlusion_permanence,,high,追踪水面由树木部分遮挡到完整可见的变化
scope-0582,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问男子携带设备走向厨房的空间方向
scope-0583,directly_in_scope,C2_dynamic_spatial,,medium,询问沿道路经过牛群与进入直路的路径顺序
scope-0584,supporting_operation,C2_dynamic_spatial,,high,询问住宅相对水面的静态高低关系
scope-0585,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,medium,询问镜头移动时人群在画面中的密度变化
scope-0586,supporting_operation,C2_dynamic_spatial,,medium,询问移动路径中两个招牌出现的顺序
scope-0587,directly_in_scope,C3_action_intent,,medium,询问男子开门行动所作用的具体车门
scope-0588,directly_in_scope,C5_deformation_state,,high,询问肉块在处理过程中是否分裂为更小部分
scope-0589,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问无人机远离变小时是否仍保持画面中央位置
scope-0590,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动时住宅群在画面中的运动方向
scope-0591,directly_in_scope,C3_action_intent,,high,询问男子手指指向的岩石具体部位
scope-0592,outside_scope,NONE,,high,只询问镜头从球员转向旗杆的展示顺序
scope-0593,supporting_operation,C2_dynamic_spatial,,high,询问桌面三件物体的静态相对位置
scope-0594,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动时三脚架相对沙发的位置变化
scope-0595,supporting_operation,C2_dynamic_spatial,,medium,询问移动路径中路牌与树林出现的顺序
scope-0596,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问汽车经过相机附近后车头朝向变化
scope-0597,directly_in_scope,C3_action_intent,,high,询问球员突破后射门行动是否实现得分目标
scope-0598,supporting_operation,C2_dynamic_spatial,,high,询问工具与瓷砖孔洞的静态侧向关系
scope-0599,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问穿绳与拉紧绳端两个结构操作的顺序
scope-0600,directly_in_scope,C2_dynamic_spatial,C5_deformation_state,high,询问接近岩石后人与冲浪板是否发生分离
scope-0601,supporting_operation,C3_action_intent,,medium,询问取下悬挂物与走向室外两个行动阶段的顺序
scope-0602,directly_in_scope,C2_dynamic_spatial,C5_deformation_state,high,询问拆包过程中桌面物品空间排列的变化
scope-0603,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,相对相机追踪无人机远离与靠近的运动顺序
scope-0604,outside_scope,NONE,,high,只比较讨论发动机舱与展示驾驶室的讲解顺序
scope-0605,outside_scope,NONE,,high,只比较镜子与灯具的镜头展示顺序
scope-0606,directly_in_scope,C2_dynamic_spatial,,high,询问狗与栏杆之间距离的变化
scope-0607,outside_scope,NONE,,high,只比较石像与人物的镜头展示顺序
scope-0608,directly_in_scope,C2_dynamic_spatial,,high,询问白车绕障碍物时的行驶轨迹形状
scope-0609,supporting_operation,C2_dynamic_spatial,,high,询问车辆最终是否停在道路上的空间终态
scope-0610,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问男子走近后的手势指示方向
scope-0611,outside_scope,NONE,,high,核心是两类水生动物的出现顺序
scope-0612,directly_in_scope,C1_occlusion_permanence,,high,需要追踪冲浪者跌入浪花遮挡后是否重新出现
scope-0613,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动后哪栋房屋进入画面中央
scope-0614,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问航拍相机靠近居民区时的距离变化
scope-0615,directly_in_scope,C5_deformation_state,,high,询问包装由封闭到展开的状态变化
scope-0616,directly_in_scope,C2_dynamic_spatial,,high,询问飞机经过航站楼时与地面的高度关系
scope-0617,directly_in_scope,C1_occlusion_permanence,C6_reference_frame,high,追踪狗远离变小后是否仍能保持视觉连续性
scope-0618,directly_in_scope,C2_dynamic_spatial,,medium,需要跨镜头判断水面与远岸树木的位置关系是否稳定
scope-0619,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头推进时球员与球洞的距离变化
scope-0620,directly_in_scope,C2_dynamic_spatial,,high,询问白车在空地中的转弯轨迹
scope-0621,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问女子是否完成穿过狭窄石门的运动过程
scope-0622,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动时住宅进入画面中央的时点
scope-0623,directly_in_scope,C3_action_intent,,medium,询问两人查看车辆时选择的空间目标区域
scope-0624,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问折叠机构在后轮组件中的静态位置
scope-0625,directly_in_scope,C2_dynamic_spatial,,high,询问鳐鱼相对岸边的位置变化
scope-0626,supporting_operation,C6_reference_frame,C3_action_intent,medium,追踪男子操作时相对水面的主体朝向
scope-0627,supporting_operation,C2_dynamic_spatial,,medium,询问出口标志与匝道分离两个路径线索的顺序
scope-0628,supporting_operation,C2_dynamic_spatial,,high,询问工具与编织板的静态侧向关系
scope-0629,directly_in_scope,C3_action_intent,,high,直接询问冲浪者下板行动所要避免的结果
scope-0630,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问马接近相机后从哪一侧经过
scope-0631,supporting_operation,C2_dynamic_spatial,,high,询问灯与花瓶的静态侧向关系
scope-0632,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,medium,询问小船通过时桥墩相对相机从哪侧经过
scope-0633,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问冲浪者失去平衡前是否完成转向
scope-0634,supporting_operation,C2_dynamic_spatial,,high,询问手中物品与栏杆的静态侧向关系
scope-0635,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,需要理解人群对涌来海浪作出的后退或伸手反应
scope-0636,directly_in_scope,C2_dynamic_spatial,,high,询问火箭在片段中是否发生真实空间位移
scope-0637,directly_in_scope,C2_dynamic_spatial,,high,询问车辆在出口分岔处选择的行驶轨迹
scope-0638,directly_in_scope,C2_dynamic_spatial,,high,询问直升机相对树篱的高度变化
scope-0639,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问翻滚后人物相对相机的运动方向
scope-0640,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问取出鱼钩后鱼的状态变化
scope-0641,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪游泳者靠近相机时是否持续面向相机
scope-0642,outside_scope,NONE,,high,只比较海岸与男子面部的镜头展示顺序
scope-0643,directly_in_scope,C2_dynamic_spatial,,high,询问马群通过终点前成员距离是否拉开
scope-0644,outside_scope,NONE,,high,只比较圣诞树与蛋糕柜台的镜头展示顺序
scope-0645,outside_scope,NONE,,high,只比较甜点出现与顾客到达的一般事件顺序
scope-0646,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问绕绳与拉紧绳结两个结构操作的顺序
scope-0647,outside_scope,NONE,,high,核心是对大型银色鱼进行数量统计
scope-0648,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问相机转向自拍时地平线在画面中的运动
scope-0649,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问展开踏板与保险杠的结构位置关系
scope-0650,directly_in_scope,C6_reference_frame,,high,以男子身体为参考判断肉块方位
scope-0651,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问白车从画面哪一侧先出现
scope-0652,directly_in_scope,C2_dynamic_spatial,,high,询问大象与步行者的前后关系变化
scope-0653,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,询问板与人分离及浪花遮挡的时间关系
scope-0654,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问启动车床与工具接触木杆的加工顺序
scope-0655,directly_in_scope,C2_dynamic_spatial,,high,需要跨片段追踪冲浪者多次朝向变化
scope-0656,directly_in_scope,C5_deformation_state,,high,询问升降桥桥面是否处于抬起状态
scope-0657,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问车辆最终在画面参考系中的朝向
scope-0658,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以男子身体为参考判断抛绳后绳圈落点
scope-0659,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问无人机何时从湖对岸进入画面
scope-0660,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,从本车视角判断接近停车队列时相对黑车的侧向路径
scope-0661,supporting_operation,C2_dynamic_spatial,,high,询问道路与陡坡的静态上下关系
scope-0662,directly_in_scope,C3_action_intent,,high,询问讲解者反复指向的车辆目标区域
scope-0663,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问骑手与相机之间距离的变化
scope-0664,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头是否沿悍马由车头移动到车尾
scope-0665,directly_in_scope,C5_deformation_state,,high,询问鱼竿末段是否出现明显弯曲状态
scope-0666,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以观察者为参考判断远处树木的相对运动方向
