scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0268,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,对“驾驶者在红灯前是否停在其他车辆后方？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0269,directly_in_scope,C6_reference_frame,,high,对“从驾驶者视角看汇入方向位于哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0270,outside_scope,NONE,,high,对“戴蓝帽的人在戴宽檐帽的人之前还是之后出现？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0271,outside_scope,NONE,,high,对“镜头先展示海岸还是最后出现人物？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0272,directly_in_scope,C2_dynamic_spatial,,high,对“白车相对仓库的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0273,supporting_operation,C3_action_intent,,medium,对“他先触碰车架还是先转动后轮部件？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0274,directly_in_scope,C5_deformation_state,,high,对“后轮组件在操作中发生了什么状态变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0275,supporting_operation,C2_dynamic_spatial,,medium,对“镜头先经过小帐篷还是大型透明帐篷？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0276,directly_in_scope,C3_action_intent,,high,对“展示者主要指向包装盒的哪个区域？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0277,directly_in_scope,C3_action_intent,,high,对“男子从室内取下鸟后将其带到哪里？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0278,supporting_operation,C6_reference_frame,C2_dynamic_spatial,medium,对“女子进入石门时是否侧身通过？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0279,supporting_operation,C3_action_intent,C2_dynamic_spatial,medium,对“蓝队传中后球先到绿队球员还是守门员附近？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0280,supporting_operation,C6_reference_frame,,medium,对“飞行器最终朝场地哪一侧飞离？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0281,supporting_operation,C6_reference_frame,,medium,对“绳索末端最初位于男子哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0282,supporting_operation,C6_reference_frame,,medium,对“通过路口时红车选择了哪个行进方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0283,outside_scope,NONE,,high,对“镜头先展示座椅还是驾驶位控制键？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0284,outside_scope,NONE,,high,对“草地位于村庄前方吗？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0285,outside_scope,NONE,,high,对“道路两侧主要分布着什么？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0286,supporting_operation,C2_dynamic_spatial,,medium,对“镜头沿车身移动时不同窗户的出现顺序是什么？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0287,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“镜头环绕后摩托车的左右朝向如何变化？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0288,directly_in_scope,C3_action_intent,,high,对“女子反复转动渔轮的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0289,directly_in_scope,C1_occlusion_permanence,,high,对“冲浪者在浪管内是否短暂被浪壁遮住？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0290,outside_scope,NONE,,high,对“钓鱼者先拿着浮漂还是先展示鱼？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0291,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“以画面为参照，浪管闭合前冲浪者最后一次明显转向是朝左还是朝右？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0292,outside_scope,NONE,,high,对“镜头先扫过海边果岭还是先出现自拍者？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0293,outside_scope,NONE,,high,对“镜头先呈现山体还是近处房屋？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0294,outside_scope,NONE,,high,对“牛群主要位于道路的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0295,directly_in_scope,C5_deformation_state,,high,对“中控屏与仪表盘哪一个先亮起？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0296,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,对“浪花完全遮住冲浪者发生在其转向之前还是之后？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0297,supporting_operation,C2_dynamic_spatial,,medium,对“小船先进入桥下还是先经过桥墩？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0298,directly_in_scope,C3_action_intent,,high,对“两人操作鱼钩的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0299,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“小船通过桥下时桥面从相机上方如何移动？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0300,supporting_operation,C2_dynamic_spatial,,medium,对“狗先沿栈道远离相机还是先转向栏杆？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0301,supporting_operation,C3_action_intent,C2_dynamic_spatial,medium,对“车辆沿弯路行驶时驾驶员何时明显转动方向盘？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0302,directly_in_scope,C5_deformation_state,C3_action_intent,high,对“手指接触灯顶后灯光状态是否改变？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需绑定动作与空间目标或结果。
scope-0303,outside_scope,NONE,,high,对“男子先演示绳结还是先在船上讲解？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0304,directly_in_scope,C2_dynamic_spatial,,high,对“鞋子在其双臂中的相对位置是否保持稳定？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0305,directly_in_scope,C2_dynamic_spatial,,high,对“海鸟靠近船时与相机的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0306,directly_in_scope,C3_action_intent,,high,对“男子操作轮毂的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0307,directly_in_scope,C1_occlusion_permanence,,high,对“镜头是否始终保持包装盒完整可见？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0308,outside_scope,NONE,,high,对“镜头先展示空海滩还是先展示男子面部？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0309,directly_in_scope,C5_deformation_state,,high,对“浪破碎后冲浪者是否继续保持站立？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0310,supporting_operation,C6_reference_frame,,medium,对“海鸟掠过船侧时朝哪个方向飞行？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0311,directly_in_scope,C2_dynamic_spatial,,high,对“车辆下坡进入停车区后是否改变行驶方向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0312,directly_in_scope,C5_deformation_state,,high,对“绳索穿过固定装置后形状如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0313,directly_in_scope,C5_deformation_state,,high,对“绳索在操作后是否形成明显线圈？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0314,supporting_operation,C6_reference_frame,,medium,对“波浪朝画面的哪个方向推进？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0315,supporting_operation,C2_dynamic_spatial,,medium,对“黄衣人在雪坡上先蹲下还是先翻滚？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0316,directly_in_scope,C5_deformation_state,,high,对“车床加工后木杆表面形状如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0317,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“白车经过住宅时从车内视角向哪侧移动？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0318,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“男子转头时由面向相机变为面向哪里？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0319,supporting_operation,C3_action_intent,,medium,对“滑雪者接近金属杆后做了什么？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0320,directly_in_scope,C1_occlusion_permanence,,high,对“冲浪者进入浪管后是否再次清晰出现？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0321,outside_scope,NONE,,high,对“白色吸音板与黑色音箱如何交替分布？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0322,directly_in_scope,C2_dynamic_spatial,,high,对“鱼相对码头边缘的位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0323,outside_scope,NONE,,high,对“女子吃下食物后的面部反应如何变化？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0324,outside_scope,NONE,,high,对“前景灌木是否遮挡部分房屋？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0325,directly_in_scope,C2_dynamic_spatial,,high,对“飞行器从地面起飞后高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0326,supporting_operation,C3_action_intent,C5_deformation_state,medium,对“踏板展开发生在他触碰后门之前还是之后？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。；同时还需识别形变、开合或组装状态。
scope-0327,directly_in_scope,C6_reference_frame,,high,对“从俯视图看道路绕溪流哪一侧弯曲？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0328,directly_in_scope,C2_dynamic_spatial,,high,对“前进过程中迎面行人与相机距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0329,outside_scope,NONE,,high,对“男子移动时始终手持什么？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0330,supporting_operation,C5_deformation_state,,medium,对“男子先拆开包装还是先取出电池？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。
scope-0331,directly_in_scope,C5_deformation_state,,high,对“车门由关闭到打开属于什么状态变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0332,directly_in_scope,C3_action_intent,,high,对“男子拉动绳索的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0333,outside_scope,NONE,,high,对“红色越野车相对两侧车辆处于什么位置？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0334,supporting_operation,C2_dynamic_spatial,,medium,对“道路标线先出现斑马线还是转向箭头？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0335,outside_scope,NONE,,high,对“男子在走向镜头前手里拿着什么？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0336,supporting_operation,C6_reference_frame,,medium,对“白车最终朝哪个方向驶离？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0337,supporting_operation,C2_dynamic_spatial,,medium,对“男子在走廊中先经过照片墙还是无障碍标志？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0338,directly_in_scope,C5_deformation_state,,high,对“加工后的木杆与旁边未加工木杆形状相同吗？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0339,directly_in_scope,C2_dynamic_spatial,,high,对“雨中吊饰摆动方向是否改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0340,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“相机转向自拍时果岭在画面中如何移出？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0341,directly_in_scope,C2_dynamic_spatial,,high,对“车辆相对帐篷如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0342,directly_in_scope,C1_occlusion_permanence,,high,对“前景树木是否短暂遮挡住宅？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0343,supporting_operation,C5_deformation_state,,medium,对“金属条先插入机器还是先被弯曲？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。
scope-0344,supporting_operation,C6_reference_frame,,medium,对“受访者抬手指向什么方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0345,outside_scope,NONE,,high,对“驳船位于河对岸建筑前方吗？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0346,supporting_operation,C6_reference_frame,,medium,对“男子最终朝哪个出口方向转身？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0347,directly_in_scope,C3_action_intent,,high,对“男子的手主要指向方向盘左侧的哪些控制区域？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0348,supporting_operation,C1_occlusion_permanence,,medium,对“雨势是否使远岸逐渐更难看清？”，表层只判断进入/离开视野、遮挡时点或持续可见性；在该具体语境中它是 C1 的明确追踪操作，但未直接询问隐藏后的持续存在。
scope-0349,outside_scope,NONE,,high,对“男子打开旧车车门是在走近车辆之前还是之后？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0350,directly_in_scope,C3_action_intent,,high,对“男子反复转动渔轮的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0351,supporting_operation,C2_dynamic_spatial,,medium,对“镜头先经过水果店还是服装店？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0352,directly_in_scope,C2_dynamic_spatial,,high,对“直升机相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0353,outside_scope,NONE,,high,对“灰色越野车的备胎位于车身什么位置？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0354,supporting_operation,C3_action_intent,,medium,对“球员先击球还是另一人走近洞口？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0355,directly_in_scope,C2_dynamic_spatial,,high,对“游泳者朝相机靠近时距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0356,directly_in_scope,C2_dynamic_spatial,,high,对“道路相对两侧牧场的位置是否保持居中？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0357,directly_in_scope,C5_deformation_state,,high,对“敞篷车顶在行驶过程中如何改变状态？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0358,supporting_operation,C2_dynamic_spatial,,medium,对“骑手靠近镜头时马位于围栏哪一侧？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0359,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“火箭在发射架上是否逐渐抬升到倾斜位置？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0360,supporting_operation,C6_reference_frame,,medium,对“车列与马匹围场分别位于画面的哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0361,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,对“皮划艇上的人最终把鱼移到艇内还是水外？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0362,outside_scope,NONE,,high,对“餐盘中洋葱位于薯条的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0363,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“男子沿走廊行进时是否改变朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0364,directly_in_scope,C3_action_intent,,high,对“操作者按键的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0365,directly_in_scope,C6_reference_frame,,high,对“道路从驾驶者视角向哪侧弯曲？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0366,outside_scope,NONE,,high,对“出口匝道位于主车道的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0367,directly_in_scope,C2_dynamic_spatial,,high,对“汽车先接近装卸区还是先从远处横向驶过？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0368,directly_in_scope,C2_dynamic_spatial,,high,对“火箭尖端相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0369,supporting_operation,C6_reference_frame,,medium,对“吊饰位于远处岛屿的哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0370,supporting_operation,C6_reference_frame,,medium,对“车辆驶出坡道后向哪一侧转向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0371,directly_in_scope,C2_dynamic_spatial,,high,对“小船相对防波堤如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0372,outside_scope,NONE,,high,对“他先停止行走还是先举起双手？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0373,directly_in_scope,C3_action_intent,C6_reference_frame,high,对“守门员扑救的直接空间目标是哪一侧来球？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需处理相机、行动者或对象参照。
scope-0374,directly_in_scope,C5_deformation_state,,high,对“启动动画先出现在左侧仪表还是中控屏？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0375,directly_in_scope,C5_deformation_state,,high,对“鱼竿弯曲程度在片段中如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0376,supporting_operation,C2_dynamic_spatial,,medium,对“鱼是否曾在水面附近出现？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0377,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“从画面参照系看，岸线相对相机向哪一侧移动？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0378,directly_in_scope,C5_deformation_state,,high,对“按下启动按钮后仪表盘显示如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0379,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,对“窗外白车相对观察者向哪侧移动？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0380,outside_scope,NONE,,high,对“男子先指向门把手还是车牌上方？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0381,directly_in_scope,C2_dynamic_spatial,,high,对“蓝车相对车道边线如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0382,outside_scope,NONE,,high,对“华盛顿纪念碑相对人群位于哪个方向？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0383,directly_in_scope,C5_deformation_state,C2_dynamic_spatial|C6_reference_frame,high,对“冲浪板与人分离后朝向如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需跟踪相关空间关系或轨迹的时间变化；同时还需处理相机、行动者或对象参照。
scope-0384,outside_scope,NONE,,high,对“薰衣草行列相对远山朝哪个方向延伸？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0385,directly_in_scope,C2_dynamic_spatial,,high,对“水鸟群相对岸边如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0386,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“镜头平移时输电塔何时进入画面中央？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0387,directly_in_scope,C1_occlusion_permanence,,high,对“迎面行人是否在经过相机后离开视野？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0388,outside_scope,NONE,,high,对“最亮的阳光反射位于浪峰前方还是后方？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0389,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,对“冲浪者消失在浪后发生在最后一次转向之前还是之后？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0390,directly_in_scope,C2_dynamic_spatial,,high,对“赛马群中领先位置是否发生变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0391,supporting_operation,C2_dynamic_spatial,,medium,对“单板滑雪者的腾空动作发生在最后一次大幅转向之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0392,outside_scope,NONE,,high,对“盒面圆形图案相对产品名称位于哪里？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0393,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,对“最终结位于原有大环的上方还是下方？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0394,outside_scope,NONE,,high,对“画面右上方持续可见的物体是什么？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0395,directly_in_scope,C2_dynamic_spatial,,high,对“摩托车经过斑马线后是否改变车道？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0396,directly_in_scope,C3_action_intent,,high,对“讲解手势的直接目标是展示哪个车尾部件？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0397,outside_scope,NONE,,high,对“镜头扫过房间时三脚架位于沙发前还是后？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0398,supporting_operation,C3_action_intent,,medium,对“伸手动作发生在游到近处之前还是之后？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0399,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“车辆到达人群前是否改变车头朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0400,supporting_operation,C2_dynamic_spatial,,medium,对“转弯发生在经过红色房屋之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0401,supporting_operation,C6_reference_frame,,medium,对“骑手们沿赛道朝哪个方向驶离？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
