scope_item_id,question_text_cn,rater_1_status,rater_1_primary,rater_2_status,rater_2_primary,dual_rater_consensus,primary_dimension_consensus,rater_1_reason_cn,rater_2_reason_cn
scope-0346,男子最终朝哪个出口方向转身？,directly_in_scope,C3_action_intent,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问男子转身所选择的出口方向,对“男子最终朝哪个出口方向转身？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0347,男子的手主要指向方向盘左侧的哪些控制区域？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,询问讲解手势指向的驾驶控制区域,对“男子的手主要指向方向盘左侧的哪些控制区域？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0348,雨势是否使远岸逐渐更难看清？,supporting_operation,C1_occlusion_permanence,supporting_operation,C1_occlusion_permanence,both_covered_with_support,C1_occlusion_permanence,询问降雨造成的远岸可见性降低但不涉及实体持续追踪,对“雨势是否使远岸逐渐更难看清？”，表层只判断进入/离开视野、遮挡时点或持续可见性；在该具体语境中它是 C1 的明确追踪操作，但未直接询问隐藏后的持续存在。
scope-0349,男子打开旧车车门是在走近车辆之前还是之后？,supporting_operation,C3_action_intent,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问走近车辆与开门两个行动阶段的顺序,对“男子打开旧车车门是在走近车辆之前还是之后？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0350,男子反复转动渔轮的直接目标是什么？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问反复转动渔轮的目标,对“男子反复转动渔轮的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0351,镜头先经过水果店还是服装店？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问镜头沿商店街移动时经过两个地点的顺序,对“镜头先经过水果店还是服装店？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0352,直升机相对地面的高度如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问直升机相对地面的高度变化,对“直升机相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0353,灰色越野车的备胎位于车身什么位置？,supporting_operation,C5_deformation_state,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问备胎在越野车结构中的安装位置,对“灰色越野车的备胎位于车身什么位置？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0354,球员先击球还是另一人走近洞口？,supporting_operation,C3_action_intent,supporting_operation,C3_action_intent,both_covered_with_support,C3_action_intent,询问击球与他人走近洞口的行动顺序,对“球员先击球还是另一人走近洞口？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0355,游泳者朝相机靠近时距离如何变化？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问游泳者靠近相机时距离的变化,对“游泳者朝相机靠近时距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0356,道路相对两侧牧场的位置是否保持居中？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,需要跨行驶过程判断道路相对牧场是否保持居中,对“道路相对两侧牧场的位置是否保持居中？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0357,敞篷车顶在行驶过程中如何改变状态？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问敞篷车顶在行驶中的开合状态变化,对“敞篷车顶在行驶过程中如何改变状态？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0358,骑手靠近镜头时马位于围栏哪一侧？,directly_in_scope,C6_reference_frame,supporting_operation,C2_dynamic_spatial,both_covered_with_support,DISAGREEMENT,以骑手和围栏为参考判断马的侧向位置,对“骑手靠近镜头时马位于围栏哪一侧？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0359,火箭在发射架上是否逐渐抬升到倾斜位置？,directly_in_scope,C5_deformation_state,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问火箭在发射架上由低位逐渐抬升倾斜的状态变化,对“火箭在发射架上是否逐渐抬升到倾斜位置？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0360,车列与马匹围场分别位于画面的哪一侧？,directly_in_scope,C6_reference_frame,supporting_operation,C6_reference_frame,both_covered_with_support,C6_reference_frame,询问车列与围场在画面参考系中的分侧位置,对“车列与马匹围场分别位于画面的哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0361,皮划艇上的人最终把鱼移到艇内还是水外？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,询问皮划艇人员移动鱼的空间目标位置,对“皮划艇上的人最终把鱼移到艇内还是水外？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0362,餐盘中洋葱位于薯条的哪一侧？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问餐盘内两类食物的静态侧向关系,对“餐盘中洋葱位于薯条的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0363,男子沿走廊行进时是否改变朝向？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问男子沿走廊行进时朝向是否变化,对“男子沿走廊行进时是否改变朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0364,操作者按键的直接目标是什么？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问操作者按键的目标,对“操作者按键的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0365,道路从驾驶者视角向哪侧弯曲？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,明确从驾驶者视角判断道路弯曲方向,对“道路从驾驶者视角向哪侧弯曲？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0366,出口匝道位于主车道的哪一侧？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问出口匝道与主车道的静态侧向关系,对“出口匝道位于主车道的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0367,汽车先接近装卸区还是先从远处横向驶过？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问汽车沿路径接近装卸区与横向驶过的顺序,对“汽车先接近装卸区还是先从远处横向驶过？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0368,火箭尖端相对地面的高度如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问火箭尖端相对地面的高度变化,对“火箭尖端相对地面的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0369,吊饰位于远处岛屿的哪一侧？,supporting_operation,C2_dynamic_spatial,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问吊饰与远处岛屿的静态侧向关系,对“吊饰位于远处岛屿的哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0370,车辆驶出坡道后向哪一侧转向？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问车辆驶出坡道后的转向方向,对“车辆驶出坡道后向哪一侧转向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0371,小船相对防波堤如何移动？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问小船相对防波堤的运动关系,对“小船相对防波堤如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0372,他先停止行走还是先举起双手？,supporting_operation,C3_action_intent,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问停止行走与举手两个动作的顺序,对“他先停止行走还是先举起双手？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0373,守门员扑救的直接空间目标是哪一侧来球？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问守门员扑救行动的空间目标侧,对“守门员扑救的直接空间目标是哪一侧来球？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需处理相机、行动者或对象参照。
scope-0374,启动动画先出现在左侧仪表还是中控屏？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问两个显示区域启动点亮的状态顺序,对“启动动画先出现在左侧仪表还是中控屏？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0375,鱼竿弯曲程度在片段中如何变化？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问鱼竿弯曲程度在片段中的变化,对“鱼竿弯曲程度在片段中如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0376,鱼是否曾在水面附近出现？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问鱼是否到达水面附近这一空间状态,对“鱼是否曾在水面附近出现？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0377,从画面参照系看，岸线相对相机向哪一侧移动？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,明确以画面为参照判断岸线相对相机的运动,对“从画面参照系看，岸线相对相机向哪一侧移动？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0378,按下启动按钮后仪表盘显示如何变化？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问启动按钮操作后的仪表显示状态变化,对“按下启动按钮后仪表盘显示如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0379,窗外白车相对观察者向哪侧移动？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,以观察者为参考判断窗外白车的运动方向,对“窗外白车相对观察者向哪侧移动？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0380,男子先指向门把手还是车牌上方？,supporting_operation,C3_action_intent,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问男子依次指向两个车尾区域的动作顺序,对“男子先指向门把手还是车牌上方？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0381,蓝车相对车道边线如何移动？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问蓝车相对车道边线的运动,对“蓝车相对车道边线如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0382,华盛顿纪念碑相对人群位于哪个方向？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问纪念碑与人群的静态方向关系,对“华盛顿纪念碑相对人群位于哪个方向？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0383,冲浪板与人分离后朝向如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C5_deformation_state,both_direct,DISAGREEMENT,询问冲浪板与人分离后朝向的变化,对“冲浪板与人分离后朝向如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需跟踪相关空间关系或轨迹的时间变化；同时还需处理相机、行动者或对象参照。
scope-0384,薰衣草行列相对远山朝哪个方向延伸？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问薰衣草行列相对远山的静态延伸方向,对“薰衣草行列相对远山朝哪个方向延伸？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0385,水鸟群相对岸边如何移动？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问水鸟群相对岸边的运动,对“水鸟群相对岸边如何移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0386,镜头平移时输电塔何时进入画面中央？,directly_in_scope,C6_reference_frame,directly_in_scope,C2_dynamic_spatial,both_direct,DISAGREEMENT,询问镜头平移时输电塔进入画面中央的时点,对“镜头平移时输电塔何时进入画面中央？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0387,迎面行人是否在经过相机后离开视野？,directly_in_scope,C1_occlusion_permanence,directly_in_scope,C1_occlusion_permanence,both_direct,C1_occlusion_permanence,需要追踪迎面行人经过相机后是否离开视野,对“迎面行人是否在经过相机后离开视野？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0388,最亮的阳光反射位于浪峰前方还是后方？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问阳光反射与浪峰的静态前后关系,对“最亮的阳光反射位于浪峰前方还是后方？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0389,冲浪者消失在浪后发生在最后一次转向之前还是之后？,directly_in_scope,C1_occlusion_permanence,directly_in_scope,C1_occlusion_permanence,both_direct,C1_occlusion_permanence,询问冲浪者消失在浪后与转向的时间关系,对“冲浪者消失在浪后发生在最后一次转向之前还是之后？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0390,赛马群中领先位置是否发生变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问赛马群中领先前后关系是否变化,对“赛马群中领先位置是否发生变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0391,单板滑雪者的腾空动作发生在最后一次大幅转向之前还是之后？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问滑雪者腾空与大幅转向两个空间动作的关系,对“单板滑雪者的腾空动作发生在最后一次大幅转向之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0392,盒面圆形图案相对产品名称位于哪里？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问盒面图案与产品名称的静态相对位置,对“盒面圆形图案相对产品名称位于哪里？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0393,最终结位于原有大环的上方还是下方？,directly_in_scope,C5_deformation_state,supporting_operation,C5_deformation_state,both_covered_with_support,C5_deformation_state,询问打结后最终结与原有大环的结构关系,对“最终结位于原有大环的上方还是下方？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0394,画面右上方持续可见的物体是什么？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,核心是识别画面固定区域持续可见的物体,对“画面右上方持续可见的物体是什么？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0395,摩托车经过斑马线后是否改变车道？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问摩托车经过斑马线后是否改变车道,对“摩托车经过斑马线后是否改变车道？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0396,讲解手势的直接目标是展示哪个车尾部件？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,直接询问讲解手势要展示的车尾部件,对“讲解手势的直接目标是展示哪个车尾部件？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0397,镜头扫过房间时三脚架位于沙发前还是后？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问三脚架与沙发的静态前后关系,对“镜头扫过房间时三脚架位于沙发前还是后？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0398,伸手动作发生在游到近处之前还是之后？,supporting_operation,C3_action_intent,supporting_operation,C3_action_intent,both_covered_with_support,C3_action_intent,询问伸手与游近两个游泳行动阶段的顺序,对“伸手动作发生在游到近处之前还是之后？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0399,车辆到达人群前是否改变车头朝向？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问车辆到达人群前车头朝向是否变化,对“车辆到达人群前是否改变车头朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0400,转弯发生在经过红色房屋之前还是之后？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问车辆转弯与经过空间地标的路径顺序,对“转弯发生在经过红色房屋之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0401,骑手们沿赛道朝哪个方向驶离？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问骑手沿赛道驶离的运动方向,对“骑手们沿赛道朝哪个方向驶离？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0402,出口匝道相对主路位于驾驶者哪一侧？,directly_in_scope,C6_reference_frame,directly_in_scope,C6_reference_frame,both_direct,C6_reference_frame,明确以驾驶者为参考判断出口匝道方位,对“出口匝道相对主路位于驾驶者哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0403,冲浪者与岩石之间的距离如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问冲浪者与岩石之间距离的变化,对“冲浪者与岩石之间的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0404,遥控直升机是先升空还是先从灌木后出现？,directly_in_scope,C1_occlusion_permanence,supporting_operation,C1_occlusion_permanence,both_covered_with_support,C1_occlusion_permanence,需要追踪直升机从灌木遮挡后出现与升空的关系,对“遥控直升机是先升空还是先从灌木后出现？”，表层只判断进入/离开视野、遮挡时点或持续可见性；在该具体语境中它是 C1 的明确追踪操作，但未直接询问隐藏后的持续存在。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0405,冲浪者在小浪上是否完成多次转向？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,需要跨片段追踪冲浪者的多次转向,对“冲浪者在小浪上是否完成多次转向？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0406,开箱后鼠标配件按什么顺序被取出？,directly_in_scope,C5_deformation_state,supporting_operation,C5_deformation_state,both_covered_with_support,C5_deformation_state,询问开箱状态变化后配件被依次取出的操作过程,对“开箱后鼠标配件按什么顺序被取出？”，表层只问加工/组装步骤、成品位置或局部状态，是 C5 的明确基础操作，但未直接要求解释完整状态转变。
scope-0407,红色招牌商店位于通道哪一侧？,supporting_operation,C2_dynamic_spatial,outside_scope,NONE,binary_coverage_contested,DISAGREEMENT,询问商店相对通道的静态侧向位置,对“红色招牌商店位于通道哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0408,车身部件是否呈现未完成或拆卸状态？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问车身部件的拆卸或未完成结构状态,对“车身部件是否呈现未完成或拆卸状态？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0409,鱼从水中到手中的顺序是什么？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问鱼由水中转移到手中的空间过程,对“鱼从水中到手中的顺序是什么？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0410,冲浪者与岩石的距离如何变化？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问冲浪者与岩石之间距离的变化,对“冲浪者与岩石的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0411,男子捆扎后木杆之间的相对状态如何变化？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问捆扎操作导致木杆结构关系的变化,对“男子捆扎后木杆之间的相对状态如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0412,驾驶员转动方向盘时车辆行进方向如何变化？,directly_in_scope,C3_action_intent,directly_in_scope,C3_action_intent,both_direct,C3_action_intent,询问转动方向盘操作与车辆方向变化的作用关系,对“驾驶员转动方向盘时车辆行进方向如何变化？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0413,男子移动盖板后船内空间状态是否改变？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问移动盖板是否改变船内空间状态,对“男子移动盖板后船内空间状态是否改变？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需绑定动作与空间目标或结果。
scope-0414,冲浪板在摔倒后呈什么朝向？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,询问冲浪板在摔倒后的朝向终态,对“冲浪板在摔倒后呈什么朝向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0415,小鱼先被女子握住还是先交给另一双手？,supporting_operation,C3_action_intent,supporting_operation,C3_action_intent,both_covered_with_support,C3_action_intent,询问握鱼与把鱼交给他人的动作顺序,对“小鱼先被女子握住还是先交给另一双手？”，表层只问动作识别或操作先后；该具体操作围绕空间目标、受体或结果展开，是 C3 的必要基础操作，但未直接询问意图本身。
scope-0416,高尔夫球最终停在洞口的哪一侧？,supporting_operation,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问高尔夫球相对洞口的静态终点,对“高尔夫球最终停在洞口的哪一侧？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0417,绿色上衣男子主要朝向同伴还是汽车？,supporting_operation,C3_action_intent,supporting_operation,C6_reference_frame,both_covered_with_support,DISAGREEMENT,识别男子面向同伴或汽车的行动朝向,对“绿色上衣男子主要朝向同伴还是汽车？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0418,鱼进入抄网后是否再次离开？,directly_in_scope,C2_dynamic_spatial,directly_in_scope,C2_dynamic_spatial,both_direct,C2_dynamic_spatial,询问鱼进入抄网后是否再次改变内外关系,对“鱼进入抄网后是否再次离开？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0419,他先抬头还是先戴上蓝色手套？,outside_scope,NONE,outside_scope,NONE,both_outside_scope,NONE,只比较抬头与戴手套两个一般动作的顺序,对“他先抬头还是先戴上蓝色手套？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0420,钳子夹住墙内零件后零件是否被取出？,directly_in_scope,C5_deformation_state,directly_in_scope,C5_deformation_state,both_direct,C5_deformation_state,询问夹取操作后墙内零件是否被取出,对“钳子夹住墙内零件后零件是否被取出？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。；同时还需绑定动作与空间目标或结果。
scope-0421,车辆先接近低墙还是先转向返回坡道？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问车辆沿路径接近低墙与转向返回的顺序,对“车辆先接近低墙还是先转向返回坡道？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0422,狗跑远时是否短暂离开清晰可见范围？,directly_in_scope,C1_occlusion_permanence,directly_in_scope,C1_occlusion_permanence,both_direct,C1_occlusion_permanence,需要追踪狗跑远时是否短暂失去清晰可见性,对“狗跑远时是否短暂离开清晰可见范围？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0423,滑雪者是否完整滑过栏杆后落回雪面？,directly_in_scope,C2_dynamic_spatial,supporting_operation,C2_dynamic_spatial,both_covered_with_support,C2_dynamic_spatial,询问滑雪者越过栏杆并落回雪面的完整运动过程,对“滑雪者是否完整滑过栏杆后落回雪面？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
