blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0439,direct,audit-0080-g01,0.99,生成题直接区分鱼竿全程笔直、向下弯且略有波动、先直后弯或向上弯，完整覆盖收线时弯曲程度变化。
judgment-0440,absent,audit-0080-g01,0.99,生成题没有女子身体朝向或是否始终面向水面。
judgment-0441,absent,audit-0080-g01,0.99,生成题没有鱼是否在结尾前被拉出水面。
judgment-0442,direct,audit-0080-g01,0.99,生成题精确判断鱼竿向下弯曲程度是否轻微波动，直接覆盖弯曲变化。
judgment-0443,absent,audit-0080-g01,0.97,生成题只描述鱼竿状态，没有反复转动渔轮的直接目标。
judgment-0444,partial,audit-0081-g01,0.91,生成题说明机器把金属条中央压缩并变宽，覆盖加工后的形态变化但没有说明从直线变成何种弯曲形状。
judgment-0445,absent,audit-0081-g01,0.98,生成题只给出机器加工后的状态，没有插入机器与弯曲的先后。
judgment-0446,partial,audit-0081-g01,0.82,生成题把对象始终描述为中央被压宽的同一金属条，相关于连续性，但未直接判断弯曲后是否断开。
judgment-0447,partial,audit-0081-g01,0.88,生成题明确工具造成金属条压缩变宽的变形，却没有判断是否发生弯曲这一关键形变。
judgment-0448,absent,audit-0081-g01,0.98,生成题没有操作者插入金属条和拉动手柄的顺序。
judgment-0449,direct,audit-0081-g01,0.97,生成题明确机器加工的结果是压缩金属条中央并使其变宽，直接覆盖使用工具的加工目标。
judgment-0450,absent,audit-0082-g01,0.98,生成题只依据前五秒景物移动判断缓慢加速，没有驾驶员何时明显转方向盘。
judgment-0451,absent,audit-0082-g01,0.98,生成题没有前方道路向驾驶者哪侧弯曲。
judgment-0452,absent,audit-0082-g01,0.99,生成题没有道路画面与驾驶员面部的展示顺序。
judgment-0453,absent,audit-0082-g01,0.95,生成题判断车辆缓慢加速而非沿弯路改变朝向。
judgment-0454,absent,audit-0082-g01,0.98,生成题没有从驾驶者视角判断道路弯向哪侧。
judgment-0455,absent,audit-0083-g01,0.90,生成题只判断最右侧一匹马是否始终与主马群分开，没有比较领跑者是否变化。
judgment-0456,partial,audit-0083-g01,0.91,生成题明确一匹马是否全程与主马群保持分离，覆盖马群拉开状态但没有“终点前逐渐”的时间变化。
judgment-0457,absent,audit-0083-g01,0.90,生成题没有判断赛马群领先位置随时间改变。
judgment-0458,absent,audit-0083-g01,0.97,生成题没有马群相对内侧栏杆的移动。
judgment-0459,partial,audit-0083-g01,0.91,生成题考察最右侧马是否全程脱离主群，相关于马群分散，但没有判断冲线前是否逐渐拉开。
judgment-0460,partial,audit-0084-g01,0.89,生成题以远岸红色集装箱为地标预测驳船和拖船通过顺序，覆盖船与远岸物的空间关系但不直接判断驳船在建筑前后。
judgment-0461,direct,audit-0084-g04,0.97,生成题直接比较蓝白拖船与绿色驳船的速度、朝桥方向及前后位置，完整覆盖小船相对驳船的动态方向。
judgment-0462,partial,audit-0084-g01,0.89,生成题明确驳船在水面上经过远岸集装箱，相关地涉及它位于远岸物前方，但未用建筑做深度遮挡判断。
judgment-0463,absent,audit-0084-g04,0.99,生成题没有画面下方栏杆或其是否始终可见。
judgment-0464,partial,audit-0085-g01,0.90,生成题明确摩托车从起点向前移动并追踪邮箱相对方位变化，但没有判断道路轨迹是否始终直行。
judgment-0465,absent,audit-0085-g01,0.97,生成题定位邮箱而非路缘最初位于骑手哪侧。
judgment-0466,partial,audit-0085-g01,0.91,生成题通过邮箱由右前方变到正侧方追踪摩托车起步方向，但未直接给出驶向道路哪侧。
judgment-0467,absent,audit-0085-g01,0.99,生成题没有起步前转动车把的动作。
judgment-0468,direct,audit-0085-g01,0.99,生成题直接说明华丽黑色邮箱从骑手右前方移到其正侧方，完整覆盖骑手视角中的邮箱侧别。
judgment-0469,partial,audit-0086-g02,0.89,生成题明确二至五秒有一次转弯并判断山脉持续在左侧，覆盖一次明显转向但没有统计全部换刃次数。
judgment-0470,partial,audit-0086-g02,0.82,生成题追踪转弯期间滑雪者与山脉的相对侧，关联朝向变化但没有描述单板相对坡面的交替方向。
judgment-0471,absent,audit-0086-g02,0.98,生成题没有腾空动作或其与最后大幅转向的先后。
judgment-0472,absent,audit-0086-g02,0.99,生成题没有跳跃及次数。
judgment-0473,absent,audit-0086-g01,0.99,生成题没有落地后是否保持平衡。
judgment-0474,partial,audit-0086-g02,0.87,生成题在指定转弯期间判断远山始终位于滑雪者左侧，涉及转弯朝向参照但没有直接描述身体朝向如何改变。
judgment-0475,absent,audit-0087-g01,0.99,生成题只讨论花园石像被墙角或灌木遮挡，没有戴口罩男子及展示顺序。
judgment-0476,partial,audit-0087-g02,0.84,生成题区分多尊不同帽色石像并依据相机侧移判断遮挡先后，触及空间排列但没有说明两尊石像沿小路如何排列。
judgment-0477,absent,audit-0087-g01,0.99,生成题没有男子手指或其指向方向。
judgment-0478,absent,audit-0087-g01,0.99,生成题没有戴口罩男子，无法比较与石像的展示顺序。
judgment-0479,absent,audit-0087-g02,0.93,生成题描述石像与灌木、石墙的遮挡关系，没有步道侧别。
judgment-0480,absent,audit-0087-g01,0.99,生成题没有男子指向石像时的身体朝向。
judgment-0481,absent,audit-0088-g01,0.95,生成题比较半岛住宅与风力机的水平关系，没有住宅相对水面的高低。
judgment-0482,partial,audit-0088-g01,0.91,生成题明确相机向左平移并追踪风机相对大住宅的水平位置变化，相关于住宅的画面运动但未直接给出住宅群向哪侧移。
judgment-0483,absent,audit-0088-g02,0.98,生成题只判断前景树是否遮住旗杆，没有水面先被遮挡后完整展示。
judgment-0484,absent,audit-0088-g01,0.95,生成题比较平移中风机与住宅，没有住宅进入画面中央的时刻。
judgment-0485,absent,audit-0088-g01,0.94,生成题称住宅位于半岛却未判断住宅相对水面具体在哪一侧。
judgment-0486,absent,audit-0088-g02,0.98,生成题中被前景树完全遮挡的对象是旗杆而不是住宅。
judgment-0487,direct,audit-0089-g01,0.99,生成题直接判断两根独立木杆经捆扎后变成一个相连结构，完整覆盖木杆相对状态变化。
judgment-0488,direct,audit-0089-g01,0.96,生成题描述绳从线圈变成复杂缠绕再由松弛变为张紧，实质给出先绕绳后拉紧的顺序。
judgment-0489,direct,audit-0089-g01,0.96,生成题明确讨论两木杆交叉点的稳定性及缠绕后的连接，直接覆盖捆扎点在交叉处而非末端。
judgment-0490,direct,audit-0089-g01,0.99,生成题明确用绳把两根木杆由独立物体连成整体，直接回答固定的物体。
judgment-0491,direct,audit-0089-g01,0.99,生成题直接描述绳由松弛变张紧且由线圈变为复杂缠绕结构，覆盖拉紧后的结构变化。
judgment-0492,direct,audit-0089-g01,0.99,生成题表明系绳的机械目标是把两根独立木杆固定成稳定的相连结构。
judgment-0493,absent,audit-0090-g01,0.96,生成题只预测高球要落到中央球员群附近，没有孩子们是否共同朝远处跑动。
judgment-0494,partial,audit-0090-g01,0.82,生成题同时定位中央儿童群和后来出现的成年人，但没有追踪二者距离如何变化。
judgment-0495,partial,audit-0090-g01,0.83,生成题明确成年人稍后出现，却没有孩子们散开的时刻，无法完整比较先后。
judgment-0496,absent,audit-0090-g01,0.93,生成题只描述一时刻中央有一组球员，没有聚集与散开的事件顺序。
judgment-0497,absent,audit-0090-g01,0.98,生成题没有黑衣男子出现后是否走向镜头。
judgment-0498,absent,audit-0090-g02,0.96,生成题比较两个孩子相对相机的前后位置，没有孩子群面向或背向相机。
judgment-0499,direct,audit-0091-g02,0.97,生成题把无人机在跟随中是否明显降低高度列为需判断的实际空间行为，直接覆盖相对地面高度变化。
judgment-0500,partial,audit-0091-g02,0.81,生成题追踪无人机漂移、靠近操作者和横向修正，但没有以相机为参照判断靠近后是否再次远离。
judgment-0501,direct,audit-0091-g02,0.99,生成题直接判断无人机为跟随操作者如何漂移、匹配前进速度、横向修正或下降，完整覆盖相对操作者的移动。
judgment-0502,partial,audit-0091-g02,0.85,生成题判断跟随时是否显著掉高，涉及高度安全余量，但没有草地参照或全程高于草地的条件。
judgment-0503,partial,audit-0091-g02,0.78,生成题说明测试的是无人机跟随操作者的能力，涉及双方持续跟踪意图，但没有判断操作者转身是否为了跟踪无人机且主客体相反。
judgment-0504,direct,audit-0092-g03,0.99,生成题明确吊饰在相机平移中从远处岛屿前方掠过，直接覆盖吊饰在岛屿前方的深度关系。
judgment-0505,absent,audit-0092-g03,0.96,生成题描述相机平移造成的表观位置变化，没有雨中吊饰真实摆动方向是否改变。
judgment-0506,direct,audit-0092-g03,0.98,生成题直接比较吊饰在平移中位于岛屿左侧、右侧或保持关系，完整覆盖其相对岛屿的侧向位置。
judgment-0507,absent,audit-0092-g03,0.99,生成题没有雨势或远岸清晰度随时间下降。
judgment-0508,partial,audit-0093-g01,0.92,生成题明确开头五秒无人机在画面中向左移动，可推知其由右侧进入，但没有直接限定湖面侧或进入清晰画面的瞬间。
judgment-0509,absent,audit-0093-g01,0.99,生成题没有镜头校色切换事件。
judgment-0510,partial,audit-0093-g01,0.86,生成题定位开头五秒无人机向左运动并与蓝车比速，覆盖出现时段但未说明何时从湖对岸进入画面。
judgment-0511,absent,audit-0093-g01,0.98,生成题只比较水平视速度，没有无人机相对湖面的高度变化。
judgment-0512,absent,audit-0093-g01,0.99,生成题没有高楼或无人机相对高楼的上下关系。
judgment-0513,absent,audit-0094-g01,0.94,生成题描述骑手转头导致左后视镜在画面移动，不代表摩托车片尾向道路某侧偏转。
judgment-0514,absent,audit-0094-g01,0.98,生成题没有中央隔离带相对骑手的侧别。
judgment-0515,absent,audit-0094-g01,0.98,生成题没有斑马线或车辆明显转向的先后。
judgment-0516,absent,audit-0094-g01,0.98,生成题没有经过斑马线后的车道改变。
judgment-0517,absent,audit-0094-g01,0.98,生成题没有对向白车的位置。
judgment-0518,absent,audit-0094-g01,0.99,生成题没有斑马线和转向箭头的出现顺序。
judgment-0519,absent,audit-0095-g01,0.99,生成题只比较黑裙女子与推婴儿车女子的交叉路径，没有水果店和服装店顺序。
judgment-0520,absent,audit-0095-g01,0.99,生成题没有服装店陈列架相对通道的位置。
judgment-0521,partial,audit-0095-g01,0.77,生成题追踪两名迎面行人的路径交叉前后关系，但没有量化其中行人与相机的距离变化。
judgment-0522,absent,audit-0095-g01,0.99,生成题没有沿商店街经过果蔬店和服装店的顺序。
judgment-0523,absent,audit-0095-g01,0.99,生成题没有黄色立柱或其通道侧别。
judgment-0524,partial,audit-0095-g01,0.76,生成题判断一名女子的路径在推车女子后方交叉，涉及经过关系但没有她经过相机后是否离开视野。
judgment-0525,partial,audit-0096-g01,0.95,生成题在第二辆红车完全出现时定位第一辆红车处于转弯、驶离或不可见，直接相关于两车交会但没有明确问是否相遇。
judgment-0526,partial,audit-0096-g01,0.90,生成题比较第二车出现时第一车的位置和运动阶段，触及两车间距变化但没有连续追踪距离。
judgment-0527,partial,audit-0096-g02,0.80,生成题描述红车滑过弯道的车身和前轮方向，却没有比较从相机侧面经过与正面靠近的次序。
judgment-0528,absent,audit-0096-g02,0.91,生成题分别讨论两辆红车各自一个弯道动作，没有判断同一主要红车是否完成多次明显转向。
judgment-0529,absent,audit-0096-g01,0.92,生成题可能说明第一车正驶离，但没有该车随后再次靠近相机。
judgment-0530,direct,audit-0096-g03,0.99,生成题明确第二辆红车以当前朝向和速度从画面右侧离开并预测下一步，直接覆盖最终朝向画面右侧。
judgment-0531,direct,audit-0097-g03,0.99,生成题明确男子先直行后只转一次并要求判断左转或右转，直接覆盖走廊中是否改变朝向。
judgment-0532,partial,audit-0097-g01,0.84,生成题在男子接近转角前把墙上最后一张照片作为可能被遮住物，涉及人与照片的接近过程但没有连续距离变化。
judgment-0533,partial,audit-0097-g01,0.91,生成题同时列出最后一张墙上照片和写有MEN的洗手间门作为转角后可见物，覆盖两地点但未直接比较经过顺序。
judgment-0534,absent,audit-0097-g01,0.96,生成题没有无障碍标志，无法与照片墙比较先后。
judgment-0535,absent,audit-0097-g03,0.99,生成题没有男子移动时手持的物体。
judgment-0536,direct,audit-0097-g03,0.97,生成题从固定走廊视角直接判断男子最终向左还是向右转，实质覆盖最终转向哪个出口方向。
judgment-0537,partial,audit-0098-g01,0.84,生成题追踪冲浪者在白浪区附近先远离再靠近的变化，相关于进入浪花后的可见阶段，但没有跌水或重新露面。
judgment-0538,absent,audit-0098-g02,0.97,生成题描述人与板一起转向，没有冲浪板与人分离后的板朝向。
judgment-0539,absent,audit-0098-g01,0.99,生成题没有冲浪板竖起或冲浪者落水的先后。
judgment-0540,partial,audit-0098-g01,0.82,生成题以白浪区为参照追踪两次转向间距离，但没有判断何时被浪花完全遮挡。
judgment-0541,absent,audit-0098-g02,0.98,生成题没有摔倒后冲浪板的姿态。
judgment-0542,partial,audit-0098-g02,0.88,生成题明确冲浪者完成第一次主要转向并追踪第二次转向，但没有失去平衡事件来建立先后。
judgment-0543,partial,audit-0099-g02,0.88,生成题预测汽车沿道路侧边直行并追踪其从墙后显露，但没有直接说明靠近相机后从哪侧经过。
judgment-0544,partial,audit-0099-g02,0.89,生成题利用六秒时车身轨迹和车轮对齐判断未来直线路径，覆盖转弯后的朝向但没有描述转弯中车头如何变化。
judgment-0545,absent,audit-0099-g02,0.95,生成题没有车辆最接近相机的时刻或其与完成转弯的先后。
judgment-0546,partial,audit-0099-g01,0.87,生成题先观察汽车正面从墙后完整显露，另一题判断其随后沿道路侧边直行，但没有直接比较正对镜头与侧向经过的次序。
judgment-0547,partial,audit-0099-g02,0.87,生成题依据车轮对齐和轨迹判断汽车沿道路直行，涉及经过阶段朝向但没有追踪朝向变化。
judgment-0548,partial,audit-0099-g02,0.85,生成题说明车辆已开始减速并推演若不减速将沿路直行，相关于停车趋势但未判断最终是否停在路上。
judgment-0549,absent,audit-0100-g02,0.91,生成题中的白车因车库门升起而逐步显露，没有白车经过住宅时向哪侧移动。
judgment-0550,absent,audit-0100-g02,0.97,生成题讨论车库门对白车的遮挡，没有白车与路边树木的遮挡变化。
judgment-0551,absent,audit-0100-g02,0.94,生成题只比较白车各部分由下到上的显露顺序，没有先出现在画面右侧还是左侧。
judgment-0552,absent,audit-0100-g02,0.91,生成题中的窗外白车保持在街对面并被车库门揭示，没有相对观察者的侧向移动。
judgment-0553,absent,audit-0100-g04,0.95,生成题的前景遮挡物是左侧A柱且被揭示的是木栅栏，不是仪表台对白车的遮挡。
judgment-0554,absent,audit-0100-g03,0.98,生成题没有相邻住宅橙色墙与灰色墙的左右关系。
judgment-0555,partial,audit-0101-g01,0.94,生成题明确鱼先在水中被拉向相机位置随后才举起，覆盖水面到举起阶段但没有说明是否举到船边。
judgment-0556,partial,audit-0101-g01,0.92,生成题给出鱼在水中被拉动后再被举起的顺序，但没有明确最终进入人的手中。
judgment-0557,absent,audit-0101-g01,0.97,生成题没有鱼举起时相对船边位于哪一侧。
judgment-0558,direct,audit-0101-g01,0.98,生成题直接描述鱼先从远处在水中被拉近再被举起，完整覆盖从水下出现到举起的核心顺序。
judgment-0559,absent,audit-0101-g01,0.98,生成题没有鱼最终相对船的侧向位置。
judgment-0560,direct,audit-0102-g01,0.99,生成题明确基于起步两秒加速度判断右车道摩托车取得并保持领先，直接覆盖哪辆先明显领先。
judgment-0561,absent,audit-0102-g01,0.99,生成题没有烟雾及其与正式加速的先后。
judgment-0562,partial,audit-0102-g04,0.88,生成题比较背景列车相对摩托车比赛方向是同向、反向或横向，触及骑手行驶轴向但没有直接给出画面或赛道哪侧。
judgment-0563,direct,audit-0102-g01,0.99,生成题直接判断右车道摩托车是否从早期加速后持续保持领先，完整覆盖比赛中前后关系是否改变。
judgment-0564,absent,audit-0102-g04,0.99,生成题出现观众席和末段列车，却没有摩托车产生烟雾或相对经过观众席的时间。
judgment-0565,direct,audit-0102-g01,0.99,生成题明确领先并预计保持领先的是右车道摩托车，直接回答领先车辆所在侧。
judgment-0566,absent,audit-0103-g01,0.99,生成题只判断相机是否静止在水中远观人物，没有鱼竿弯曲程度。
judgment-0567,absent,audit-0103-g01,0.99,生成题没有鱼竿平直与弯曲的先后。
judgment-0568,absent,audit-0103-g01,0.99,生成题没有末段鱼竿是否明显弯曲。
judgment-0569,absent,audit-0104-g01,0.98,生成题只观察驾驶脚舱部件相对地垫是否固定，没有座椅材质与驾驶控制区的展示顺序。
judgment-0570,absent,audit-0104-g01,0.99,生成题没有座椅橙色饰条及其边缘位置。
judgment-0571,absent,audit-0104-g01,0.96,生成题列出脚舱踏板和转向柱，没有男子手指或方向盘左侧控制区域。
judgment-0572,absent,audit-0104-g01,0.98,生成题没有座椅和驾驶位控制键的镜头展示顺序。
judgment-0573,absent,audit-0104-g01,0.99,生成题没有橙色饰边在座椅上的分布。
judgment-0574,direct,audit-0105-g02,0.99,生成题明确男子对左手物体进行反复刮削并造成表面变化，直接覆盖持续处理手中物品。
judgment-0575,absent,audit-0105-g01,0.98,生成题没有男子低头操作与抬头观察的交替顺序。
judgment-0576,absent,audit-0105-g01,0.99,生成题没有手中物品相对栏杆的侧别。
judgment-0577,partial,audit-0105-g02,0.94,生成题明确反复刮削手中物体，覆盖重复操作但没有判断男子是否反复低头。
judgment-0578,absent,audit-0105-g01,0.99,生成题没有抬头或戴蓝色手套的先后。
judgment-0579,absent,audit-0105-g01,0.99,生成题没有栏杆作为参照，无法判断操作目标在其上方还是下方。
judgment-0580,partial,audit-0106-g03,0.82,生成题定位女子左侧引导鱼钩的手并描述鱼钩进入鱼嘴，但没有比较先握住小鱼与另一手靠近鱼钩的次序。
judgment-0581,absent,audit-0106-g03,0.97,生成题没有鱼从女子手中交到另一人手中的位置变化。
judgment-0582,direct,audit-0106-g01,0.95,生成题直接判断把鱼钩穿过鱼嘴的目标是否为把鱼固定在线上作活饵，实质决定处理后钩与鱼并未分离。
judgment-0583,absent,audit-0106-g03,0.95,生成题没有小鱼交给另一双手的动作或与握住的先后。
judgment-0584,absent,audit-0106-g02,0.93,生成题描述鱼钩进入下颌并重新露出，方向是装入而非取出，未覆盖取出后鱼的状态。
judgment-0585,direct,audit-0106-g01,0.99,生成题直接询问两手引导鱼钩穿过鱼嘴的即时目标，完整覆盖操作鱼钩的目的。
judgment-0586,absent,audit-0107-g01,0.98,生成题只描述直升机落地后旋翼减速，没有升空与从灌木后出现的先后。
judgment-0587,partial,audit-0107-g01,0.90,生成题明确直升机已经着陆且旋翼减速到停止，涵盖下降至地面的末态但没有完整高度变化。
judgment-0588,partial,audit-0107-g01,0.94,生成题明确直升机完成着陆并进入停转状态，但没有说明落在草地或机身是否平稳。
judgment-0589,partial,audit-0107-g01,0.83,生成题确认发生了降落，却没有描述此前升空事件以直接比较二者先后。
judgment-0590,absent,audit-0107-g01,0.97,生成题没有直升机相对树篱的高度变化。
judgment-0591,absent,audit-0107-g01,0.96,生成题只关注着陆后主旋翼状态，没有着陆时机身朝向稳定性。
judgment-0592,absent,audit-0108-g01,0.99,生成题只追踪粉围巾女子被哪名人群成员遮挡，没有黑衣男子指向岩石部位。
judgment-0593,absent,audit-0108-g01,0.97,生成题没有男子转身指示或穿过人群的先后。
judgment-0594,absent,audit-0108-g01,0.99,生成题没有岩石相对男子的位置。
judgment-0595,absent,audit-0108-g01,0.99,生成题没有背包男子指向山体和转身的顺序。
judgment-0596,absent,audit-0108-g01,0.99,生成题没有男子指向目标或其在人群哪侧。
judgment-0597,partial,audit-0108-g01,0.78,生成题明确一名女子从画面右侧向左走并最终被人遮挡，触及人群中的移动方向但没有判断整个人群是否同向。
judgment-0598,direct,audit-0109-g01,0.99,生成题直接说明手势先指包装盒中央标签再移到盒顶边缘，完整覆盖主要指向区域。
judgment-0599,absent,audit-0109-g01,0.98,生成题没有盒面圆形图案相对产品名称的位置。
judgment-0600,absent,audit-0109-g01,0.97,生成题没有包装盒在整个镜头中是否完整可见。
judgment-0601,partial,audit-0109-g01,0.93,生成题具体追踪手指由中央标签移到顶边，覆盖指向区域但没有说明反复手势主要落在哪一区域。
judgment-0602,absent,audit-0109-g01,0.99,生成题没有包装盒相对黑色桌子的侧别。
judgment-0603,absent,audit-0109-g01,0.96,生成题只描述手指在盒面移动，没有盒子本身是否改变位置。
judgment-0604,partial,audit-0110-g02,0.85,生成题判断两只狗起初是否彼此远离，涉及狗间相对位置变化但缺少第三只狗和前后关系。
judgment-0605,absent,audit-0110-g02,0.98,生成题没有按白狗和黑狗比较谁先接近相机。
judgment-0606,partial,audit-0110-g02,0.80,生成题描述两狗起初彼此远离，触及个体方向差异但没有判断狗群整体是否在奔跑中改向。
judgment-0607,partial,audit-0110-g02,0.89,生成题直接判断两只狗起初是否相互远离，可区分是否同向奔跑，但没有明确黑狗和白狗身份或全程方向。
judgment-0608,partial,audit-0110-g02,0.85,生成题判断两狗起初是否彼此远离，覆盖相对关系变化但没有给出谁前谁后的变化。
judgment-0609,absent,audit-0110-g01,0.99,生成题没有狗进入灌木遮挡区。
judgment-0610,partial,audit-0111-g05,0.88,生成题描述相机起点、前景灌木和远处城镇的固定关系，另题推演若向房屋直行的变化，但没有直接追踪航拍靠近居民区的距离。
judgment-0611,absent,audit-0111-g05,0.93,生成题定位居民房屋、灌木和街道，没有草地作为参照或居民区相对草地的方向。
judgment-0612,partial,audit-0111-g01,0.88,生成题追踪平移中尖塔和白灰房屋在不同时刻的左右与遮挡关系，覆盖村庄入画变化但没有直接问从哪侧进入。
judgment-0613,partial,audit-0111-g05,0.78,生成题明确中央灌木位于相机起点与城镇之间，涉及前景到村庄的深度结构，但未识别草地是否在村庄前方。
judgment-0614,direct,audit-0111-g02,0.97,生成题明确多栋房屋位于浓密树线后方并考察白房是否被树完全挡住，直接覆盖前景灌木遮挡部分房屋。
judgment-0615,absent,audit-0112-g01,0.93,生成题只描述一只鸟在八秒潜入水中后的可见结果，没有靠近船时与相机距离。
judgment-0616,absent,audit-0112-g01,0.96,生成题没有海鸟掠过船侧或其飞行方向。
judgment-0617,absent,audit-0112-g01,0.93,生成题没有海鸟接近船时相对相机的距离变化。
judgment-0618,absent,audit-0112-g01,0.90,生成题的核心事件是鸟从水面上方潜入水中，而不是飞到船旁，且未出现船。
judgment-0619,absent,audit-0112-g01,0.97,生成题没有船体或最近海鸟相对船的侧向位置。
judgment-0620,absent,audit-0113-g01,0.95,生成题比较银色SUV与白色马拖车的遮挡，没有车辆与真实马匹区域距离变化。
judgment-0621,absent,audit-0113-g01,0.97,生成题没有车列与马匹围场分别位于画面哪侧。
judgment-0622,absent,audit-0113-g01,0.95,生成题只描述平移后拖车遮住SUV，没有远处马匹或二者展示顺序。
judgment-0623,absent,audit-0113-g01,0.96,生成题没有看到远处马匹的时刻，无法与经过车辆比较先后。
judgment-0624,absent,audit-0113-g01,0.96,生成题中的白色物体是马拖车而非马匹，没有马相对停放车辆的侧别。
judgment-0625,absent,audit-0113-g01,0.98,生成题没有前景车顶遮挡马匹。
judgment-0626,absent,audit-0114-g01,0.96,生成题只描述桥墩遮挡远处高楼，没有小船通过桥下时桥面在相机上方的移动。
judgment-0627,absent,audit-0114-g01,0.97,生成题没有船与桥墩的距离变化。
judgment-0628,absent,audit-0114-g01,0.99,生成题没有船尾出现或离开桥下的先后。
judgment-0629,absent,audit-0114-g01,0.98,生成题没有小船进入桥下与经过桥墩的顺序。
judgment-0630,absent,audit-0114-g01,0.97,生成题没有桥墩相对小船从哪侧经过。
judgment-0631,absent,audit-0114-g01,0.97,生成题判断的是高楼被桥墩遮挡后不再出现，没有驶出桥下后桥体是否离开视野。
judgment-0632,partial,audit-0115-g02,0.88,生成题通过未上漆外壳与完整红车比较开孔和缺失部件，覆盖两类细节但没有镜头先展示外壳还是开孔。
judgment-0633,direct,audit-0115-g02,0.95,生成题具体比较前格栅开口和前轮拱等开孔是否存在，直接覆盖开孔位于车身前部区域。
judgment-0634,direct,audit-0115-g02,0.99,生成题明确前景车身未上漆且相较组装红车缺少多项部件，直接覆盖未完成或拆卸状态。
judgment-0635,absent,audit-0115-g02,0.92,生成题比较的是前车身格栅和轮拱细节，没有尾部孔洞或其与外壳展示顺序。
judgment-0636,partial,audit-0115-g02,0.86,生成题直接判断未完成车身相较红车缺少哪些主要部件，但限定为前车身，未覆盖尾部缺失清单。
judgment-0637,absent,audit-0115-g02,0.98,生成题没有讲解者转向尾部或该动作目标。
judgment-0638,absent,audit-0116-g01,0.95,生成题基于七秒处车的轨迹预测碰撞对象，没有白车与相机距离如何变化。
judgment-0639,partial,audit-0116-g01,0.92,生成题明确七秒处车辆同时具有既定轨迹和旋转，并推演不修正的结果，覆盖车头朝向变化但没有限定经过近处后。
judgment-0640,partial,audit-0116-g01,0.81,生成题把装卸码头、半挂车等列为车辆潜在碰撞对象，触及装卸区运动，但没有与从远处横向驶过比较顺序。
judgment-0641,partial,audit-0116-g01,0.90,生成题明确汽车在七秒处持续旋转且司机随后修正路径，覆盖转弯过程但没有直接判断是否完成转弯。
judgment-0642,partial,audit-0116-g01,0.91,生成题预测若保持轨迹可能撞上主楼装卸门，说明与仓库接近，但未追踪实际距离变化。
judgment-0643,absent,audit-0116-g01,0.94,生成题只推演未修正轨迹的碰撞对象，没有白车最终驶离方向。
judgment-0644,direct,audit-0117-g02,0.99,生成题明确白色SUV静止等待驶出停车场时一辆深色SUV横穿路口，直接覆盖汇入主路前等待横向车流。
judgment-0645,partial,audit-0117-g01,0.84,生成题根据道路箭头判断直行会进入何处，另题描述停车场出口，却没有直接给出实际汇入方向位于驾驶者哪侧。
judgment-0646,direct,audit-0117-g02,0.97,生成题明确本车静止等待时横向深色SUV先穿过路口，实质覆盖横向车先通过、本车后起步的顺序。
judgment-0647,absent,audit-0117-g01,0.98,生成题没有红灯或驶入主路与遇到红灯的先后。
judgment-0648,absent,audit-0117-g02,0.95,生成题出现横向深色SUV但没有红灯停车队列或本车从黑车哪侧接近。
judgment-0649,absent,audit-0117-g02,0.97,生成题没有驾驶者在红灯前停在其他车辆后方。
judgment-0650,direct,audit-0118-g01,0.99,生成题直接判断主入口纱门与实心白门的前后端关系，覆盖入口门位于车身哪一端。
judgment-0651,absent,audit-0118-g02,0.96,生成题追踪两扇门和平移方向，没有不同窗户的出现顺序。
judgment-0652,absent,audit-0118-g03,0.98,生成题没有房车侧面伸出结构及其展开状态。
judgment-0653,direct,audit-0118-g01,0.96,生成题明确实心白门比主入口门更靠车尾且平移继续朝后部，实质覆盖镜头由前门移到后门。
judgment-0654,absent,audit-0118-g03,0.93,生成题仅把遮阳篷顶部列为可能的下一焦点，没有判断其是否在全片段展开。
judgment-0655,absent,audit-0118-g02,0.94,生成题定位后方实心白门并描述初始遮挡，但没有它相对侧窗的侧向位置。
judgment-0656,direct,audit-0119-g01,0.98,生成题从红车起步在前到摩托车加速穿过路口后的最终前后左右位置，直接覆盖二者距离关系的变化。
judgment-0657,partial,audit-0119-g01,0.90,生成题给出红车相对摩托车的最终右后或左后位置，可关联其通过路口的方向但未直接说明红车选择哪条行进方向。
judgment-0658,absent,audit-0119-g01,0.95,生成题没有转向车道相对骑手位于哪侧。
judgment-0659,direct,audit-0119-g01,0.97,生成题直接判断摩托车通过路口后红车位于镜头左后还是右后，覆盖前车相对骑手向哪侧移动。
judgment-0660,direct,audit-0119-g01,0.98,生成题以红车初始在前启动及最终相对摩托车位置为核心，实质覆盖前车与骑手距离如何改变。
judgment-0661,partial,audit-0120-g02,0.93,生成题明确先把两节电池放桌面再拿说明书，并以鼠标为参照，但没有覆盖全部鼠标配件的取出顺序。
judgment-0662,absent,audit-0120-g01,0.99,生成题没有包装由封闭到展开的状态变化。
judgment-0663,partial,audit-0120-g02,0.89,生成题比较电池与鼠标在桌面的前后和左右并说明随后拿说明书，但没有给出说明书最终相对二者放在哪侧。
judgment-0664,absent,audit-0120-g02,0.95,生成题给出放电池与拿说明书的顺序，没有拆开包装与取出电池的先后。
judgment-0665,partial,audit-0120-g01,0.94,生成题具体定位电池相对鼠标的左右和相对相机的远近，并涉及随后拿说明书，覆盖部分重新排列但不是全部桌面物品变化。
